"geneId"	"seqnames"	"start"	"end"	"geneStrand"	"annotation"	"group"	"gene_name"
"ENSMUSG00000104595.1"	"chr3"	121879369	121879516	1	"Distal Intergenic"	"sidd"	"Gm42593"
"ENSMUSG00000104596.1"	"chr3"	140364373	140364536	2	"Distal Intergenic"	"sidd"	"Gm19080"
"ENSMUSG00000104606.1"	"chr5"	123207367	123207538	2	"Intron (ENSMUST00000199260.4/ENSMUSG00000029440.15, intron 2 of 3)"	"sidd"	"Gm43409"
"ENSMUSG00000104607.1"	"chr3"	116220581	116220701	1	"Distal Intergenic"	"sidd"	"Gm31651"
"ENSMUSG00000104610.1"	"chr3"	137192935	137193091	1	"Distal Intergenic"	"sidd"	"Gm567"
"ENSMUSG00000104614.5"	"chr9"	109801092	109801313	2	"Distal Intergenic"	"sidd"	"Fbxw27"
"ENSMUSG00000104619.1"	"chr3"	102635552	102635787	1	"Distal Intergenic"	"sidd"	"Gm42678"
"ENSMUSG00000104620.1"	"chr14"	52649165	52649293	1	"Distal Intergenic"	"sidd"	"Trav7-1"
"ENSMUSG00000104624.1"	"chr5"	7910507	7910646	1	"Intron (ENSMUST00000198825.1/ENSMUSG00000105068.1, intron 2 of 5)"	"sidd"	"Gm43478"
"ENSMUSG00000104636.1"	"chr5"	146044262	146044403	2	"Distal Intergenic"	"sidd"	"Gm43239"
"ENSMUSG00000104637.1"	"chr5"	139623842	139623942	1	"Distal Intergenic"	"sidd"	"Gm42424"
"ENSMUSG00000104645.1"	"chr3"	133845022	133845175	2	"Intron (ENSMUST00000200444.1/ENSMUSG00000097911.2, intron 1 of 2)"	"sidd"	"Gm30484"
"ENSMUSG00000104657.1"	"chr11"	120281690	120281787	1	"Intron (ENSMUST00000122148.7/ENSMUSG00000039741.15, intron 14 of 27)"	"sidd"	"Gm47297"
"ENSMUSG00000104660.1"	"chr5"	46980934	46981089	1	"Distal Intergenic"	"sidd"	"Gm43601"
"ENSMUSG00000104663.1"	"chr5"	6473574	6473705	2	"Distal Intergenic"	"sidd"	"Gm3203"
"ENSMUSG00000104667.1"	"chr5"	30084115	30084289	1	"Distal Intergenic"	"sidd"	"Gm4961"
"ENSMUSG00000104668.1"	"chr5"	138546399	138546504	1	"Distal Intergenic"	"sidd"	"Vmn2r-ps24"
"ENSMUSG00000104677.1"	"chr3"	55883370	55883473	1	"Intron (ENSMUST00000029374.7/ENSMUSG00000027799.12, intron 35 of 57)"	"sidd"	"Gm43376"
"ENSMUSG00000104681.1"	"chr5"	129275580	129275700	1	"Distal Intergenic"	"sidd"	"Gm43001"
"ENSMUSG00000104691.1"	"chr5"	43426159	43426299	1	"Distal Intergenic"	"sidd"	"Gm43021"
"ENSMUSG00000104696.1"	"chr3"	156612634	156612837	1	"Intron (ENSMUST00000074015.10/ENSMUSG00000040037.13, intron 1 of 6)"	"sidd"	"Gm42946"
"ENSMUSG00000104699.1"	"chr5"	3872705	3872885	1	"Promoter (2-3kb)"	"sidd"	"Rps4x-ps"
"ENSMUSG00000104703.1"	"chr3"	118008403	118008530	1	"Distal Intergenic"	"sidd"	"4921521D15Rik"
"ENSMUSG00000104710.1"	"chr3"	135919755	135919873	1	"Intron (ENSMUST00000197498.1/ENSMUSG00000104710.1, intron 2 of 3)"	"sidd"	"Gm31243"
"ENSMUSG00000104713.4"	"chr5"	105294869	105295048	2	"Promoter (1-2kb)"	"sidd"	"Gbp6"
"ENSMUSG00000104718.1"	"chr5"	18471031	18471249	2	"Distal Intergenic"	"sidd"	"Gm31752"
"ENSMUSG00000104725.1"	"chr3"	151971948	151972093	2	"Promoter (1-2kb)"	"sidd"	"Gm2860"
"ENSMUSG00000104726.1"	"chr3"	119921823	119921954	1	"Distal Intergenic"	"sidd"	"Gm18384"
"ENSMUSG00000104730.1"	"chr3"	57940748	57940897	1	"Promoter (2-3kb)"	"sidd"	"Gm42511"
"ENSMUSG00000104731.1"	"chr5"	99827289	99827439	2	"Distal Intergenic"	"sidd"	"Gm43249"
"ENSMUSG00000104732.1"	"chr3"	81642567	81642789	1	"Distal Intergenic"	"sidd"	"Gm43346"
"ENSMUSG00000104743.1"	"chr8"	27649337	27649506	1	"Distal Intergenic"	"sidd"	"Gm44493"
"ENSMUSG00000104746.1"	"chr6"	55497331	55497426	1	"3' UTR"	"sidd"	"Gm44352"
"ENSMUSG00000104749.1"	"chr3"	121039926	121040082	2	"Distal Intergenic"	"sidd"	"Gm42926"
"ENSMUSG00000104753.1"	"chr5"	99467675	99467802	1	"Intron (ENSMUST00000209346.1/ENSMUSG00000089809.9, intron 3 of 16)"	"sidd"	"Gm35172"
"ENSMUSG00000104770.1"	"chr3"	151942796	151942930	1	"Distal Intergenic"	"sidd"	"Gm2939"
"ENSMUSG00000104775.1"	"chr5"	60815284	60815438	2	"Distal Intergenic"	"sidd"	"Gm8182"
"ENSMUSG00000104778.1"	"chr5"	127186011	127186139	2	"Distal Intergenic"	"sidd"	"Gm43476"
"ENSMUSG00000104779.1"	"chr3"	134280561	134280775	2	"Distal Intergenic"	"sidd"	"Gm43559"
"ENSMUSG00000104781.1"	"chr5"	45261206	45261384	2	"Intron (ENSMUST00000197016.4/ENSMUSG00000029092.9, intron 4 of 5)"	"sidd"	"Gm43303"
"ENSMUSG00000104782.1"	"chr3"	78318070	78318214	2	"Distal Intergenic"	"sidd"	"Gm43326"
"ENSMUSG00000104785.1"	"chr3"	149727404	149727573	2	"Distal Intergenic"	"sidd"	"Gm31121"
"ENSMUSG00000104790.1"	"chr3"	140872010	140872162	2	"Promoter (<=1kb)"	"sidd"	"Gm43276"
"ENSMUSG00000104798.1"	"chr5"	86947909	86948035	2	"Distal Intergenic"	"sidd"	"Gm20121"
"ENSMUSG00000104805.1"	"chr5"	145953561	145953709	1	"Promoter (2-3kb)"	"sidd"	"Gm43624"
"ENSMUSG00000104810.1"	"chr17"	54008409	54008540	1	"Distal Intergenic"	"sidd"	"Gm5684"
"ENSMUSG00000104816.1"	"chr3"	151197018	151197141	2	"Distal Intergenic"	"sidd"	"Gm43473"
"ENSMUSG00000104831.1"	"chr3"	54602914	54603052	2	"Distal Intergenic"	"sidd"	"B020017C02Rik"
"ENSMUSG00000104833.1"	"chr5"	111650314	111650466	1	"Distal Intergenic"	"sidd"	"Gm42489"
"ENSMUSG00000104836.1"	"chr5"	143156955	143157091	1	"Promoter (<=1kb)"	"sidd"	"Gm44405"
"ENSMUSG00000104837.1"	"chr5"	45591642	45591767	1	"Intron (ENSMUST00000016023.8/ENSMUSG00000015879.8, intron 1 of 15)"	"sidd"	"Gm42520"
"ENSMUSG00000104846.1"	"chr5"	43332377	43332525	2	"Distal Intergenic"	"sidd"	"Gm43020"
"ENSMUSG00000104847.1"	"chr5"	52113895	52114013	1	"Distal Intergenic"	"sidd"	"Gm43177"
"ENSMUSG00000104851.1"	"chr5"	44733137	44733242	2	"Intron (ENSMUST00000199534.4/ENSMUSG00000039706.11, intron 1 of 8)"	"sidd"	"E030026E10Rik"
"ENSMUSG00000104853.2"	"chr3"	131835329	131835473	2	"Intron (ENSMUST00000197726.1/ENSMUSG00000105331.1, intron 1 of 3)"	"sidd"	"Olfr375-ps1"
"ENSMUSG00000104855.1"	"chr3"	106187919	106188069	2	"Distal Intergenic"	"sidd"	"Gm43709"
"ENSMUSG00000104859.1"	"chr3"	131034109	131034255	2	"Distal Intergenic"	"sidd"	"A430072C10Rik"
"ENSMUSG00000104864.1"	"chr3"	159292508	159292745	1	"Intron (ENSMUST00000197341.1/ENSMUSG00000106053.1, intron 4 of 4)"	"sidd"	"Gm43655"
"ENSMUSG00000104867.1"	"chr5"	5325638	5325739	2	"Intron (ENSMUST00000030763.12/ENSMUSG00000028926.15, intron 2 of 14)"	"sidd"	"Gm43728"
"ENSMUSG00000104878.1"	"chr5"	85371905	85372039	1	"Distal Intergenic"	"sidd"	"Gm43567"
"ENSMUSG00000104883.1"	"chr6"	67691465	67691641	2	"Distal Intergenic"	"sidd"	"Igkv14-134-1"
"ENSMUSG00000104889.1"	"chr5"	59683516	59683643	1	"Distal Intergenic"	"sidd"	"Gm43043"
"ENSMUSG00000104892.1"	"chr5"	57464501	57464727	1	"Distal Intergenic"	"sidd"	"Gm6615"
"ENSMUSG00000104893.1"	"chr5"	133907136	133907279	2	"Distal Intergenic"	"sidd"	"Gm2404"
"ENSMUSG00000104901.1"	"chr3"	34641008	34641117	1	"Promoter (2-3kb)"	"sidd"	"Gm42692"
"ENSMUSG00000104905.1"	"chr5"	13613567	13613744	2	"Distal Intergenic"	"sidd"	"Gm43718"
"ENSMUSG00000104909.1"	"chr3"	151887688	151887795	1	"Promoter (<=1kb)"	"sidd"	"Gm43617"
"ENSMUSG00000104924.1"	"chr5"	57647590	57647717	1	"Intron (ENSMUST00000180708.2/ENSMUSG00000097216.3, intron 3 of 4)"	"sidd"	"Gm43002"
"ENSMUSG00000104930.1"	"chr3"	102044152	102044290	1	"Distal Intergenic"	"sidd"	"Gm43243"
"ENSMUSG00000104931.1"	"chr6"	67594790	67594956	1	"Promoter (<=1kb)"	"sidd"	"Igkv1-136"
"ENSMUSG00000104952.1"	"chr5"	5880390	5880527	1	"Distal Intergenic"	"sidd"	"Gm38697"
"ENSMUSG00000104955.1"	"chr5"	96847642	96847764	1	"Promoter (1-2kb)"	"sidd"	"1700016F12Rik"
"ENSMUSG00000104963.1"	"chr3"	127148621	127148767	2	"Intron (ENSMUST00000182078.8/ENSMUSG00000032826.19, intron 2 of 45)"	"sidd"	"Gm42974"
"ENSMUSG00000104989.1"	"chr1"	173512236	173512371	1	"Distal Intergenic"	"sidd"	"Gm44481"
"ENSMUSG00000104992.1"	"chr3"	139394303	139394451	1	"Intron (ENSMUST00000106239.7/ENSMUSG00000047940.13, intron 10 of 13)"	"sidd"	"Gm43163"
"ENSMUSG00000104994.1"	"chr5"	132398238	132398363	2	"Intron (ENSMUST00000161226.8/ENSMUSG00000029673.17, intron 1 of 18)"	"sidd"	"Gm42989"
"ENSMUSG00000105003.1"	"chr3"	57958464	57958669	2	"Promoter (<=1kb)"	"sidd"	"Gm40055"
"ENSMUSG00000105009.1"	"chr3"	25070759	25070890	2	"Intron (ENSMUST00000204227.1/ENSMUSG00000102758.3, intron 1 of 2)"	"sidd"	"Gm42774"
"ENSMUSG00000105023.1"	"chr3"	153269696	153269838	2	"Intron (ENSMUST00000200397.4/ENSMUSG00000052544.9, intron 3 of 4)"	"sidd"	"1700012D16Rik"
"ENSMUSG00000105026.1"	"chr3"	77971491	77971636	1	"Distal Intergenic"	"sidd"	"Gm18719"
"ENSMUSG00000105033.1"	"chr5"	107176101	107176233	2	"Intron (ENSMUST00000031224.14/ENSMUSG00000029287.14, intron 4 of 16)"	"sidd"	"Gm43423"
"ENSMUSG00000105035.1"	"chr3"	152033275	152033450	2	"Distal Intergenic"	"sidd"	"Gm9682"
"ENSMUSG00000105036.1"	"chr5"	20732245	20732362	1	"Distal Intergenic"	"sidd"	"1110060G06Rik"
"ENSMUSG00000105038.1"	"chr5"	59388284	59388463	1	"Distal Intergenic"	"sidd"	"Gm43044"
"ENSMUSG00000105051.1"	"chr3"	106095718	106095872	1	"Distal Intergenic"	"sidd"	"Gm4248"
"ENSMUSG00000105052.4"	"chr5"	25843570	25843676	2	"Intron (ENSMUST00000128727.7/ENSMUSG00000056367.14, intron 8 of 10)"	"sidd"	"Gm21655"
"ENSMUSG00000105067.1"	"chr3"	54079845	54080001	1	"Distal Intergenic"	"sidd"	"Gm18018"
"ENSMUSG00000105073.1"	"chr3"	112440496	112440708	2	"Distal Intergenic"	"sidd"	"Gm9317"
"ENSMUSG00000105077.1"	"chr3"	112264269	112264410	1	"Distal Intergenic"	"sidd"	"Gm4859"
"ENSMUSG00000105096.1"	"chr5"	105189206	105189321	2	"Distal Intergenic"	"sidd"	"Gbp10"
"ENSMUSG00000105102.1"	"chr3"	106864638	106864771	2	"Intron (ENSMUST00000197932.1/ENSMUSG00000105102.1, intron 2 of 3)"	"sidd"	"Gm35507"
"ENSMUSG00000105113.1"	"chr3"	56793474	56793578	2	"Distal Intergenic"	"sidd"	"Gm2622"
"ENSMUSG00000105131.1"	"chr8"	110522851	110522997	1	"Intron (ENSMUST00000043141.6/ENSMUSG00000059854.8, intron 42 of 86)"	"sidd"	"Gm47306"
"ENSMUSG00000105133.1"	"chr2"	97600486	97600662	2	"Intron (ENSMUST00000135431.7/ENSMUSG00000050587.14, intron 5 of 6)"	"sidd"	"Gm44320"
"ENSMUSG00000105136.1"	"chr5"	44509454	44509632	2	"Intron (ENSMUST00000199534.4/ENSMUSG00000039706.11, intron 5 of 8)"	"sidd"	"8030487O14Rik"
"ENSMUSG00000105142.1"	"chr17"	27289238	27289337	2	"Distal Intergenic"	"sidd"	"Mir7214"
"ENSMUSG00000105152.1"	"chr5"	112654726	112654845	1	"Distal Intergenic"	"sidd"	"Gm42864"
"ENSMUSG00000105154.1"	"chr3"	58394995	58395101	1	"Distal Intergenic"	"sidd"	"Gm20128"
"ENSMUSG00000105157.1"	"chr5"	10259291	10259405	1	"Intron (ENSMUST00000198581.1/ENSMUSG00000105157.1, intron 1 of 3)"	"sidd"	"Gm31831"
"ENSMUSG00000105163.1"	"chr6"	68209711	68209856	2	"Distal Intergenic"	"sidd"	"Gm4873"
"ENSMUSG00000105169.1"	"chr18"	41381311	41381445	2	"Distal Intergenic"	"sidd"	"Gm44476"
"ENSMUSG00000105170.1"	"chr3"	142680393	142680588	2	"Distal Intergenic"	"sidd"	"Gm19166"
"ENSMUSG00000105180.1"	"chr3"	140108117	140108294	2	"Distal Intergenic"	"sidd"	"Gm4863"
"ENSMUSG00000105186.1"	"chr5"	55670136	55670322	1	"Distal Intergenic"	"sidd"	"Gm43778"
"ENSMUSG00000105189.1"	"chr5"	126029555	126029648	2	"Distal Intergenic"	"sidd"	"Gm7774"
"ENSMUSG00000105190.1"	"chr3"	150635439	150635564	1	"Distal Intergenic"	"sidd"	"Gm43470"
"ENSMUSG00000105202.1"	"chr3"	127195854	127196090	2	"Intron (ENSMUST00000182078.8/ENSMUSG00000032826.19, intron 2 of 45)"	"sidd"	"C230031I18Rik"
"ENSMUSG00000105205.1"	"chr2"	172192068	172192200	1	"Distal Intergenic"	"sidd"	"Gm44301"
"ENSMUSG00000105207.1"	"chr3"	120715456	120715603	2	"Intron (ENSMUST00000182124.7/ENSMUSG00000098097.7, intron 3 of 11)"	"sidd"	"Gm42927"
"ENSMUSG00000105208.1"	"chr3"	20303049	20303256	1	"Distal Intergenic"	"sidd"	"Gm43525"
"ENSMUSG00000105209.1"	"chr3"	146293449	146293628	1	"Distal Intergenic"	"sidd"	"Gm43334"
"ENSMUSG00000105214.1"	"chr15"	21656213	21656338	2	"Distal Intergenic"	"sidd"	"Gm44373"
"ENSMUSG00000105218.4"	"chr5"	99756678	99756763	2	"Promoter (2-3kb)"	"sidd"	"Gm38413"
"ENSMUSG00000105219.1"	"chr3"	38142209	38142349	2	"Distal Intergenic"	"sidd"	"Gm43821"
"ENSMUSG00000105221.1"	"chr3"	116998756	116998894	2	"Promoter (<=1kb)"	"sidd"	"Gm9332"
"ENSMUSG00000105223.1"	"chr5"	27809591	27809771	1	"Distal Intergenic"	"sidd"	"Gm43433"
"ENSMUSG00000105231.1"	"chr16"	19070443	19070583	2	"Intron (ENSMUST00000198927.1/ENSMUSG00000106567.1, intron 2 of 3)"	"sidd"	"Iglj3"
"ENSMUSG00000105233.1"	"chr3"	126466714	126466830	1	"Distal Intergenic"	"sidd"	"Gm20568"
"ENSMUSG00000105235.1"	"chr17"	53898266	53898433	2	"Distal Intergenic"	"sidd"	"Hcfc1r1-ps1"
"ENSMUSG00000105237.1"	"chr5"	12625361	12625473	2	"Distal Intergenic"	"sidd"	"Gm42580"
"ENSMUSG00000105240.1"	"chr5"	87230709	87230895	2	"Distal Intergenic"	"sidd"	"Gm19418"
"ENSMUSG00000105243.1"	"chr3"	120978684	120978852	2	"Distal Intergenic"	"sidd"	"Gm43444"
"ENSMUSG00000105253.1"	"chr5"	102957784	102957936	2	"Intron (ENSMUST00000170792.8/ENSMUSG00000046709.18, intron 11 of 13)"	"sidd"	"Gm42522"
"ENSMUSG00000105258.1"	"chr3"	41175103	41175257	2	"Promoter (2-3kb)"	"sidd"	"Gm40038"
"ENSMUSG00000105269.1"	"chr5"	58268649	58268792	1	"Distal Intergenic"	"sidd"	"Gm42999"
"ENSMUSG00000105270.1"	"chr5"	145505299	145505445	2	"Promoter (1-2kb)"	"sidd"	"Gm42863"
"ENSMUSG00000105273.1"	"chr5"	50890246	50890435	1	"Distal Intergenic"	"sidd"	"Gm43015"
"ENSMUSG00000105274.1"	"chr5"	125890625	125890785	1	"Distal Intergenic"	"sidd"	"1700048F04Rik"
"ENSMUSG00000105281.1"	"chr3"	36362815	36362964	2	"Distal Intergenic"	"sidd"	"Gm17835"
"ENSMUSG00000105282.1"	"chr5"	44470779	44470908	2	"Distal Intergenic"	"sidd"	"Gm42981"
"ENSMUSG00000105285.1"	"chr5"	62339335	62339458	1	"Distal Intergenic"	"sidd"	"Gm43238"
"ENSMUSG00000105300.1"	"chr5"	15607576	15607696	2	"Promoter (2-3kb)"	"sidd"	"Gm30613"
"ENSMUSG00000105309.1"	"chr5"	86864417	86864542	2	"Promoter (<=1kb)"	"sidd"	"Gm21461"
"ENSMUSG00000105319.1"	"chr6"	68495101	68495221	2	"Distal Intergenic"	"sidd"	"Igkv15-101"
"ENSMUSG00000105321.1"	"chr8"	90792499	90792607	2	"Promoter (1-2kb)"	"sidd"	"Gm44382"
"ENSMUSG00000105322.1"	"chr3"	127050535	127050658	2	"Promoter (1-2kb)"	"sidd"	"Gm43751"
"ENSMUSG00000105337.4"	"chr3"	153090593	153090733	2	"Distal Intergenic"	"sidd"	"1700094M23Rik"
"ENSMUSG00000105359.1"	"chr3"	38068791	38068950	2	"Distal Intergenic"	"sidd"	"Rpl21-ps10"
"ENSMUSG00000105369.1"	"chr6"	69557568	69557729	1	"Distal Intergenic"	"sidd"	"Igkv13-57-1"
"ENSMUSG00000105370.1"	"chr5"	6243095	6243271	2	"Distal Intergenic"	"sidd"	"Gm42718"
"ENSMUSG00000105371.1"	"chr3"	109067294	109067415	1	"Distal Intergenic"	"sidd"	"Gm44384"
"ENSMUSG00000105376.4"	"chr5"	111829054	111829277	1	"Distal Intergenic"	"sidd"	"Gm36535"
"ENSMUSG00000105381.1"	"chr7"	73848316	73848471	1	"Distal Intergenic"	"sidd"	"Mir7234"
"ENSMUSG00000105405.1"	"chr5"	145930930	145931048	2	"Distal Intergenic"	"sidd"	"Gm42431"
"ENSMUSG00000105409.1"	"chrX"	59781345	59781514	1	"Distal Intergenic"	"sidd"	"Gm44318"
"ENSMUSG00000105410.1"	"chr7"	15801123	15801238	2	"Distal Intergenic"	"sidd"	"Gtpbp4-ps7"
"ENSMUSG00000105411.1"	"chr13"	119160057	119160225	2	"Distal Intergenic"	"sidd"	"Gm44488"
"ENSMUSG00000105422.1"	"chr5"	26072175	26072329	1	"Promoter (1-2kb)"	"sidd"	"Gm6089"
"ENSMUSG00000105423.4"	"chr5"	50584115	50584264	2	"Intron (ENSMUST00000196628.1/ENSMUSG00000105320.1, intron 1 of 2)"	"sidd"	"Gm36814"
"ENSMUSG00000105436.1"	"chr3"	106346294	106346432	1	"Distal Intergenic"	"sidd"	"Gm43212"
"ENSMUSG00000105437.1"	"chr5"	29890608	29890723	2	"Promoter (1-2kb)"	"sidd"	"Gm42450"
"ENSMUSG00000105440.1"	"chr3"	21688932	21689039	1	"Distal Intergenic"	"sidd"	"Gm31693"
"ENSMUSG00000105441.1"	"chr5"	98071019	98071151	2	"Distal Intergenic"	"sidd"	"Gm8041"
"ENSMUSG00000105442.1"	"chr5"	51484779	51484925	2	"Promoter (<=1kb)"	"sidd"	"Gm42614"
"ENSMUSG00000105446.1"	"chr5"	96490760	96490889	1	"Intron (ENSMUST00000036019.4/ENSMUSG00000034687.8, intron 2 of 73)"	"sidd"	"Gm42605"
"ENSMUSG00000105452.1"	"chr3"	57361312	57361535	1	"Promoter (<=1kb)"	"sidd"	"Gm5276"
"ENSMUSG00000105453.1"	"chr5"	140029911	140030053	2	"Promoter (2-3kb)"	"sidd"	"Gm43702"
"ENSMUSG00000105459.1"	"chr5"	45867040	45867261	1	"Distal Intergenic"	"sidd"	"4930449I04Rik"
"ENSMUSG00000105462.1"	"chr6"	69099473	69099602	2	"Distal Intergenic"	"sidd"	"Igkv4-77"
"ENSMUSG00000105468.1"	"chr10"	60145241	60145348	1	"Distal Intergenic"	"sidd"	"Mir6906"
"ENSMUSG00000105471.1"	"chr5"	109792807	109792954	2	"Intron (ENSMUST00000196262.1/ENSMUSG00000105471.1, intron 1 of 1)"	"sidd"	"A430073D23Rik"
"ENSMUSG00000105488.1"	"chr12"	35364255	35364427	1	"Distal Intergenic"	"sidd"	"Gm44396"
"ENSMUSG00000105491.1"	"chr5"	26546490	26546632	1	"Distal Intergenic"	"sidd"	"Gm42844"
"ENSMUSG00000105504.4"	"chr3"	142485979	142486153	1	"Distal Intergenic"	"sidd"	"Gbp5"
"ENSMUSG00000105505.1"	"chr7"	14951202	14951345	2	"Distal Intergenic"	"sidd"	"Obox4-ps7"
"ENSMUSG00000105525.1"	"chr5"	58139015	58139191	2	"Distal Intergenic"	"sidd"	"Gm42976"
"ENSMUSG00000105530.1"	"chr5"	48719320	48719478	2	"Intron (ENSMUST00000172363.8/ENSMUSG00000029088.16, intron 1 of 7)"	"sidd"	"Gm43829"
"ENSMUSG00000105536.1"	"chr5"	10561052	10561261	1	"Promoter (2-3kb)"	"sidd"	"Gm4959"
"ENSMUSG00000105540.1"	"chr5"	49778199	49778319	2	"Distal Intergenic"	"sidd"	"Gm7988"
"ENSMUSG00000105544.1"	"chrX"	94389557	94389708	2	"Intron (ENSMUST00000113898.7/ENSMUSG00000079508.8, intron 4 of 8)"	"sidd"	"Gm44477"
"ENSMUSG00000105555.1"	"chr5"	104971606	104971765	2	"Promoter (<=1kb)"	"sidd"	"Gm43856"
"ENSMUSG00000105557.1"	"chr10"	97416570	97416694	1	"Distal Intergenic"	"sidd"	"Mir3966"
"ENSMUSG00000105573.2"	"chr5"	61687415	61687604	2	"Distal Intergenic"	"sidd"	"Gm43384"
"ENSMUSG00000105576.1"	"chr5"	88204469	88204609	1	"Distal Intergenic"	"sidd"	"Gm42164"
"ENSMUSG00000105581.1"	"chr15"	101555482	101555723	1	"Promoter (1-2kb)"	"sidd"	"Gm44393"
"ENSMUSG00000105591.1"	"chr5"	108212563	108212693	2	"Promoter (1-2kb)"	"sidd"	"Gm43083"
"ENSMUSG00000105602.1"	"chr3"	146366504	146366631	2	"Distal Intergenic"	"sidd"	"Gm10636"
"ENSMUSG00000105605.1"	"chr12"	116019984	116020124	2	"Distal Intergenic"	"sidd"	"Ighv1-86"
"ENSMUSG00000105651.1"	"chr3"	35131451	35131610	2	"Distal Intergenic"	"sidd"	"1700017M07Rik"
"ENSMUSG00000105652.1"	"chr3"	143025230	143025375	1	"Intron (ENSMUST00000200254.1/ENSMUSG00000105652.1, intron 4 of 4)"	"sidd"	"4930519L02Rik"
"ENSMUSG00000105653.1"	"chr5"	48530896	48531051	2	"Intron (ENSMUST00000166924.7/ENSMUSG00000029088.16, intron 1 of 7)"	"sidd"	"Gm43831"
"ENSMUSG00000105658.1"	"chr5"	84589999	84590122	1	"Distal Intergenic"	"sidd"	"Gm43531"
"ENSMUSG00000105661.1"	"chr5"	145750832	145750968	1	"Distal Intergenic"	"sidd"	"Gm43626"
"ENSMUSG00000105662.4"	"chr3"	35601836	35601970	2	"Intron (ENSMUST00000198751.4/ENSMUSG00000105662.4, intron 18 of 18)"	"sidd"	"Gm6639"
"ENSMUSG00000105663.1"	"chr5"	51735837	51736044	2	"Distal Intergenic"	"sidd"	"Gm43606"
"ENSMUSG00000105675.1"	"chr5"	61561202	61561434	2	"Distal Intergenic"	"sidd"	"Gm43383"
"ENSMUSG00000105678.1"	"chr5"	55870893	55871035	2	"Distal Intergenic"	"sidd"	"Gm43705"
"ENSMUSG00000105683.1"	"chr3"	158429051	158429156	1	"Intron (ENSMUST00000200137.4/ENSMUSG00000028176.13, intron 2 of 26)"	"sidd"	"Gm43487"
"ENSMUSG00000105686.1"	"chr5"	99341730	99341901	1	"Intron (ENSMUST00000209346.1/ENSMUSG00000089809.9, intron 4 of 16)"	"sidd"	"Gm35394"
"ENSMUSG00000105700.1"	"chr5"	49387050	49387179	2	"Intron (ENSMUST00000087395.10/ENSMUSG00000029088.16, intron 1 of 8)"	"sidd"	"Gm42772"
"ENSMUSG00000105702.1"	"chr5"	55433339	55433501	1	"Distal Intergenic"	"sidd"	"Gm43780"
"ENSMUSG00000105703.2"	"chr14"	54302826	54302971	2	"Distal Intergenic"	"sidd"	"Gm43305"
"ENSMUSG00000105706.1"	"chr5"	17104077	17104209	1	"Distal Intergenic"	"sidd"	"Gm42855"
"ENSMUSG00000105712.1"	"chr3"	129415092	129415248	1	"Distal Intergenic"	"sidd"	"Gm5712"
"ENSMUSG00000105722.1"	"chr5"	3036483	3036600	1	"Distal Intergenic"	"sidd"	"Gm18187"
"ENSMUSG00000105730.1"	"chr5"	64367361	64367465	1	"Distal Intergenic"	"sidd"	"Gm43838"
"ENSMUSG00000105735.1"	"chr5"	112625727	112625824	1	"Distal Intergenic"	"sidd"	"4933415J04Rik"
"ENSMUSG00000105737.1"	"chr12"	115671655	115671791	1	"Distal Intergenic"	"sidd"	"Gm6105"
"ENSMUSG00000105747.1"	"chr6"	69361538	69361684	1	"Promoter (1-2kb)"	"sidd"	"Igkv13-64"
"ENSMUSG00000105750.1"	"chr5"	13464348	13464512	1	"Intron (ENSMUST00000195907.4/ENSMUSG00000028883.17, intron 6 of 8)"	"sidd"	"Gm43130"
"ENSMUSG00000105753.1"	"chr3"	105502899	105503007	1	"Promoter (<=1kb)"	"sidd"	"Gm43847"
"ENSMUSG00000105756.1"	"chr11"	72942935	72943111	1	"Distal Intergenic"	"sidd"	"Gm44467"
"ENSMUSG00000105768.1"	"chr10"	109237615	109237739	2	"Distal Intergenic"	"sidd"	"Gm44495"
"ENSMUSG00000105771.1"	"chr5"	49517353	49517520	2	"Promoter (1-2kb)"	"sidd"	"2900064K03Rik"
"ENSMUSG00000105773.1"	"chr5"	131818543	131818765	1	"Intron (ENSMUST00000161226.8/ENSMUSG00000029673.17, intron 4 of 18)"	"sidd"	"4930563F08Rik"
"ENSMUSG00000105775.1"	"chr5"	28549214	28549362	1	"Intron (ENSMUST00000180878.7/ENSMUSG00000097726.7, intron 1 of 6)"	"sidd"	"Gm10290"
"ENSMUSG00000105777.1"	"chr3"	140719821	140719958	2	"Intron (ENSMUST00000198942.1/ENSMUSG00000105777.1, intron 1 of 2)"	"sidd"	"Gm43049"
"ENSMUSG00000105779.1"	"chr3"	150423812	150423951	2	"Distal Intergenic"	"sidd"	"Gm6439"
"ENSMUSG00000105785.1"	"chr3"	112566639	112566805	1	"Distal Intergenic"	"sidd"	"Gm42526"
"ENSMUSG00000105786.1"	"chr5"	26422110	26422353	1	"Distal Intergenic"	"sidd"	"Gm18957"
"ENSMUSG00000105791.1"	"chr5"	48965473	48965591	2	"Intron (ENSMUST00000087395.10/ENSMUSG00000029088.16, intron 1 of 8)"	"sidd"	"Gm43341"
"ENSMUSG00000105792.1"	"chr3"	36417961	36418069	1	"Distal Intergenic"	"sidd"	"Gm17887"
"ENSMUSG00000105803.1"	"chr3"	157067296	157067440	1	"Intron (ENSMUST00000074015.10/ENSMUSG00000040037.13, intron 3 of 6)"	"sidd"	"Gm43526"
"ENSMUSG00000105805.1"	"chr9"	18098313	18098447	2	"Promoter (<=1kb)"	"sidd"	"Gm44498"
