Type	Shape	Chr	Start	End	color
cCREs w/o Repeats	circle	X	140278160	140278212	ff6600
cCREs w/o Repeats	circle	X	140664750	140664779	ff6600
cCREs w/o Repeats	circle	X	141725280	141725332	ff6600
cCREs w/o Repeats	circle	X	142306318	142306347	ff6600
cCREs w/o Repeats	circle	X	151047204	151047230	ff6600
cCREs w/o Repeats	circle	X	157817723	157817743	ff6600
cCREs w/o Repeats	circle	X	159414935	159414958	ff6600
cCREs w/o Repeats	circle	X	162643734	162643784	ff6600
cCREs w/o Repeats	circle	X	20920800	20920844	ff6600
cCREs w/o Repeats	circle	X	48341722	48341740	ff6600
cCREs w/o Repeats	circle	X	52791346	52791390	ff6600
cCREs w/o Repeats	circle	X	60547623	60547666	ff6600
cCREs w/o Repeats	circle	X	71962841	71962906	ff6600
cCREs w/o Repeats	circle	X	73824575	73824616	ff6600
cCREs w/o Repeats	circle	X	7733744	7733775	ff6600
cCREs w/o Repeats	circle	X	93289429	93289458	ff6600
cCREs w/o Repeats	circle	X	98890555	98890597	ff6600
cCREs w/o Repeats	circle	X	99819863	99819894	ff6600
cCREs w/o Repeats	circle	X	99976229	99976260	ff6600
