"geneId"	"annotation"	"group"	"gene_name"
"ENSMUSG00000086017.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm11872"
"ENSMUSG00000087171.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm12962"
"ENSMUSG00000087228.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm12827"
"ENSMUSG00000087348.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm15582"
"ENSMUSG00000087396.7"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"4933407K13Rik"
"ENSMUSG00000087641.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm12811"
"ENSMUSG00000088609.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm24187"
"ENSMUSG00000088749.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm23218"
"ENSMUSG00000089153.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm23579"
"ENSMUSG00000089645.3"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm5766"
"ENSMUSG00000089804.2"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm16136"
"ENSMUSG00000089984.7"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Fbxo24"
"ENSMUSG00000091117.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm9064"
"ENSMUSG00000091277.2"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm1818"
"ENSMUSG00000091601.3"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Olfr93"
"ENSMUSG00000092220.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm20528"
"ENSMUSG00000092247.2"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm20426"
"ENSMUSG00000092369.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"1700039E22Rik"
"ENSMUSG00000092704.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm24512"
"ENSMUSG00000093452.4"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Zfhx2os"
"ENSMUSG00000094146.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm10142"
"ENSMUSG00000094726.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm23355"
"ENSMUSG00000094862.2"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Ighv1-56"
"ENSMUSG00000098343.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Mir6240"
"ENSMUSG00000098596.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Mir7226"
"ENSMUSG00000098678.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Mroh6"
"ENSMUSG00000098760.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm2164"
"ENSMUSG00000099115.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm17190"
"ENSMUSG00000099243.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm27538"
"ENSMUSG00000099764.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Rps10-ps2"
"ENSMUSG00000099838.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm8521"
"ENSMUSG00000099917.2"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Vmn1r215"
"ENSMUSG00000100320.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm29417"
"ENSMUSG00000100420.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm28616"
"ENSMUSG00000100510.7"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Hand2os1"
"ENSMUSG00000100707.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm28523"
"ENSMUSG00000101188.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Eif4a-ps4"
"ENSMUSG00000101410.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm28581"
"ENSMUSG00000101730.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm28580"
"ENSMUSG00000101803.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm28419"
"ENSMUSG00000102126.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm29143"
"ENSMUSG00000102149.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm9723"
"ENSMUSG00000102297.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"5730585A16Rik"
"ENSMUSG00000102757.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm2756"
"ENSMUSG00000102987.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm38324"
"ENSMUSG00000103160.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"C130012C08Rik"
"ENSMUSG00000103608.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"4930442P19Rik"
"ENSMUSG00000103650.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm37207"
"ENSMUSG00000103659.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm32569"
"ENSMUSG00000103961.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm36388"
"ENSMUSG00000104098.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"AA619741"
"ENSMUSG00000104836.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm44405"
"ENSMUSG00000105322.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm43751"
"ENSMUSG00000105422.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm6089"
"ENSMUSG00000105437.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm42450"
"ENSMUSG00000105536.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm4959"
"ENSMUSG00000105712.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm5712"
"ENSMUSG00000105805.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm44498"
"ENSMUSG00000105854.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm8925"
"ENSMUSG00000106143.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm43735"
"ENSMUSG00000106386.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm42991"
"ENSMUSG00000106896.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"G630022F23Rik"
"ENSMUSG00000107070.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm35191"
"ENSMUSG00000108367.2"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Erfl"
"ENSMUSG00000108828.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm34549"
"ENSMUSG00000108892.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm9449"
"ENSMUSG00000108962.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm44959"
"ENSMUSG00000109033.2"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Olfr1315-ps1"
"ENSMUSG00000109528.2"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Olfr1309"
"ENSMUSG00000109841.2"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"E330011O21Rik"
"ENSMUSG00000109994.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm45459"
"ENSMUSG00000110115.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm32486"
"ENSMUSG00000110298.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm8189"
"ENSMUSG00000110700.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm5357"
"ENSMUSG00000110781.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm31992"
"ENSMUSG00000110856.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm49264"
"ENSMUSG00000112262.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm48013"
"ENSMUSG00000112889.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm47073"
"ENSMUSG00000112994.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm46312"
"ENSMUSG00000113152.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm48422"
"ENSMUSG00000113192.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm18032"
"ENSMUSG00000113212.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm47435"
"ENSMUSG00000113334.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"D030007L05Rik"
"ENSMUSG00000113550.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm29687"
"ENSMUSG00000113608.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm48715"
"ENSMUSG00000113754.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm47401"
"ENSMUSG00000114308.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm48390"
"ENSMUSG00000114358.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm5200"
"ENSMUSG00000114652.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm41043"
"ENSMUSG00000114775.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm33172"
"ENSMUSG00000114865.2"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm29776"
"ENSMUSG00000115081.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm18714"
"ENSMUSG00000115240.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm5144"
"ENSMUSG00000115362.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm49088"
"ENSMUSG00000116231.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm36330"
"ENSMUSG00000116419.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm19267"
"ENSMUSG00000116542.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm17783"
"ENSMUSG00000116569.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm49620"
"ENSMUSG00000116612.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm49621"
"ENSMUSG00000116650.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm49657"
"ENSMUSG00000116750.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"4931420L22Rik"
"ENSMUSG00000116766.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm49702"
"ENSMUSG00000116897.1"	"Promoter (2-3kb)"	"h-dna_and_sidd_slop200"	"Gm49647"
"ENSMUSG00000117693.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm50272"
"ENSMUSG00000117820.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm50305"
"ENSMUSG00000117840.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm50399"
"ENSMUSG00000117913.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm50294"
"ENSMUSG00000118119.1"	"Promoter (1-2kb)"	"h-dna_and_sidd_slop200"	"Gm9937"
"ENSMUSG00000118207.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"Gm50191"
"ENSMUSG00000118333.1"	"Promoter (<=1kb)"	"h-dna_and_sidd_slop200"	"4921531P14Rik"
"ENSMUSG00000000126.11"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Wnt9a"
"ENSMUSG00000000142.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Axin2"
"ENSMUSG00000000359.3"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Rem1"
"ENSMUSG00000000416.16"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Cttnbp2"
"ENSMUSG00000000916.15"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Nsun5"
"ENSMUSG00000001288.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Rarg"
"ENSMUSG00000001444.2"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Tbx21"
"ENSMUSG00000002565.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Scin"
"ENSMUSG00000002799.6"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Jag2"
"ENSMUSG00000002908.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Kcnn1"
"ENSMUSG00000003526.12"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Prodh"
"ENSMUSG00000003949.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Hlf"
"ENSMUSG00000004031.13"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Brinp2"
"ENSMUSG00000004698.11"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Hdac9"
"ENSMUSG00000005533.10"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Igf1r"
"ENSMUSG00000005836.10"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gata6"
"ENSMUSG00000006270.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Vax1"
"ENSMUSG00000008496.19"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Pou2f2"
"ENSMUSG00000008734.9"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Gprc5b"
"ENSMUSG00000008999.7"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Bmp7"
"ENSMUSG00000009097.10"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Tbx1"
"ENSMUSG00000009248.6"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Ascl2"
"ENSMUSG00000009418.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Nav1"
"ENSMUSG00000013033.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Adgrl1"
"ENSMUSG00000013236.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ptprs"
"ENSMUSG00000015002.18"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Efr3a"
"ENSMUSG00000015652.9"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Steap1"
"ENSMUSG00000015968.18"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Cacna1d"
"ENSMUSG00000016624.15"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Phf21b"
"ENSMUSG00000018604.18"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Tbx3"
"ENSMUSG00000018845.14"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Unc45b"
"ENSMUSG00000019647.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Sema6a"
"ENSMUSG00000019789.9"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Hey2"
"ENSMUSG00000019796.12"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Lrp11"
"ENSMUSG00000019803.11"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Nr2e1"
"ENSMUSG00000019853.6"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Hebp2"
"ENSMUSG00000019996.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Map7"
"ENSMUSG00000020037.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Rfx4"
"ENSMUSG00000020140.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Lgr5"
"ENSMUSG00000020160.18"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Meis1"
"ENSMUSG00000020329.12"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Polrmt"
"ENSMUSG00000020439.17"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Smtn"
"ENSMUSG00000020607.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Lratd1"
"ENSMUSG00000020679.11"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Hnf1b"
"ENSMUSG00000020773.11"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Trim47"
"ENSMUSG00000020926.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Adam11"
"ENSMUSG00000021010.9"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Npas3"
"ENSMUSG00000021047.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Nova1"
"ENSMUSG00000021095.5"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Gsc"
"ENSMUSG00000021097.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Clmn"
"ENSMUSG00000021187.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Tc2n"
"ENSMUSG00000021255.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Esrrb"
"ENSMUSG00000021301.9"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Hecw1"
"ENSMUSG00000021359.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Tfap2a"
"ENSMUSG00000021559.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Dapk1"
"ENSMUSG00000021684.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Pde8b"
"ENSMUSG00000021685.11"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Otp"
"ENSMUSG00000021765.9"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Fst"
"ENSMUSG00000021848.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Otx2"
"ENSMUSG00000021994.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Wnt5a"
"ENSMUSG00000022096.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Hr"
"ENSMUSG00000022103.10"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gfra2"
"ENSMUSG00000022144.4"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Gdnf"
"ENSMUSG00000022206.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Npr3"
"ENSMUSG00000022229.3"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Atp12a"
"ENSMUSG00000022382.15"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Wnt7b"
"ENSMUSG00000022416.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Cacna1i"
"ENSMUSG00000022456.18"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Septin3"
"ENSMUSG00000022484.7"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Hoxc10"
"ENSMUSG00000022490.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ppp1r1a"
"ENSMUSG00000022607.18"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ptk2"
"ENSMUSG00000022623.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Shank3"
"ENSMUSG00000022865.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Cxadr"
"ENSMUSG00000022894.6"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Adamts5"
"ENSMUSG00000023391.8"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Dlx2"
"ENSMUSG00000023755.10"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Rhebl1"
"ENSMUSG00000023886.10"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Smoc2"
"ENSMUSG00000023965.13"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Fbxl17"
"ENSMUSG00000024134.11"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Six2"
"ENSMUSG00000024140.10"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Epas1"
"ENSMUSG00000024261.6"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Syt4"
"ENSMUSG00000024330.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Col11a2"
"ENSMUSG00000024420.9"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Zfp521"
"ENSMUSG00000024535.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Snx24"
"ENSMUSG00000024565.10"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Sall3"
"ENSMUSG00000024646.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Cyb5a"
"ENSMUSG00000024761.3"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm16437"
"ENSMUSG00000024940.11"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ltbp3"
"ENSMUSG00000025185.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Loxl4"
"ENSMUSG00000025318.13"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Jph3"
"ENSMUSG00000025372.16"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Baiap2"
"ENSMUSG00000025475.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Adgra1"
"ENSMUSG00000025578.9"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Cbx8"
"ENSMUSG00000026167.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Wnt10a"
"ENSMUSG00000026278.14"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Bok"
"ENSMUSG00000026751.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Nr5a1"
"ENSMUSG00000026805.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Barhl1"
"ENSMUSG00000026944.18"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Abca2"
"ENSMUSG00000026961.6"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Lrrc26"
"ENSMUSG00000027257.13"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Pacsin3"
"ENSMUSG00000027276.7"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Jag1"
"ENSMUSG00000027314.6"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Dll4"
"ENSMUSG00000027419.9"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Pcsk2"
"ENSMUSG00000027500.10"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Stmn2"
"ENSMUSG00000027577.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Chrna4"
"ENSMUSG00000027832.5"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ptx3"
"ENSMUSG00000027868.11"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Tbx15"
"ENSMUSG00000027967.8"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Neurog2"
"ENSMUSG00000027993.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Trim2"
"ENSMUSG00000028072.6"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ntrk1"
"ENSMUSG00000028207.18"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Asph"
"ENSMUSG00000028278.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Rragd"
"ENSMUSG00000028707.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Dmbx1"
"ENSMUSG00000028736.13"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Pax7"
"ENSMUSG00000028804.20"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Csmd2"
"ENSMUSG00000028949.13"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Smarcd3"
"ENSMUSG00000029053.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Prkcz"
"ENSMUSG00000029108.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Pcdh7"
"ENSMUSG00000029112.5"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Nkx1-1"
"ENSMUSG00000029120.10"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ppp2r2c"
"ENSMUSG00000029121.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Crmp1"
"ENSMUSG00000029563.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Foxp2"
"ENSMUSG00000029648.13"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Flt1"
"ENSMUSG00000029669.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Tspan12"
"ENSMUSG00000029673.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Auts2"
"ENSMUSG00000029754.13"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Dlx6"
"ENSMUSG00000029766.7"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"1700012A03Rik"
"ENSMUSG00000030067.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Foxp1"
"ENSMUSG00000030093.7"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Wnt7a"
"ENSMUSG00000030302.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Atp2b2"
"ENSMUSG00000030361.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Klrb1a"
"ENSMUSG00000030499.9"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Kctd15"
"ENSMUSG00000030551.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Nr2f2"
"ENSMUSG00000030616.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Sytl2"
"ENSMUSG00000031028.14"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Tub"
"ENSMUSG00000031137.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Fgf13"
"ENSMUSG00000031217.8"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Efnb1"
"ENSMUSG00000031431.13"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Tsc22d3"
"ENSMUSG00000031548.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Sfrp1"
"ENSMUSG00000031558.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Slit2"
"ENSMUSG00000031661.12"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Nkd1"
"ENSMUSG00000031736.11"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Crnde"
"ENSMUSG00000031845.15"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Bco1"
