group	coordinates	miRNA (+ strand)	miRNA (- strand)	miRNA (intersection)	annotation	gene_info	cCRE (+-200bp slop)	LINE/LTR repeats (+-200bp slop)
quadruplex	chr2:101493629-101493668		miR-874		Distal Intergenic	Gm20693 (+)		LINE@L1_Mus2 (+), LTR@MLT1B (+)
quadruplex	chr2:104082561-104082586	miR-329/362			Intron	Cd59b (+)		
quadruplex	chr2:104082819-104082846	miR-329/362			Intron	Cd59b (+)		
quadruplex	chr2:104202239-104202311	miR-185 (2)			Intron	Gm22501 (-)		
quadruplex	chr2:104202350-104202431	miR-185 (3)			Intron	Gm22501 (-)		
quadruplex	chr2:104202462-104202493	miR-185			Intron	Gm22501 (-)		
quadruplex	chr2:104410058-104410087	miR-129	miR-744, miR-760		Promoter (<=1kb)	D430041D05Rik (-)	pELS (CTCF-bound)@EM10E0704710, PLS@EM10E0704711	
quadruplex	chr2:105126228-105126257		miR-423		Promoter (<=1kb)	Wt1os (-)	PLS@EM10E0704897	
quadruplex	chr2:105126704-105126723	miR-532			Promoter (<=1kb)	Wt1 (+)	PLS@EM10E0704897, PLS@EM10E0704898	
quadruplex	chr2:10520574-10520608	miR-532			Promoter (2-3kb)	Mir669h (+)		LINE@L1Md_F2 (-)
quadruplex	chr2:105674768-105674803		miR-615		Promoter (<=1kb)	Pax6 (+)	pELS@EM10E0705035	
quadruplex	chr2:105675016-105675043	miR-203a			Promoter (<=1kb)	Pax6 (+)	PLS@EM10E0705036	
quadruplex	chr2:105829253-105829291		miR-532		Intron	Elp4 (-)		LINE@L1Md_F2 (+)
quadruplex	chr2:106693693-106693724		miR-423		Promoter (<=1kb)	Mpped2 (+)	PLS (CTCF-bound)@EM10E0705166, pELS@EM10E0705167	
quadruplex	chr2:106694264-106694292		miR-188, miR-296		Promoter (<=1kb)	Mpped2 (+)	pELS@EM10E0705168	
quadruplex	chr2:106694372-106694400	miR-615			Promoter (<=1kb)	Mpped2 (+)	pELS@EM10E0705168	
quadruplex	chr2:107011021-107011047	miR-346			Promoter (<=1kb)	Gm13904 (+)		
quadruplex	chr2:107290567-107290598		miR-744		Promoter (<=1kb)	Kcna4 (+)	PLS (CTCF-bound)@EM10E0705281	
quadruplex	chr2:108020868-108020916	miR-329/362, miR-875			Distal Intergenic	Gm23749 (-)		LINE@L1_Mus2 (-)
quadruplex	chr2:108216485-108216530		miR-490		Intron	Gm13912 (-)		LINE@Lx2 (-)
quadruplex	chr2:108535976-108535993	miR-532			Distal Intergenic	Gm13915 (+)		LINE@Lx2 (+)
quadruplex	chr2:108571393-108571433	miR-491	miR-1306, miR-532		Promoter (1-2kb)	Gm13915 (+)		LINE@Lx (+)
quadruplex	chr2:108891672-108891692		miR-532		Distal Intergenic	Rpl35a-ps4 (-)		LINE@Lx2 (+), LINE@Lx2 (+)
quadruplex	chr2:109677832-109677862	miR-423	miR-324		Promoter (<=1kb)	Bdnf (+)	pELS@EM10E0705364, pELS (CTCF-bound)@EM10E0705365	
quadruplex	chr2:109693821-109693844		miR-296, miR-874		Promoter (<=1kb)	Bdnf (+)	PLS (CTCF-bound)@EM10E0705372, pELS (CTCF-bound)@EM10E0705373	
quadruplex	chr2:110128653-110128719		miR-204/211, miR-328, miR-329/362		Intron	Gm13936 (+)		LINE@L1Md_T (+)
quadruplex	chr2:110823215-110823266	miR-154			Intron	Ano3 (-)		LINE@L1Md_F2 (+), LINE@Lx3_Mus (+)
quadruplex	chr2:110955506-110955537		miR-532		Distal Intergenic	Ano3 (-)		LINE@L1_Mus2 (-), LINE@L1_Mus2 (+)
quadruplex	chr2:111812309-111812335	miR-296			Promoter (2-3kb)	Olfr1303 (-)		LTR@ERVB4_1B-LTR_MM (-)
quadruplex	chr2:11248818-11248859		miR-34/449		Promoter (<=1kb)	Prkcq (+)		LINE@L1_Mus1 (-)
quadruplex	chr2:112579297-112579322	miR-423			Intron	Aven (+)		LINE@L1_Mus4 (-), LTR@MTB (+)
quadruplex	chr2:112770369-112770392	miR-128, miR-874			Intron	Ryr3 (-)		LTR@MTC (-)
quadruplex	chr2:113048274-113048297	miR-491			Intron	Ryr3 (-)		LINE@Lx3_Mus (+), LTR@RLTR31D_MM (+)
quadruplex	chr2:113662134-113662177	miR-122, miR-134	miR-668		Intron	Fmn1 (+)		LINE@L1Md_F2 (+)
quadruplex	chr2:113749960-113749982	miR-331	miR-744		Exon	Grem1 (-)		
quadruplex	chr2:113758003-113758025	miR-339, miR-486			Promoter (<=1kb)	Grem1 (-)	pELS@EM10E0705849, pELS@EM10E0705850	
quadruplex	chr2:114714739-114714812		miR-328		Distal Intergenic	Gm13975 (+)		LINE@L1Md_F2 (+)
quadruplex	chr2:114958880-114958903		miR-329/362		Intron	Gm28492 (+)		LINE@Lx2B (+)
quadruplex	chr2:114966963-114966994	miR-150			Intron	Gm28492 (+)		LINE@L1_Mus3 (-)
quadruplex	chr2:117171073-117171126		miR-874		Intron	Mir674 (+)		LINE@L1_Mus1 (+)
quadruplex	chr2:117902390-117902417	miR-204/211			Intron	4930412B13Rik (+)		LTR@RMER17C (+)
quadruplex	chr2:118021349-118021385	miR-328			Intron	Gm36979 (+)		LTR@LTR16D (-), LINE@L1Md_A (-)
quadruplex	chr2:118111797-118111848		miR-184		Promoter (<=1kb)	Thbs1 (+)	PLS (CTCF-bound)@EM10E0706710	
quadruplex	chr2:118142024-118142057	miR-204/211	miR-34/449		Promoter (<=1kb)	Fsip1 (-)		LTR@RMER17B (+), LINE@Lx9 (-)
quadruplex	chr2:118165644-118165700		miR-150, miR-328		Intron	Fsip1 (-)		LTR@MTD (-), LINE@L1Md_F2 (+), LTR@MTD (-)
quadruplex	chr2:118584770-118584796	miR-296	miR-296	miR-296	Distal Intergenic	Gm14016 (+)		LTR@RMER17A2 (-)
quadruplex	chr2:118677862-118677899	miR-34/449, miR-423	miR-150, miR-532		Promoter (<=1kb)	Pak6 (+)	pELS@EM10E0706931, DNase-H3K4me3@EM10E0706932	
quadruplex	chr2:118702827-118702859		miR-331		Promoter (1-2kb)	Ankrd63 (-)	pELS@EM10E0706949, pELS (CTCF-bound)@EM10E0706950	
quadruplex	chr2:119005828-119005848	miR-532			Promoter (2-3kb)	Uqcrh-ps2 (+)		
quadruplex	chr2:119237636-119237659		miR-744		Promoter (<=1kb)	Spint1 (+)	PLS (CTCF-bound)@EM10E0707220, PLS@EM10E0707221	
quadruplex	chr2:119326866-119326888	miR-324			Promoter (<=1kb)	Gm14207 (-)	pELS@EM10E0707285, pELS (CTCF-bound)@EM10E0707286	
quadruplex	chr2:119742854-119742892	miR-744			Promoter (<=1kb)	Itpka (+)	pELS (CTCF-bound)@EM10E0707416	
quadruplex	chr2:119742960-119742990		miR-339		Promoter (<=1kb)	Itpka (+)	pELS (CTCF-bound)@EM10E0707416, pELS@EM10E0707417	
quadruplex	chr2:120076474-120076497		miR-744		Intron	Sptbn5 (-)	DNase-H3K4me3 (CTCF-bound)@EM10E0707534, DNase-H3K4me3 (CTCF-bound)@EM10E0707535	
quadruplex	chr2:121093532-121093554	miR-485			Distal Intergenic	Tgm5 (-)		
quadruplex	chr2:121295433-121295453	miR-532			Promoter (<=1kb)	Map1a (+)	PLS@EM10E0707856	
quadruplex	chr2:121306777-121306805		miR-331		Exon	Gm14978 (-)		
quadruplex	chr2:121807042-121807067		miR-34/449		Promoter (<=1kb)	Frmd5 (-)	PLS (CTCF-bound)@EM10E0707990, PLS (CTCF-bound)@EM10E0707991	
quadruplex	chr2:122296323-122296346		miR-744		Promoter (1-2kb)	Duox2 (-)		
quadruplex	chr2:122313769-122313789		miR-744		Promoter (<=1kb)	Duoxa1 (-)		
quadruplex	chr2:122319960-122319982		miR-328		Exon	Duox1 (+)		
quadruplex	chr2:122479890-122479914	miR-532			Distal Intergenic	Slc28a2b (+)		LINE@Lx4A (-)
quadruplex	chr2:123543138-123543185		miR-140		Distal Intergenic	Gm13988 (+)		LINE@L1_Rod (-), LINE@L1Md_F2 (-)
quadruplex	chr2:124090918-124090951	miR-125			Promoter (<=1kb)	Sema6d (+)	pELS@EM10E0708321, pELS@EM10E0708322	
quadruplex	chr2:124268941-124269007		miR-328		Intron	4930583P06Rik (-)		LINE@L1Md_F2 (+), LINE@L1Md_A (+), LINE@L1Md_F2 (+)
quadruplex	chr2:12466262-12466316	miR-491			Distal Intergenic	Gm13321 (-)		LINE@L1_Mus1 (+), LTR@RMER4B (+)
quadruplex	chr2:124845485-124845533	miR-134			Distal Intergenic	Gm13994 (+)		LINE@L1_Mus3 (+)
quadruplex	chr2:125506541-125506582	miR-1306	miR-491		Promoter (<=1kb)	Fbn1 (-)	PLS (CTCF-bound)@EM10E0708599, pELS@EM10E0708600	
quadruplex	chr2:125506712-125506735	miR-491			Promoter (<=1kb)	Fbn1 (-)	pELS@EM10E0708600	
quadruplex	chr2:125723577-125723605		miR-532		Promoter (<=1kb)	Shc4 (-)	PLS@EM10E0708670	
quadruplex	chr2:127482213-127482248	miR-744	miR-99/100		Promoter (<=1kb)	Kcnip3 (-)	pELS (CTCF-bound)@EM10E0709162, pELS@EM10E0709163	
quadruplex	chr2:127655997-127656016	miR-204/211			Promoter (<=1kb)	Mal (-)	pELS@EM10E0709237, PLS (CTCF-bound)@EM10E0709238	
quadruplex	chr2:128698714-128698734		miR-423		Promoter (<=1kb)	Mertk (+)	PLS (CTCF-bound)@EM10E0709632	
quadruplex	chr2:128910240-128910261	miR-328			Distal Intergenic	Gm22859 (-)		LTR@RLTR40 (-)
quadruplex	chr2:129593148-129593182	miR-18			Promoter (<=1kb)	Sirpa (+)	PLS (CTCF-bound)@EM10E0709940, PLS (CTCF-bound)@EM10E0709941	
quadruplex	chr2:129947406-129947430		miR-328		Promoter (1-2kb)	Gm28196 (+)		LTR@MMVL30-int (+), LTR@MMVL30-int (+), LTR@MMVL30-int (+)
quadruplex	chr2:13010557-13010596	miR-296	miR-296 (2)	miR-296	Promoter (<=1kb)	Gm37811 (+)	pELS@EM10E0686363, pELS@EM10E0686364, pELS (CTCF-bound)@EM10E0686365	
quadruplex	chr2:13011116-13011149		miR-125		Promoter (<=1kb)	C1ql3 (-)	pELS (CTCF-bound)@EM10E0686365, pELS@EM10E0686366	
quadruplex	chr2:130295143-130295187	miR-331 (2)			Promoter (<=1kb)	Ebf4 (+)	PLS@EM10E0710078	
quadruplex	chr2:130295318-130295348	miR-296			Promoter (<=1kb)	Ebf4 (+)	PLS@EM10E0710078	
quadruplex	chr2:130295776-130295802		miR-744		Promoter (<=1kb)	Ebf4 (+)	pELS (CTCF-bound)@EM10E0710079	
quadruplex	chr2:130362064-130362091	miR-331			Exon	Gm14044 (-)		
quadruplex	chr2:130406477-130406510	miR-185			Promoter (<=1kb)	Tmem239 (+)		
quadruplex	chr2:130576337-130576362	miR-10, miR-339			Promoter (<=1kb)	Oxt (+)	DNase-H3K4me3@EM10E0710173	
quadruplex	chr2:130580573-130580596		miR-491		Promoter (1-2kb)	Avp (-)	DNase-H3K4me3@EM10E0710179, DNase-H3K4me3@EM10E0710180	
quadruplex	chr2:130582642-130582671	miR-665			Promoter (<=1kb)	Avp (-)		
quadruplex	chr2:130636178-130636205	miR-127			Promoter (1-2kb)	Lzts3 (-)	dELS (CTCF-bound)@EM10E0710200	
quadruplex	chr2:130793172-130793196		miR-504		Intron	Gm14057 (-)		LINE@Lx (+)
quadruplex	chr2:131127295-131127321	miR-423	miR-615		Promoter (<=1kb)	Hspa12b (+)	PLS@EM10E0710359	
quadruplex	chr2:131171637-131171657		miR-615		Promoter (2-3kb)	Spef1 (-)	dELS (CTCF-bound)@EM10E0710395	
quadruplex	chr2:132209928-132209961		miR-532		Intron	Tmem230 (-)		LTR@ORR1A2 (+)
quadruplex	chr2:132385442-132385502		miR-423		Promoter (<=1kb)	Prokr2 (-)	DNase-H3K4me3@EM10E0710897, PLS@EM10E0710898	
quadruplex	chr2:133554774-133554809	miR-744			Promoter (2-3kb)	Bmp2 (+)	dELS@EM10E0711134	
quadruplex	chr2:134223690-134223720		miR-874		Distal Intergenic	Hao1 (-)		LINE@L1_Mus2 (+)
quadruplex	chr2:135180346-135180370	miR-532			Intron	4930545L23Rik (-)		LINE@Lx (-)
quadruplex	chr2:135545269-135545307		miR-185		Intron	9630028H03Rik (-)		LTR@MTD (-)
quadruplex	chr2:135545391-135545429		miR-185		Intron	9630028H03Rik (-)		LTR@MTD (-), LINE@Lx9 (-)
quadruplex	chr2:136030819-136030884	miR-328			Distal Intergenic	Gm26227 (-)		LINE@L1Md_F2 (-)
quadruplex	chr2:136286832-136286898		miR-129, miR-331		Intron	Pak7 (-)		LINE@L1Md_T (+), LTR@ORR1D1 (+)
quadruplex	chr2:137267350-137267404		miR-10, miR-532		Distal Intergenic	Gm14055 (+)		LINE@L1_Mus2 (+)
quadruplex	chr2:137819385-137819428	miR-296	miR-296	miR-296	Intron	Gm14062 (-)		LTR@RMER17B (+)
quadruplex	chr2:139678288-139678322		miR-744		Promoter (<=1kb)	Ism1 (+)	PLS (CTCF-bound)@EM10E0711833, pELS@EM10E0711834, pELS (CTCF-bound)@EM10E0711835	
quadruplex	chr2:139678530-139678563	miR-296, miR-744	miR-296	miR-296	Promoter (<=1kb)	Ism1 (+)	pELS@EM10E0711834, pELS (CTCF-bound)@EM10E0711835	
quadruplex	chr2:140302497-140302535	miR-760			Intron	Sel1l2 (-)		LINE@Lx (+)
quadruplex	chr2:140376462-140376530	miR-328			Intron	Sel1l2 (-)		LINE@L1Md_F2 (-)
quadruplex	chr2:140395741-140395783		miR-296		Promoter (<=1kb)	Macrod2 (+)	pELS@EM10E0711926	
quadruplex	chr2:140560726-140560759		miR-874		Intron	Flrt3 (-)		LINE@L1_Mus1 (+)
quadruplex	chr2:14140036-14140079	miR-488			Intron	Stam (+)		LTR@RMER17B (-)
quadruplex	chr2:141453894-141453967	miR-1306, miR-150, miR-328			Intron	Macrod2 (+)		LINE@L1Md_F2 (-)
quadruplex	chr2:142636417-142636448	miR-874			Intron	Kif16b (-)		LINE@L1_Mus2 (-)
quadruplex	chr2:142655539-142655596	miR-296	miR-185, miR-296, miR-299, miR-491	miR-296	Intron	Kif16b (-)		LTR@RMER17D2 (+), LTR@RMER17D2 (+), LTR@RMER17D2 (+)
quadruplex	chr2:142655706-142655732		miR-185		Intron	Kif16b (-)		LTR@RMER17D2 (+), LTR@RMER17D2 (+), LTR@RMER17D2 (+)
quadruplex	chr2:142720638-142720694	miR-328, miR-532			Intron	Kif16b (-)		LINE@L1_Mus2 (-)
quadruplex	chr2:143388748-143388796		miR-874		Distal Intergenic	Gm11644 (+)		LINE@L1_Mus2 (+)
quadruplex	chr2:143546002-143546057		miR-615		Promoter (<=1kb)	Pcsk2os1 (-)	PLS@EM10E0712167, PLS (CTCF-bound)@EM10E0712168	
quadruplex	chr2:143862850-143862879	miR-744	miR-296		Promoter (<=1kb)	Bfsp1 (-)	PLS (CTCF-bound)@EM10E0712217, PLS@EM10E0712218	
quadruplex	chr2:144330812-144330842	miR-423			Promoter (<=1kb)	Ovol2 (-)	pELS@EM10E0712451, pELS@EM10E0712452	
quadruplex	chr2:144331707-144331749		miR-744		Promoter (<=1kb)	Ovol2 (-)	PLS (CTCF-bound)@EM10E0712453, PLS@EM10E0712454	
quadruplex	chr2:145640536-145640589		let-7/miR-98		3' UTR	Slc24a3 (+)		
quadruplex	chr2:145653832-145653886		miR-140		Distal Intergenic	Rin2 (+)		LINE@L1_Mus1 (-), LINE@L1_Mus1 (+), LTR@RLTR17 (-)
quadruplex	chr2:145674997-145675021	miR-532			Promoter (<=1kb)	Rin2 (+)	dELS@EM10E0712640, dELS@EM10E0712641	
quadruplex	chr2:146218410-146218438		miR-296		Distal Intergenic	Insm1 (+)	dELS@EM10E0712814	
quadruplex	chr2:147084645-147084675		miR-296		Promoter (<=1kb)	Nkx2-4 (-)	pELS@EM10E0713019, pELS@EM10E0713020	
quadruplex	chr2:147084683-147084754		miR-744		Promoter (<=1kb)	Nkx2-4 (-)	pELS@EM10E0713019, pELS@EM10E0713020	
quadruplex	chr2:147085366-147085393		miR-296		Promoter (<=1kb)	Nkx2-4 (-)	PLS@EM10E0713021, DNase-H3K4me3@EM10E0713022	
quadruplex	chr2:147186457-147186488		miR-204/211		Promoter (<=1kb)	Nkx2-2 (-)	PLS@EM10E0713044, pELS@EM10E0713045	
quadruplex	chr2:147194287-147194321	miR-1249			Promoter (<=1kb)	Nkx2-2 (-)	dELS@EM10E0713061	
quadruplex	chr2:147194336-147194361	miR-744			Promoter (<=1kb)	Nkx2-2 (-)	dELS@EM10E0713061	
quadruplex	chr2:148269833-148269857	miR-330			Distal Intergenic	Gm24221 (+)		LINE@Lx2 (-)
quadruplex	chr2:148954011-148954077		miR-328		Distal Intergenic	Gm14129 (-)		LINE@L1Md_T (+), LTR@ERVB4_1B-I_MM-int (-)
quadruplex	chr2:149654306-149654360		miR-874		Distal Intergenic	Gm24551 (-)		LINE@L1_Mus2 (+), LTR@MTC (-)
quadruplex	chr2:151009130-151009174		miR-151a, miR-615		Promoter (<=1kb)	Ninl (-)	pELS@EM10E0713653, PLS@EM10E0713654	
quadruplex	chr2:151009195-151009223	miR-532			Promoter (<=1kb)	Ninl (-)	pELS@EM10E0713653, PLS@EM10E0713654	
quadruplex	chr2:151580709-151580732		miR-99/100		Intron	Sdcbp2 (+)	dELS@EM10E0713712	LTR@MTC (+)
quadruplex	chr2:151593831-151593857	miR-330			Exon	Sdcbp2 (+)		
quadruplex	chr2:151632396-151632425	miR-485			Promoter (<=1kb)	Snph (-)	pELS (CTCF-bound)@EM10E0713726, PLS (CTCF-bound)@EM10E0713727	
quadruplex	chr2:151670174-151670205	miR-423			Promoter (1-2kb)	Rad21l (-)	DNase-H3K4me3@EM10E0713731, DNase-H3K4me3@EM10E0713732	
quadruplex	chr2:151670622-151670657		miR-1249		Promoter (2-3kb)	Rad21l (-)	DNase-H3K4me3@EM10E0713732, DNase-H3K4me3@EM10E0713733, DNase-H3K4me3@EM10E0713734	
quadruplex	chr2:151702720-151702753	miR-615	miR-485		Promoter (<=1kb)	Tmem74b (+)	PLS (CTCF-bound)@EM10E0713740, pELS@EM10E0713741	
quadruplex	chr2:151781773-151781826		miR-150 (3), miR-483 (4)		Distal Intergenic	Gm14153 (-)		LTR@MURVY-LTR (-)
quadruplex	chr2:152082015-152082040	miR-874			Promoter (<=1kb)	Scrt2 (+)	pELS@EM10E0713881, pELS@EM10E0713882	
quadruplex	chr2:152082188-152082214	miR-125			Promoter (<=1kb)	Scrt2 (+)	pELS@EM10E0713881, pELS@EM10E0713882	
quadruplex	chr2:152093360-152093402	miR-744			Exon	Scrt2 (+)	dELS (CTCF-bound)@EM10E0713889, dELS@EM10E0713890, dELS@EM10E0713891	
quadruplex	chr2:152612321-152612374		miR-28/708 (2), miR-423		Intron	Gm14163 (+)		
quadruplex	chr2:152626913-152626936	miR-744			Promoter (<=1kb)	Rem1 (+)	PLS@EM10E0714072	
quadruplex	chr2:152735070-152735100	miR-24	miR-125		Promoter (1-2kb)	Id1 (+)	pELS@EM10E0714145, pELS (CTCF-bound)@EM10E0714146	
quadruplex	chr2:152739530-152739552		miR-423		Distal Intergenic	Id1 (+)	dELS@EM10E0714156	
quadruplex	chr2:152943512-152943533		miR-491		Promoter (1-2kb)	Dusp15 (-)	DNase-H3K4me3@EM10E0714297, DNase-H3K4me3 (CTCF-bound)@EM10E0714298	
quadruplex	chr2:153032084-153032108	miR-744			Promoter (<=1kb)	Xkr7 (+)	PLS@EM10E0714321, pELS (CTCF-bound)@EM10E0714322	
quadruplex	chr2:153038932-153038953	miR-532			Intron	Xkr7 (+)		
quadruplex	chr2:153039077-153039095	miR-532			Intron	Xkr7 (+)		LTR@MTC (+)
quadruplex	chr2:15304595-15304662	miR-328			Distal Intergenic	Gm13367 (+)		LINE@L1Md_F2 (-), LINE@L1Md_T (-)
quadruplex	chr2:153071504-153071529		miR-329/362, miR-365		Intron	Ccm2l (+)	DNase-H3K4me3 (CTCF-bound)@EM10E0714342	
quadruplex	chr2:153444516-153444542		miR-331		Promoter (<=1kb)	Nol4l (-)	pELS@EM10E0714512, PLS@EM10E0714513	
quadruplex	chr2:153444727-153444768	miR-185	miR-483 (2)		Promoter (<=1kb)	Nol4l (-)	PLS@EM10E0714513, pELS (CTCF-bound)@EM10E0714514	
quadruplex	chr2:153483541-153483569	miR-331			Promoter (<=1kb)	Nol4l (-)	dELS (CTCF-bound)@EM10E0714539	
quadruplex	chr2:153483595-153483615		miR-744		Promoter (<=1kb)	Nol4l (-)	dELS (CTCF-bound)@EM10E0714539	
quadruplex	chr2:153527916-153527942		miR-194		Promoter (2-3kb)	Nol4l (-)	dELS@EM10E0714576, pELS@EM10E0714577	
quadruplex	chr2:153528741-153528777	miR-744	miR-296		Promoter (1-2kb)	Nol4l (-)	pELS@EM10E0714578, pELS@EM10E0714579	LTR@RLTR20A4 (-)
quadruplex	chr2:153528917-153528952		miR-491		Promoter (1-2kb)	Nol4l (-)	pELS@EM10E0714578, pELS@EM10E0714579	LTR@RLTR20A4 (-)
quadruplex	chr2:153530101-153530129		miR-331		Promoter (<=1kb)	Nol4l (-)	PLS@EM10E0714581	
quadruplex	chr2:153530338-153530391		miR-744		Promoter (<=1kb)	Nol4l (-)	PLS@EM10E0714581, pELS (CTCF-bound)@EM10E0714582	
quadruplex	chr2:153560817-153560860		miR-493		Distal Intergenic	Nol4l (-)	dELS@EM10E0714599	
quadruplex	chr2:153942106-153942141	miR-34/449			Promoter (1-2kb)	Bpifb4 (+)		
quadruplex	chr2:153942157-153942192	miR-34/449			Promoter (1-2kb)	Bpifb4 (+)		
quadruplex	chr2:153956253-153956281	miR-491			Intron	Bpifb4 (+)		LINE@L2b (+)
quadruplex	chr2:15406873-15406916		miR-532		Distal Intergenic	Gm13365 (+)		LINE@L1Md_F2 (+)
quadruplex	chr2:154151778-154151845		miR-328		Distal Intergenic	Bpifa1 (+)		LINE@L1_Mus1 (+)
quadruplex	chr2:154407651-154407681	miR-874			Promoter (<=1kb)	Snta1 (-)	pELS (CTCF-bound)@EM10E0714760	
quadruplex	chr2:154549411-154549458	miR-128, miR-491	miR-125, miR-140, miR-873		Promoter (<=1kb)	1700003F12Rik (+)	pELS@EM10E0714830, pELS (CTCF-bound)@EM10E0714831	
quadruplex	chr2:155506265-155506302		miR-488		Promoter (<=1kb)	Ggt7 (-)		
quadruplex	chr2:155626015-155626039		miR-188		Intron	Myh7b (+)		
quadruplex	chr2:155628907-155628937	miR-330			Promoter (<=1kb)	Myh7b (+)		
quadruplex	chr2:155632760-155632787		miR-504		Promoter (<=1kb)	Myh7b (+)		
quadruplex	chr2:155775734-155775760	miR-744	miR-296		Promoter (<=1kb)	Mmp24 (+)	PLS@EM10E0715303, pELS@EM10E0715304	LINE@L3 (+)
quadruplex	chr2:156420354-156420399	miR-193	miR-133, miR-140, miR-331, miR-504		Promoter (<=1kb)	Epb41l1 (+)		
quadruplex	chr2:156420978-156421014	miR-744			Promoter (<=1kb)	Epb41l1 (+)	pELS@EM10E0715530, PLS (CTCF-bound)@EM10E0715531	
quadruplex	chr2:156613522-156613563	miR-296			Promoter (<=1kb)	Gm14169 (-)	PLS (CTCF-bound)@EM10E0715617, PLS@EM10E0715618	
quadruplex	chr2:156711198-156711224	miR-455	miR-491		Exon	Dlgap4 (+)		
quadruplex	chr2:156748566-156748589	miR-744			Exon	Dlgap4 (+)		
quadruplex	chr2:157079256-157079313		miR-744		Promoter (<=1kb)	Soga1 (-)	PLS (CTCF-bound)@EM10E0715878	
quadruplex	chr2:157424421-157424446		miR-744 (2)		Promoter (<=1kb)	Src (+)	PLS@EM10E0716044, pELS@EM10E0716045	
quadruplex	chr2:157424803-157424836		miR-485		Promoter (<=1kb)	Src (+)	pELS@EM10E0716045	
quadruplex	chr2:157503950-157503973		miR-491		Distal Intergenic	Gm14279 (-)		LTR@RMER12C (+)
quadruplex	chr2:157558479-157558500		miR-491		Promoter (1-2kb)	Blcap (-)	pELS (CTCF-bound)@EM10E0716159	
quadruplex	chr2:157560274-157560294		miR-532		Promoter (<=1kb)	Nnat (+)	PLS (CTCF-bound)@EM10E0716161, pELS@EM10E0716162	
quadruplex	chr2:157560448-157560473	miR-339			Promoter (<=1kb)	Nnat (+)	pELS@EM10E0716162	
quadruplex	chr2:157561422-157561451	miR-744 (2)			Promoter (<=1kb)	Nnat (+)	pELS@EM10E0716163	
quadruplex	chr2:158146400-158146440	miR-296, miR-744			Promoter (<=1kb)	Tgm2 (-)	PLS (CTCF-bound)@EM10E0716415	
quadruplex	chr2:158224018-158224041	miR-299	miR-129		Intron	D630003M21Rik (-)	dELS@EM10E0716471	
quadruplex	chr2:158251025-158251070		miR-133 (6)		Distal Intergenic	Bpi (+)		LTR@ORR1F (-)
quadruplex	chr2:160365625-160365650		miR-339, miR-378a		Promoter (1-2kb)	Mafb (-)	pELS@EM10E0716858, pELS@EM10E0716859	
quadruplex	chr2:160365659-160365688		miR-1249, miR-874		Promoter (1-2kb)	Mafb (-)	pELS@EM10E0716858, pELS@EM10E0716859	
quadruplex	chr2:160367491-160367524	miR-328			Promoter (<=1kb)	Mafb (-)	PLS (CTCF-bound)@EM10E0716863, pELS@EM10E0716864	
quadruplex	chr2:160367786-160367815	miR-329/362			Promoter (<=1kb)	Mafb (-)	pELS@EM10E0716864, pELS (CTCF-bound)@EM10E0716865	
quadruplex	chr2:161109344-161109372	miR-744			Promoter (<=1kb)	Gm45447 (+)	PLS@EM10E0717092	
quadruplex	chr2:161616319-161616398		miR-31		Intron	Gm29229 (-)		LTR@RMER17C (+), LTR@RMER17C (+)
quadruplex	chr2:161934481-161934506		miR-205		Intron	Ptprt (-)		LINE@Lx4A (+), LTR@MTD (+)
quadruplex	chr2:163918421-163918453	miR-193, miR-296, miR-331, miR-423	miR-296, miR-532	miR-296	Promoter (<=1kb)	Rims4 (-)	PLS@EM10E0717672, PLS@EM10E0717673	
quadruplex	chr2:163919048-163919079	miR-744			Promoter (<=1kb)	Rims4 (-)	PLS@EM10E0717673, pELS@EM10E0717674	
quadruplex	chr2:164404651-164404677	miR-491			Promoter (<=1kb)	Matn4 (-)	PLS@EM10E0717816	
quadruplex	chr2:164486501-164486524		miR-744		Promoter (<=1kb)	Dbndd2 (+)	PLS (CTCF-bound)@EM10E0717891, PLS@EM10E0717892	
quadruplex	chr2:164668067-164668130		miR-150 (3), miR-483 (3)		Promoter (2-3kb)	Wfdc11 (-)		LTR@MURVY-LTR (-)
quadruplex	chr2:164952751-164952787		miR-329/362		Promoter (1-2kb)	Mmp9 (+)	DNase-H3K4me3 (CTCF-bound)@EM10E0718123	
quadruplex	chr2:164961014-164961064	miR-744			Promoter (<=1kb)	Slc12a5 (+)	PLS@EM10E0718128, pELS@EM10E0718129	
quadruplex	chr2:164961076-164961112	miR-744			Promoter (<=1kb)	Slc12a5 (+)	PLS@EM10E0718128, pELS@EM10E0718129	
quadruplex	chr2:164969225-164969242	miR-744			Promoter (<=1kb)	Slc12a5 (+)		
quadruplex	chr2:164969460-164969494		miR-423		Promoter (1-2kb)	Slc12a5 (+)		
quadruplex	chr2:164997493-164997527		miR-330, miR-760		Promoter (<=1kb)	Slc12a5 (+)	DNase-H3K4me3@EM10E0718151, dELS@EM10E0718152	
quadruplex	chr2:164997566-164997600	miR-874			Promoter (<=1kb)	Slc12a5 (+)	DNase-H3K4me3@EM10E0718151, dELS@EM10E0718152	
quadruplex	chr2:164997759-164997786	miR-615	miR-491		Promoter (1-2kb)	Slc12a5 (+)	dELS@EM10E0718152, dELS@EM10E0718153	
quadruplex	chr2:165106168-165106205	miR-299			Distal Intergenic	1700025C18Rik (-)		
