Flipon	Coordinates	Gene Name	Gene Strand	Gene Feature
z-dna	chr16:78731334-78731352	4930403O18Rik	+	Distal Intergenic
z-dna	chr16:79195277-79195294	Tmprss15	-	Distal Intergenic
z-dna	chr16:79221088-79221103	Tmprss15	-	Distal Intergenic
z-dna	chr16:79224245-79224260	Tmprss15	-	Distal Intergenic
z-dna	chr16:79275877-79275890	Tmprss15	-	Distal Intergenic
z-dna	chr16:79962035-79962077	1700066C05Rik	+	Distal Intergenic
z-dna	chr16:79962079-79962097	1700066C05Rik	+	Distal Intergenic
z-dna	chr16:79962171-79962229	1700066C05Rik	+	Distal Intergenic
z-dna	chr16:80072155-80072172	Gm23083	+	Distal Intergenic
z-dna	chr16:80195126-80195139	Gm23083	+	Distal Intergenic
z-dna	chr16:80898448-80898466	Fkbp1a-ps3	+	Distal Intergenic
z-dna	chr16:81200585-81200602	Ncam2	+	Promoter (<=1kb)
z-dna	chr16:81200607-81200623	Ncam2	+	Promoter (<=1kb)
z-dna	chr16:81970738-81970752	Gm49560	-	Distal Intergenic
z-dna	chr16:82560807-82560827	Gm7559	+	Distal Intergenic
z-dna	chr16:82560987-82561015	Gm7559	+	Distal Intergenic
z-dna	chr16:82561089-82561118	Gm7559	+	Distal Intergenic
z-dna	chr16:82561151-82561197	Gm7559	+	Distal Intergenic
z-dna	chr16:82634957-82634970	Gm7559	+	Distal Intergenic
z-dna	chr16:82638956-82638973	Gm7559	+	Distal Intergenic
z-dna	chr16:82640501-82640515	Gm7559	+	Distal Intergenic
z-dna	chr16:83058159-83058185	Gm21833	+	Distal Intergenic
z-dna	chr16:83072636-83072649	Gm21833	+	Distal Intergenic
z-dna	chr16:83199801-83199822	Rpl21-ps5	-	Distal Intergenic
z-dna	chr16:83200038-83200054	Rpl21-ps5	-	Distal Intergenic
z-dna	chr16:83378217-83378247	Rpl21-ps5	-	Distal Intergenic
z-dna	chr16:83399346-83399361	Rpl21-ps5	-	Distal Intergenic
z-dna	chr16:83643243-83643272	Gm49561	+	Distal Intergenic
z-dna	chr16:83643279-83643300	Gm49561	+	Distal Intergenic
z-dna	chr16:83974131-83974181	Gm41481	-	Distal Intergenic
z-dna	chr16:84325647-84325665	Gm24508	+	Distal Intergenic
z-dna	chr16:84325673-84325691	Gm24508	+	Distal Intergenic
z-dna	chr16:84325862-84325892	Gm24508	+	Distal Intergenic
z-dna	chr16:84329839-84329889	Gm24508	+	Distal Intergenic
z-dna	chr16:84668401-84668419	4930551I23Rik	+	Distal Intergenic
z-dna	chr16:84774472-84774487	Jam2	+	Promoter (<=1kb)
z-dna	chr16:84884697-84884714	Gm49568	-	Distal Intergenic
z-dna	chr16:85173362-85173382	App	-	Promoter (<=1kb)
z-dna	chr16:85418944-85418994	Cyyr1	-	Distal Intergenic
z-dna	chr16:85484591-85484610	Cyyr1	-	Intron
z-dna	chr16:85510437-85510456	Cyyr1	-	Intron
z-dna	chr16:85802543-85802572	Adamts1	-	Promoter (<=1kb)
z-dna	chr16:85802874-85802889	Adamts1	-	Promoter (<=1kb)
z-dna	chr16:85803717-85803741	Adamts1	-	Promoter (<=1kb)
z-dna	chr16:85803868-85803908	Adamts1	-	Promoter (<=1kb)
z-dna	chr16:85809249-85809296	Adamts1	-	Distal Intergenic
z-dna	chr16:85845845-85845880	4930556C24Rik	+	Distal Intergenic
z-dna	chr16:85899773-85899788	Adamts5	-	Promoter (2-3kb)
z-dna	chr16:85900740-85900757	Adamts5	-	Promoter (1-2kb)
z-dna	chr16:86040946-86041002	Gm49570	+	Distal Intergenic
z-dna	chr16:86750094-86750118	Gm49572	+	Distal Intergenic
z-dna	chr16:86750160-86750240	Gm49572	+	Distal Intergenic
z-dna	chr16:86750568-86750600	Gm49572	+	Distal Intergenic
z-dna	chr16:86750611-86750654	Gm49572	+	Distal Intergenic
z-dna	chr16:86824604-86824646	Gm32624	+	Intron
z-dna	chr16:86846439-86846511	Gm25715	+	Promoter (<=1kb)
z-dna	chr16:86940862-86940879	Gm38477	-	Distal Intergenic
z-dna	chr16:87140580-87140593	Gm32865	-	Distal Intergenic
z-dna	chr16:87159738-87159788	Gm32865	-	Distal Intergenic
z-dna	chr16:87314222-87314288	N6amt1	+	Distal Intergenic
z-dna	chr16:87314300-87314341	N6amt1	+	Distal Intergenic
z-dna	chr16:87314431-87314450	N6amt1	+	Distal Intergenic
z-dna	chr16:87314471-87314491	N6amt1	+	Distal Intergenic
z-dna	chr16:87314495-87314515	N6amt1	+	Distal Intergenic
z-dna	chr16:87341954-87341985	N6amt1	+	Distal Intergenic
z-dna	chr16:87342010-87342040	N6amt1	+	Distal Intergenic
z-dna	chr16:87600302-87600354	Gm22808	-	Distal Intergenic
z-dna	chr16:87600366-87600390	Gm22808	-	Distal Intergenic
z-dna	chr16:87600393-87600426	Gm22808	-	Distal Intergenic
z-dna	chr16:87600428-87600514	Gm22808	-	Distal Intergenic
z-dna	chr16:87901110-87901125	Grik1	-	Intron
z-dna	chr16:87901129-87901148	Grik1	-	Intron
z-dna	chr16:87901252-87901267	Grik1	-	Intron
z-dna	chr16:87901426-87901446	Grik1	-	Intron
z-dna	chr16:87901462-87901477	Grik1	-	Intron
z-dna	chr16:87901519-87901546	Grik1	-	Intron
z-dna	chr16:87901608-87901622	Grik1	-	Intron
z-dna	chr16:87901658-87901673	Grik1	-	Intron
z-dna	chr16:87901687-87901702	Grik1	-	Intron
z-dna	chr16:87901717-87901753	Grik1	-	Intron
z-dna	chr16:87901842-87901859	Grik1	-	Intron
z-dna	chr16:87901899-87901914	Grik1	-	Intron
z-dna	chr16:88103196-88103281	Grik1	-	Intron
z-dna	chr16:88289477-88289490	Grik1	-	Promoter (<=1kb)
z-dna	chr16:88762949-88762975	2310034C09Rik	+	Distal Intergenic
z-dna	chr16:88967166-88967183	Krtap16-3	-	Distal Intergenic
z-dna	chr16:89037928-89038026	Gm10228	-	Distal Intergenic
z-dna	chr16:89062549-89062616	1110025L11Rik	-	Promoter (1-2kb)
z-dna	chr16:89062684-89062713	1110025L11Rik	-	Promoter (1-2kb)
z-dna	chr16:89062735-89062765	1110025L11Rik	-	Promoter (1-2kb)
z-dna	chr16:89062793-89062813	1110025L11Rik	-	Promoter (1-2kb)
z-dna	chr16:89312061-89312086	Krtap21-1	-	Distal Intergenic
z-dna	chr16:89312155-89312243	Krtap21-1	-	Distal Intergenic
z-dna	chr16:89676560-89676578	Gm17844	-	Distal Intergenic
z-dna	chr16:89885216-89885238	Tiam1	-	Intron
z-dna	chr16:90062155-90062172	Gm2805	+	Intron
z-dna	chr16:90143238-90143282	Tiam1	-	Promoter (<=1kb)
z-dna	chr16:90152530-90152554	Tiam1	-	Distal Intergenic
z-dna	chr16:90152581-90152618	Tiam1	-	Distal Intergenic
z-dna	chr16:90385774-90385804	Hunk	+	Promoter (<=1kb)
z-dna	chr16:90385889-90385904	Hunk	+	Promoter (<=1kb)
z-dna	chr16:90386219-90386232	Hunk	+	Promoter (<=1kb)
z-dna	chr16:90386301-90386318	Hunk	+	Promoter (<=1kb)
z-dna	chr16:90386620-90386635	Hunk	+	Promoter (<=1kb)
z-dna	chr16:90386724-90386739	Hunk	+	Promoter (<=1kb)
z-dna	chr16:90524429-90524465	Gm36001	-	Distal Intergenic
z-dna	chr16:90690072-90690158	Gm36169	-	Distal Intergenic
z-dna	chr16:90831242-90831270	Eva1c	+	Promoter (<=1kb)
z-dna	chr16:90971846-90971909	Synj1	-	Promoter (2-3kb)
z-dna	chr16:91073618-91073635	4932438H23Rik	-	Intron
z-dna	chr16:91080776-91080814	4932438H23Rik	-	Intron
z-dna	chr16:91171571-91171606	Gm49613	-	Distal Intergenic
z-dna	chr16:91171661-91171682	Gm49613	-	Distal Intergenic
z-dna	chr16:91171706-91171734	Gm49613	-	Distal Intergenic
z-dna	chr16:91171736-91171764	Gm49613	-	Distal Intergenic
z-dna	chr16:91171805-91171873	Gm49613	-	Distal Intergenic
z-dna	chr16:91219916-91219931	Gm49614	-	Promoter (2-3kb)
z-dna	chr16:91225335-91225348	Olig2	+	Promoter (<=1kb)
z-dna	chr16:91226753-91226768	Olig2	+	Promoter (1-2kb)
z-dna	chr16:91226805-91226822	Olig2	+	Promoter (1-2kb)
z-dna	chr16:91227005-91227018	Olig2	+	Promoter (1-2kb)
z-dna	chr16:91227020-91227039	Olig2	+	Promoter (1-2kb)
z-dna	chr16:91227635-91227648	Olig2	+	Promoter (2-3kb)
z-dna	chr16:91270050-91270068	Olig1	+	Promoter (<=1kb)
z-dna	chr16:91270354-91270372	Olig1	+	Promoter (<=1kb)
z-dna	chr16:91270704-91270720	Olig1	+	Promoter (<=1kb)
z-dna	chr16:91271295-91271311	Olig1	+	Promoter (1-2kb)
z-dna	chr16:91271710-91271736	Olig1	+	Promoter (1-2kb)
z-dna	chr16:91345564-91345581	Gm24695	-	Distal Intergenic
z-dna	chr16:91534449-91534485	Gm7860	-	Distal Intergenic
z-dna	chr16:91535866-91535934	Gm7860	-	Distal Intergenic
z-dna	chr16:91729940-91729959	Itsn1	+	Promoter (<=1kb)
z-dna	chr16:91730100-91730119	Itsn1	+	Promoter (<=1kb)
z-dna	chr16:91730137-91730156	Itsn1	+	Promoter (<=1kb)
z-dna	chr16:91798534-91798620	Itsn1	+	Intron
z-dna	chr16:91986719-91986761	Gm18020	-	Distal Intergenic
z-dna	chr16:91986837-91986859	Gm18020	-	Distal Intergenic
z-dna	chr16:92058815-92058831	Mrps6	+	Promoter (<=1kb)
z-dna	chr16:92141305-92141379	Gm41495	+	Intron
z-dna	chr16:92295746-92295795	Kcne2	+	Promoter (<=1kb)
z-dna	chr16:92323952-92323968	Fam243	-	Promoter (2-3kb)
z-dna	chr16:92323978-92324004	Fam243	-	Promoter (2-3kb)
z-dna	chr16:92342317-92342333	Smim34	-	Distal Intergenic
z-dna	chr16:92498673-92498699	Clic6	+	Promoter (<=1kb)
z-dna	chr16:92605812-92605825	Gm26626	+	Exon
z-dna	chr16:92606045-92606062	Gm26626	+	Exon
z-dna	chr16:93004909-93004944	Gm28003	+	Distal Intergenic
z-dna	chr16:93066642-93066660	Gm28003	+	Distal Intergenic
z-dna	chr16:93374268-93374294	Mir802	+	Distal Intergenic
z-dna	chr16:93374328-93374347	Mir802	+	Distal Intergenic
z-dna	chr16:93374441-93374456	Mir802	+	Distal Intergenic
z-dna	chr16:93374523-93374548	Mir802	+	Distal Intergenic
z-dna	chr16:93374631-93374649	Mir802	+	Distal Intergenic
z-dna	chr16:93408578-93408596	1700029J03Rik	-	Intron
z-dna	chr16:93489686-93489699	Gm30695	-	Promoter (2-3kb)
z-dna	chr16:93489797-93489810	Gm30695	-	Promoter (2-3kb)
z-dna	chr16:93489834-93489847	Gm30695	-	Promoter (2-3kb)
z-dna	chr16:93500815-93500834	Gm30695	-	Distal Intergenic
z-dna	chr16:93500836-93500857	Gm30695	-	Distal Intergenic
z-dna	chr16:93500859-93500881	Gm30695	-	Distal Intergenic
z-dna	chr16:93500921-93500939	Gm30695	-	Distal Intergenic
z-dna	chr16:93500941-93500962	Gm30695	-	Distal Intergenic
z-dna	chr16:93500964-93500984	Gm30695	-	Distal Intergenic
z-dna	chr16:93501000-93501021	Gm30695	-	Distal Intergenic
z-dna	chr16:93501023-93501044	Gm30695	-	Distal Intergenic
z-dna	chr16:93580022-93580083	Setd4	-	Distal Intergenic
z-dna	chr16:93580100-93580181	Setd4	-	Distal Intergenic
z-dna	chr16:93580186-93580213	Setd4	-	Distal Intergenic
z-dna	chr16:93580227-93580271	Setd4	-	Distal Intergenic
z-dna	chr16:93683759-93683780	Cbr3	+	Promoter (<=1kb)
z-dna	chr16:93919636-93919651	Cldn14	-	Exon
z-dna	chr16:93919661-93919678	Cldn14	-	Exon
z-dna	chr16:93984482-93984504	Gm49618	-	Promoter (1-2kb)
z-dna	chr16:94079251-94079270	Gm49620	-	Distal Intergenic
z-dna	chr16:94083630-94083645	Gm49620	-	Promoter (<=1kb)
z-dna	chr16:94084692-94084715	Sim2	+	Promoter (<=1kb)
z-dna	chr16:94084857-94084875	Sim2	+	Promoter (<=1kb)
z-dna	chr16:94085076-94085095	Sim2	+	Promoter (<=1kb)
z-dna	chr16:94085965-94085981	Sim2	+	Promoter (1-2kb)
z-dna	chr16:94086052-94086069	Sim2	+	Promoter (1-2kb)
z-dna	chr16:94095059-94095083	Sim2	+	Intron
z-dna	chr16:94125208-94125223	Sim2	+	Promoter (<=1kb)
z-dna	chr16:94125291-94125304	Sim2	+	Promoter (<=1kb)
z-dna	chr16:94125504-94125523	Sim2	+	Promoter (<=1kb)
z-dna	chr16:94186049-94186064	Hlcs	-	Intron
z-dna	chr16:94328581-94328594	Ripply3	+	Promoter (<=1kb)
z-dna	chr16:94371309-94371327	Pigp	-	Promoter (<=1kb)
z-dna	chr16:94371330-94371359	Pigp	-	Promoter (<=1kb)
z-dna	chr16:94371376-94371400	Pigp	-	Promoter (<=1kb)
z-dna	chr16:94371435-94371453	Pigp	-	Promoter (<=1kb)
z-dna	chr16:94371461-94371481	Pigp	-	Promoter (<=1kb)
z-dna	chr16:94371486-94371506	Pigp	-	Promoter (<=1kb)
z-dna	chr16:94481748-94481763	Gm31323	+	Distal Intergenic
z-dna	chr16:94950196-94950210	Kcnj6	-	Intron
z-dna	chr16:94984835-94984859	Kcnj6	-	Intron
z-dna	chr16:94984861-94984882	Kcnj6	-	Intron
z-dna	chr16:94984911-94984984	Kcnj6	-	Intron
z-dna	chr16:94997530-94997550	Kcnj6	-	Promoter (<=1kb)
z-dna	chr16:95041681-95041699	Kcnj6	-	Distal Intergenic
z-dna	chr16:95041702-95041726	Kcnj6	-	Distal Intergenic
z-dna	chr16:95134657-95134702	Gm49641	+	Distal Intergenic
z-dna	chr16:95157555-95157596	Gm49642	-	Distal Intergenic
z-dna	chr16:95346689-95346706	Gm31641	-	Intron
z-dna	chr16:95346827-95346843	Gm31641	-	Intron
z-dna	chr16:95346926-95346941	Gm31641	-	Intron
z-dna	chr16:95354901-95354960	Gm31641	-	Promoter (<=1kb)
z-dna	chr16:95354986-95355016	Gm31641	-	Promoter (<=1kb)
z-dna	chr16:95355093-95355110	Gm31641	-	Promoter (<=1kb)
z-dna	chr16:95585490-95585536	Erg	-	Promoter (1-2kb)
z-dna	chr16:95585713-95585735	Erg	-	Promoter (<=1kb)
z-dna	chr16:95585767-95585782	Erg	-	Promoter (<=1kb)
z-dna	chr16:95904266-95904289	Gm15340	+	Intron
z-dna	chr16:95904338-95904357	Gm15340	+	Intron
z-dna	chr16:95904423-95904457	Gm15340	+	Intron
z-dna	chr16:95904507-95904532	Gm15340	+	Intron
z-dna	chr16:95904537-95904559	Gm15340	+	Intron
z-dna	chr16:95904574-95904603	Gm15340	+	Intron
z-dna	chr16:96081775-96081796	Brwd1	-	Promoter (<=1kb)
z-dna	chr16:96114092-96114107	Hmgn1	-	Intron
z-dna	chr16:96114111-96114126	Hmgn1	-	Intron
z-dna	chr16:96114171-96114187	Hmgn1	-	Intron
z-dna	chr16:96114191-96114206	Hmgn1	-	Intron
z-dna	chr16:96191823-96191836	Lca5l	-	Promoter (<=1kb)
z-dna	chr16:96191980-96191993	Lca5l	-	Promoter (<=1kb)
z-dna	chr16:96206914-96206929	Sh3bgr	+	Promoter (<=1kb)
z-dna	chr16:96206931-96206951	Sh3bgr	+	Promoter (<=1kb)
z-dna	chr16:96206962-96206998	Sh3bgr	+	Promoter (<=1kb)
z-dna	chr16:96214527-96214560	Sh3bgr	+	Intron
z-dna	chr16:96305260-96305285	B3galt5	+	Intron
z-dna	chr16:96327373-96327389	Igsf5	+	Distal Intergenic
z-dna	chr16:96346940-96346968	Igsf5	+	Distal Intergenic
z-dna	chr16:96346970-96346996	Igsf5	+	Distal Intergenic
z-dna	chr16:96347056-96347075	Igsf5	+	Distal Intergenic
z-dna	chr16:96347148-96347166	Igsf5	+	Distal Intergenic
z-dna	chr16:96347170-96347186	Igsf5	+	Distal Intergenic
z-dna	chr16:96347310-96347336	Igsf5	+	Distal Intergenic
z-dna	chr16:96347359-96347391	Igsf5	+	Distal Intergenic
z-dna	chr16:96461523-96461570	Pcp4	+	Intron
z-dna	chr16:96461615-96461633	Pcp4	+	Intron
z-dna	chr16:96579227-96579269	Dscam	-	Distal Intergenic
z-dna	chr16:96581423-96581438	Dscam	-	Distal Intergenic
z-dna	chr16:96706012-96706027	Gm32509	+	Intron
z-dna	chr16:96706059-96706093	Gm32509	+	Intron
z-dna	chr16:96706098-96706119	Gm32509	+	Intron
z-dna	chr16:96706135-96706167	Gm32509	+	Intron
z-dna	chr16:96809173-96809194	Gm32509	+	Intron
z-dna	chr16:96942129-96942142	Gm32432	+	Intron
z-dna	chr16:97170098-97170113	Dscam	-	Promoter (<=1kb)
z-dna	chr16:97170445-97170464	Dscam	-	Promoter (<=1kb)
z-dna	chr16:97170543-97170561	Dscam	-	Promoter (<=1kb)
z-dna	chr16:97170565-97170580	Dscam	-	Promoter (<=1kb)
z-dna	chr16:97170658-97170674	Dscam	-	Promoter (<=1kb)
z-dna	chr16:97170744-97170761	Dscam	-	Promoter (<=1kb)
z-dna	chr16:97356285-97356298	Bace2	+	Promoter (<=1kb)
z-dna	chr16:97610391-97610404	Tmprss2	-	Promoter (<=1kb)
z-dna	chr16:97647157-97647174	Tmprss2	-	Distal Intergenic
z-dna	chr16:97748087-97748101	Ripk4	-	Exon
z-dna	chr16:97763707-97763722	Ripk4	-	Promoter (<=1kb)
z-dna	chr16:97816846-97816884	Prdm15	-	Exon
z-dna	chr16:98095973-98095986	A630089N07Rik	-	Distal Intergenic
z-dna	chr17:3327009-3327032	Tiam2	+	Promoter (<=1kb)
z-dna	chr17:3755556-3755626	Nox3	-	Distal Intergenic
z-dna	chr17:4028080-4028110	4930470H14Rik	-	Distal Intergenic
z-dna	chr17:4028162-4028180	4930470H14Rik	-	Distal Intergenic
z-dna	chr17:4377009-4377055	4930548J01Rik	-	Distal Intergenic
z-dna	chr17:4377067-4377090	4930548J01Rik	-	Distal Intergenic
z-dna	chr17:4377392-4377428	4930548J01Rik	-	Distal Intergenic
z-dna	chr17:4377490-4377515	4930548J01Rik	-	Distal Intergenic
z-dna	chr17:4484752-4484772	4930517M08Rik	+	Distal Intergenic
z-dna	chr17:4683384-4683397	Gm23186	+	Distal Intergenic
z-dna	chr17:4777383-4777441	Gm49780	-	Distal Intergenic
z-dna	chr17:4777621-4777681	Gm49780	-	Distal Intergenic
z-dna	chr17:4777697-4777718	Gm49780	-	Distal Intergenic
z-dna	chr17:4820297-4820344	Gm49780	-	Distal Intergenic
z-dna	chr17:5359967-5359981	Gm29050	+	Distal Intergenic
z-dna	chr17:5391917-5391942	Gm29050	+	Intron
z-dna	chr17:5391998-5392025	Gm29050	+	Intron
z-dna	chr17:5392034-5392061	Gm29050	+	Intron
z-dna	chr17:5493412-5493429	Zdhhc14	+	Promoter (<=1kb)
z-dna	chr17:5546599-5546614	Zdhhc14	+	Intron
z-dna	chr17:5609539-5609567	Zdhhc14	+	Intron
z-dna	chr17:5610573-5610601	Zdhhc14	+	Intron
z-dna	chr17:5610619-5610636	Zdhhc14	+	Intron
z-dna	chr17:5807131-5807148	3300005D01Rik	+	Distal Intergenic
z-dna	chr17:5835359-5835396	Gm26622	+	Promoter (2-3kb)
z-dna	chr17:5940608-5940655	Synj2	+	Promoter (<=1kb)
z-dna	chr17:5962895-5962911	Synj2	+	Intron
z-dna	chr17:6257161-6257179	Tmem181a	+	Promoter (<=1kb)
z-dna	chr17:6270439-6270460	Tmem181a	+	Promoter (<=1kb)
z-dna	chr17:6270842-6270855	Tmem181a	+	Promoter (<=1kb)
z-dna	chr17:6346676-6346693	Gm49693	-	Intron
z-dna	chr17:6490149-6490166	Tmem181b-ps	-	Distal Intergenic
z-dna	chr17:6492748-6492763	Tmem181b-ps	-	Distal Intergenic
z-dna	chr17:6809388-6809401	4933426B08Rik	+	Promoter (<=1kb)
z-dna	chr17:7170246-7170273	Rps6ka2	+	Promoter (<=1kb)
z-dna	chr17:7181663-7181683	Rps6ka2	+	Intron
z-dna	chr17:7671002-7671030	Gm49632	+	Distal Intergenic
z-dna	chr17:7671068-7671084	Gm49632	+	Distal Intergenic
z-dna	chr17:7671262-7671280	Gm49632	+	Distal Intergenic
z-dna	chr17:7706002-7706018	Gm25872	+	Promoter (1-2kb)
z-dna	chr17:7771529-7771544	Fndc1	-	Exon
z-dna	chr17:7772163-7772179	Fndc1	-	Exon
z-dna	chr17:7826907-7826926	Fndc1	-	Promoter (<=1kb)
z-dna	chr17:7827001-7827020	Fndc1	-	Promoter (<=1kb)
z-dna	chr17:7827349-7827369	Fndc1	-	Promoter (<=1kb)
z-dna	chr17:7956218-7956235	Rsph3a	+	Intron
z-dna	chr17:7956243-7956260	Rsph3a	+	Intron
z-dna	chr17:8260805-8260822	Ccr6	+	Distal Intergenic
z-dna	chr17:8340653-8340670	Prr18	+	Promoter (<=1kb)
z-dna	chr17:8340957-8340973	Prr18	+	Promoter (<=1kb)
z-dna	chr17:8341299-8341316	Prr18	+	Promoter (<=1kb)
z-dna	chr17:8341834-8341849	Prr18	+	Promoter (1-2kb)
z-dna	chr17:8350212-8350231	T2	+	Intron
z-dna	chr17:8389186-8389201	Gm5491	-	Intron
z-dna	chr17:8402861-8402874	T2	+	Intron
z-dna	chr17:8433504-8433522	T	+	Promoter (<=1kb)
z-dna	chr17:8433855-8433872	T	+	Promoter (<=1kb)
z-dna	chr17:8434089-8434102	T	+	Promoter (<=1kb)
z-dna	chr17:8508524-8508539	Pde10a	+	Distal Intergenic
z-dna	chr17:8513581-8513637	Pde10a	+	Distal Intergenic
z-dna	chr17:8513639-8513667	Pde10a	+	Distal Intergenic
z-dna	chr17:8525316-8525407	Pde10a	+	Promoter (<=1kb)
z-dna	chr17:8552072-8552090	Gm17087	-	Intron
z-dna	chr17:8615740-8615753	Gm15425	-	Intron
z-dna	chr17:8800762-8800779	Pde10a	+	Promoter (<=1kb)
z-dna	chr17:8800933-8800948	Pde10a	+	Promoter (<=1kb)
z-dna	chr17:8801919-8801938	Pde10a	+	Promoter (<=1kb)
z-dna	chr17:8802266-8802281	Pde10a	+	Promoter (<=1kb)
z-dna	chr17:8853023-8853057	Pde10a	+	Intron
z-dna	chr17:8853407-8853425	Pde10a	+	Intron
z-dna	chr17:9097911-9097926	Gm29711	+	Distal Intergenic
z-dna	chr17:9188949-9188962	C87487	+	Promoter (<=1kb)
z-dna	chr17:9289296-9289311	Gm8492	-	Distal Intergenic
z-dna	chr17:9289317-9289351	Gm8492	-	Distal Intergenic
z-dna	chr17:9289379-9289404	Gm8492	-	Distal Intergenic
z-dna	chr17:9426297-9426315	Gm17748	-	Distal Intergenic
z-dna	chr17:9768164-9768181	4930452A19Rik	-	Intron
z-dna	chr17:9768280-9768321	4930452A19Rik	-	Intron
z-dna	chr17:9928851-9928913	Gm34799	-	Promoter (<=1kb)
z-dna	chr17:9928934-9929019	Gm34799	-	Promoter (<=1kb)
z-dna	chr17:9929039-9929115	Gm34799	-	Promoter (<=1kb)
z-dna	chr17:9939123-9939138	Gm49809	+	Distal Intergenic
z-dna	chr17:10365601-10365619	1700110C19Rik	+	Distal Intergenic
z-dna	chr17:10389558-10389642	1700110C19Rik	+	Distal Intergenic
z-dna	chr17:10389834-10389849	1700110C19Rik	+	Distal Intergenic
z-dna	chr17:10524984-10525005	Gm16168	+	Intron
z-dna	chr17:10525248-10525263	Gm16168	+	Intron
z-dna	chr17:11008847-11008864	Prkn	+	Intron
z-dna	chr17:11009011-11009027	Prkn	+	Intron
z-dna	chr17:11117938-11118007	Gm28505	-	Intron
z-dna	chr17:11161152-11161193	Gm28505	-	Intron
z-dna	chr17:11216898-11216942	Gm37402	+	Intron
z-dna	chr17:11216958-11216996	Gm37402	+	Intron
z-dna	chr17:11217094-11217166	Gm37402	+	Intron
z-dna	chr17:11248350-11248395	Gm37402	+	Promoter (<=1kb)
z-dna	chr17:11248409-11248439	Gm37402	+	Promoter (<=1kb)
z-dna	chr17:11248448-11248479	Gm37402	+	Promoter (<=1kb)
z-dna	chr17:11248482-11248513	Gm37402	+	Promoter (<=1kb)
z-dna	chr17:11248516-11248534	Gm37402	+	Promoter (<=1kb)
z-dna	chr17:11791898-11791964	Prkn	+	Intron
z-dna	chr17:12001991-12002005	Prkn	+	Intron
z-dna	chr17:12076129-12076144	Agpat4	+	Distal Intergenic
z-dna	chr17:12202929-12202950	Agpat4	+	Intron
z-dna	chr17:12242939-12242952	Map3k4	-	Intron
z-dna	chr17:12252281-12252298	Map3k4	-	Intron
z-dna	chr17:12283768-12283782	Gm49962	+	Intron
z-dna	chr17:12356504-12356519	Gm6618	+	Promoter (<=1kb)
z-dna	chr17:12507155-12507172	Slc22a3	-	Promoter (<=1kb)
z-dna	chr17:12507374-12507387	Slc22a3	-	Promoter (<=1kb)
z-dna	chr17:12507484-12507505	Slc22a3	-	Promoter (<=1kb)
z-dna	chr17:12598132-12598160	Slc22a2	+	Intron
z-dna	chr17:12598327-12598342	Slc22a2	+	Intron
z-dna	chr17:12598386-12598402	Slc22a2	+	Intron
z-dna	chr17:12742042-12742055	Airn	+	Promoter (<=1kb)
z-dna	chr17:13186876-13186891	Gm49898	+	Distal Intergenic
z-dna	chr17:13220968-13221004	Smok2a	+	Promoter (<=1kb)
z-dna	chr17:13221154-13221171	Smok2a	+	Promoter (<=1kb)
z-dna	chr17:13221183-13221197	Smok2a	+	Promoter (<=1kb)
z-dna	chr17:13238508-13238523	Smok2b	+	Distal Intergenic
z-dna	chr17:13529746-13529761	Smok4a	+	Intron
z-dna	chr17:13760406-13760436	Tcte2	-	Promoter (<=1kb)
z-dna	chr17:13760452-13760504	Afdn	+	Promoter (<=1kb)
z-dna	chr17:13760813-13760837	Afdn	+	Promoter (<=1kb)
z-dna	chr17:13761078-13761101	Tcte2	-	Promoter (<=1kb)
z-dna	chr17:13761183-13761200	Tcte2	-	Promoter (<=1kb)
z-dna	chr17:13761464-13761482	Tcte2	-	Promoter (<=1kb)
z-dna	chr17:13986643-13986667	Gm7356	-	Distal Intergenic
z-dna	chr17:14010718-14010746	Gm7356	-	Distal Intergenic
z-dna	chr17:14021556-14021573	Gm7356	-	Distal Intergenic
z-dna	chr17:14203364-14203380	Gm34510	+	Promoter (<=1kb)
z-dna	chr17:14203597-14203615	Gm34510	+	Promoter (<=1kb)
z-dna	chr17:14203667-14203684	Gm34510	+	Promoter (<=1kb)
z-dna	chr17:14203748-14203763	Gm34510	+	Promoter (<=1kb)
z-dna	chr17:14229469-14229484	Gm34567	+	Distal Intergenic
z-dna	chr17:14229503-14229551	Gm34567	+	Distal Intergenic
z-dna	chr17:14279418-14279434	Smoc2	+	Promoter (<=1kb)
z-dna	chr17:14279624-14279645	Smoc2	+	Promoter (<=1kb)
z-dna	chr17:14279767-14279782	Smoc2	+	Promoter (<=1kb)
z-dna	chr17:14279927-14279942	Smoc2	+	Promoter (<=1kb)
z-dna	chr17:14280472-14280504	Smoc2	+	Promoter (<=1kb)
z-dna	chr17:14280681-14280694	Smoc2	+	Promoter (1-2kb)
z-dna	chr17:14445303-14445357	Gm38551	+	Distal Intergenic
z-dna	chr17:14445361-14445407	Gm38551	+	Distal Intergenic
z-dna	chr17:14445421-14445447	Gm38551	+	Distal Intergenic
z-dna	chr17:14445511-14445533	Gm38551	+	Distal Intergenic
z-dna	chr17:14713619-14713645	Gm3222	+	Distal Intergenic
z-dna	chr17:14713753-14713768	Gm3222	+	Distal Intergenic
z-dna	chr17:14713829-14713857	Gm3222	+	Distal Intergenic
z-dna	chr17:14713883-14713912	Gm3222	+	Distal Intergenic
z-dna	chr17:14961341-14961360	Phf10	-	Promoter (<=1kb)
