Flipon	Coordinates	LINE/LTR (+-200bp)
z-dna	chrX:16148865-16148884	LTR@IAPEY2_LTR(-)
z-dna	chrX:18310149-18310162	LTR@RLTR10A(-), LTR@RMER16-int(-)
z-dna	chrX:18530319-18530369	LINE@L1Md_F2(-), LINE@L1Md_F2(-)
z-dna	chrX:18667418-18667462	LINE@L1Md_F2(-), LINE@L1Md_F2(-), LINE@L1Md_F2(-)
z-dna	chrX:22116021-22116036	LTR@MTA_Mm-int(-)
z-dna	chrX:23083993-23084007	LTR@MTB_Mm(+), LTR@IAPLTR2b(+)
z-dna	chrX:24486465-24486483	LTR@MMERVK10C-int(-), LTR@RLTR10B(-)
z-dna	chrX:25347594-25347611	LTR@RLTR10(+), LTR@RLTR10-int(+)
z-dna	chrX:32147821-32147836	LTR@IAPLTR1a_Mm(-), LTR@MMERVK9C_I-int(-)
z-dna	chrX:32192447-32192460	LTR@RLTR13A(+), LTR@RLTR10(+)
z-dna	chrX:32194293-32194308	LTR@RLTR10-int(+)
z-dna	chrX:32194332-32194357	LTR@RLTR10-int(+)
z-dna	chrX:32195044-32195057	LTR@RLTR10(+), LTR@RLTR10-int(+)
z-dna	chrX:32320859-32320876	LTR@IAPEz-int(-)
z-dna	chrX:32322348-32322363	LTR@IAPLTR2a(-)
z-dna	chrX:37036838-37036851	LTR@RLTR10D(-)
z-dna	chrX:37978451-37978471	LTR@ERVB7_4-LTR_MM(-)
z-dna	chrX:38821875-38821888	LTR@RLTR10D(-)
z-dna	chrX:39127476-39127490	LTR@IAPEz-int(+), LTR@IAPLTR2a(+), LINE@L1Md_A(-)
z-dna	chrX:39139088-39139103	LTR@MTA_Mm-int(-)
z-dna	chrX:40299487-40299505	LINE@Lx8b(-), LTR@RLTR10(-)
z-dna	chrX:40694637-40694654	LTR@RLTR10(+), LINE@Lx5(+)
z-dna	chrX:40984382-40984400	LINE@L1Md_F2(+), LTR@IAPLTR2a2_Mm(-)
z-dna	chrX:41029060-41029077	LINE@Lx2A(+), LTR@RLTR10(-)
z-dna	chrX:41293118-41293131	LTR@RLTR10(-), LINE@Lx10(-)
z-dna	chrX:44436634-44436650	LINE@L1Md_A(+)
z-dna	chrX:45568190-45568205	LTR@IAPLTR2a(-), LINE@Lx2B(+)
z-dna	chrX:45987702-45987715	LTR@RLTR10D(-)
z-dna	chrX:46384410-46384424	LINE@L1Md_F2(-), LTR@IAPLTR2b(+)
z-dna	chrX:46854047-46854062	LTR@IAPLTR2b(-)
z-dna	chrX:47418226-47418241	LINE@L2a(-), LTR@IAPLTR2a2_Mm(+)
z-dna	chrX:49124103-49124170	LINE@L1MA4(+)
z-dna	chrX:50565543-50565560	LTR@IAPEY3C_LTR(+)
z-dna	chrX:53831857-53831870	LINE@L1_Mus1(-)
z-dna	chrX:53934707-53934727	LTR@RLTR10B2(+), LTR@IAPEY3-int(+)
z-dna	chrX:56273672-56273687	LINE@Lx(-)
z-dna	chrX:56443510-56443525	LINE@Lx6(-), LTR@RLTR10D(+)
z-dna	chrX:58220047-58220062	LTR@IAPLTR1a_Mm(-), LINE@Lx2(+)
z-dna	chrX:58552097-58552116	LTR@RLTR27(-), LTR@RLTR10-int(-), LTR@RLTR10C(-)
z-dna	chrX:58642153-58642166	LINE@L1VL2(-), LTR@RLTR10(+)
z-dna	chrX:60471780-60471815	LTR@ORR1B1(+), LTR@MTB_Mm(+)
z-dna	chrX:60503078-60503166	LTR@ORR1A2(-), LTR@MTD(-)
z-dna	chrX:61062550-61062563	LTR@RLTR10A(-), LTR@RLTR10A(-), LINE@L1_Mus4(+)
z-dna	chrX:61066734-61066749	LTR@IAPEY3C_LTR(-), LTR@IAPEY3-int(-)
z-dna	chrX:61068851-61068866	LTR@IAPEY3C_LTR(-), LINE@Lx5c(+)
z-dna	chrX:61523694-61523710	LTR@RLTR10(-)
z-dna	chrX:61566782-61566801	LTR@RLTR10(+), LINE@L1Md_F2(-)
z-dna	chrX:61908628-61908645	LTR@IAPEY3C_LTR(+), LTR@MMERVK10C-int(+)
z-dna	chrX:63366396-63366411	LTR@RLTR1B-int(-)
z-dna	chrX:63366494-63366514	LTR@RLTR1B-int(-), LTR@RLTR1B-int(-)
z-dna	chrX:64827089-64827109	LTR@IAPEY2_LTR(+)
z-dna	chrX:64900597-64900612	LTR@MTA_Mm-int(-)
z-dna	chrX:65196417-65196435	LTR@RLTR10-int(-), LTR@RLTR10(-)
z-dna	chrX:65852438-65852460	LINE@L1MC4a(+)
z-dna	chrX:65852462-65852493	LINE@L1MC4a(+)
z-dna	chrX:66371311-66371328	LTR@RLTR10F(-), LINE@L1Md_F2(-)
z-dna	chrX:66949579-66949594	LTR@RLTR10-int(-), LTR@RLTR10(-)
z-dna	chrX:67495459-67495472	LTR@MERVL_2A-int(+)
z-dna	chrX:68967632-68967649	LINE@L1Md_F2(-), LTR@RLTR10(-)
z-dna	chrX:69129948-69129966	LINE@L1Md_F2(-), LTR@RLTR10(-)
z-dna	chrX:69988822-69988835	LTR@RLTR10-int(+), LTR@RLTR10A(+)
z-dna	chrX:70624933-70624950	LINE@HAL1(-), LTR@RLTR10C(-)
z-dna	chrX:71174155-71174171	LTR@MTC(-), LTR@IAPEY2_LTR(+)
z-dna	chrX:71361882-71361922	LTR@RLTR21(+), LINE@Lx8(+), LTR@ORR1A2(+)
z-dna	chrX:71970668-71970689	LTR@RLTR20C1_MM(+), LTR@RLTR20C1_MM(+)
z-dna	chrX:71970754-71970773	LTR@RLTR20C1_MM(+), LTR@RLTR20C1_MM(+)
z-dna	chrX:71970822-71970858	LTR@RLTR20C1_MM(+), LTR@RLTR20C1_MM(+)
z-dna	chrX:72541005-72541018	LTR@RMER21B(+), LTR@RLTR10A(+)
z-dna	chrX:72775351-72775401	LINE@Lx9(+)
z-dna	chrX:72864196-72864213	LTR@RLTR10(+), LTR@RLTR10-int(+)
z-dna	chrX:72878964-72878979	LTR@IAPLTR1a_Mm(-), LTR@MTC(+)
z-dna	chrX:73011433-73011448	LTR@ORR1A2(-)
z-dna	chrX:74556359-74556379	LTR@IAPEY4_I-int(+), LTR@IAPEY2_LTR(+)
z-dna	chrX:74855815-74855830	LTR@IAPLTR3(+)
z-dna	chrX:77942781-77942802	LTR@IAPLTR2a2_Mm(-)
z-dna	chrX:79051190-79051208	LINE@L1Md_F(+), LTR@RLTR10F(+)
z-dna	chrX:79180546-79180559	LTR@MMERVK10D3_LTR(-), LTR@RLTR1B-int(-)
z-dna	chrX:79242511-79242527	LTR@IAPLTR2a2_Mm(-), LINE@L1_Mus2(+)
z-dna	chrX:81485547-81485562	LTR@MT2_Mm(+), LINE@Lx(-)
z-dna	chrX:81537289-81537302	LTR@RLTR10(+)
z-dna	chrX:81721564-81721578	LINE@Lx2(-), LTR@IAPLTR2b(+)
z-dna	chrX:81932843-81932863	LTR@RMER17D2(+), LTR@RMER17D2(+), LTR@RMER17D2(+)
z-dna	chrX:81932982-81933017	LTR@RMER17D2(+), LTR@RMER17D2(+), LTR@RMER17D2(+)
z-dna	chrX:82159978-82159994	LTR@RLTR10-int(-), LTR@RLTR10(-)
z-dna	chrX:82422751-82422765	LTR@RLTR10-int(-), LTR@IAPEY3C_LTR(+)
z-dna	chrX:83831852-83831909	LTR@ORR1C1(-)
z-dna	chrX:84444075-84444088	LTR@MMERVK9C_I-int(-)
z-dna	chrX:84955769-84955852	LINE@L2a(-)
z-dna	chrX:86116920-86116998	LINE@Lx2A1(+)
z-dna	chrX:86117016-86117032	LINE@Lx2A1(+)
z-dna	chrX:86117051-86117083	LINE@Lx2A1(+)
z-dna	chrX:87238378-87238394	LINE@L1_Mus3(+), LINE@L1Md_F2(+)
z-dna	chrX:88155639-88155654	LTR@IAPLTR2_Mm(-), LINE@L1Md_F2(+)
z-dna	chrX:88412464-88412483	LTR@RLTR10-int(+), LTR@RLTR10-int(+)
z-dna	chrX:88592965-88592980	LTR@IAPLTR2b(-), LINE@L1_Mus3(-)
z-dna	chrX:89848439-89848456	LTR@RLTR10(+), LTR@MMERVK10C-int(+), LTR@RLTR10A(+)
z-dna	chrX:89850794-89850813	LTR@RLTR10-int(+)
z-dna	chrX:89974774-89974790	LINE@L1M3(+), LINE@Lx10(+)
z-dna	chrX:90297948-90297961	LTR@RLTR44C(-), LTR@RLTR44-int(-)
z-dna	chrX:91129871-91129888	LTR@IAPEz-int(-)
z-dna	chrX:91137103-91137138	LINE@Lx10(+), LINE@Lx9(-)
z-dna	chrX:91137154-91137230	LINE@Lx10(+), LINE@Lx9(-)
z-dna	chrX:91168207-91168224	LINE@Lx8(-), LTR@IAPEY3C_LTR(-)
z-dna	chrX:91497225-91497279	LINE@Lx4A(+), LINE@Lx2B(-)
z-dna	chrX:92441985-92442004	LTR@RLTR10-int(+)
z-dna	chrX:94665770-94665787	LTR@RLTR10B(+)
z-dna	chrX:94990985-94991001	LTR@RMER17C-int(+)
z-dna	chrX:95354661-95354681	LTR@IAPLTR2_Mm(+), LINE@Lx2(+)
z-dna	chrX:95398409-95398431	LINE@Lx(-), LTR@MTB(+)
z-dna	chrX:95685616-95685629	LTR@RLTR10A(+)
z-dna	chrX:95727494-95727533	LINE@L1M4c(-), LTR@MTA_Mm(+)
z-dna	chrX:96037421-96037503	LINE@Lx8b(-), LINE@Lx8b(-)
z-dna	chrX:97485928-97485946	LTR@IAPLTR2a2_Mm(-), LTR@IAPEz-int(-)
z-dna	chrX:97948324-97948338	LINE@Lx2B2(+), LTR@IAPEY3C_LTR(+)
z-dna	chrX:97948549-97948566	LTR@IAPEY3C_LTR(+), LINE@Lx2B2(+)
z-dna	chrX:98110898-98110912	LTR@IAPEz-int(+), LTR@IAPLTR1_Mm(+)
z-dna	chrX:102723422-102723459	LINE@L1_Rod(+)
z-dna	chrX:107492539-107492556	LTR@RLTR10B(+), LINE@Lx6(-), LTR@ORR1B1(+)
z-dna	chrX:107942057-107942070	LTR@RLTR10-int(+), LTR@BGLII_Mur(+), LTR@RLTR10A(+)
z-dna	chrX:108202967-108202986	LTR@RLTR10(+), LTR@RLTR10-int(+), LTR@RLTR10(-)
z-dna	chrX:108450270-108450285	LTR@IAPEY3C_LTR(-), LTR@IAP1-MM_I-int(-)
z-dna	chrX:110150243-110150262	LTR@RLTR10-int(+), LTR@RLTR10-int(+)
z-dna	chrX:111156622-111156638	LTR@RLTRETN_Mm(-), LTR@MERV1_I-int(+)
z-dna	chrX:112601328-112601347	LINE@L1M4b(-)
z-dna	chrX:112961963-112961976	LTR@RLTR44E(-), LINE@L1_Mur2(-), LTR@RLTR11C_MM(-)
z-dna	chrX:114411668-114411682	LINE@L1Md_T(+), LTR@IAPLTR2a(+)
z-dna	chrX:114642381-114642401	LINE@L1Md_A(+), LINE@L1_Mm(+), LTR@RLTRETN_Mm(-)
z-dna	chrX:114642420-114642470	LINE@L1Md_A(+), LINE@L1_Mm(+), LTR@RLTRETN_Mm(-)
z-dna	chrX:114764438-114764453	LTR@IAPLTR2_Mm(-), LINE@L1Md_Gf(-)
z-dna	chrX:116509758-116509772	LTR@IAPLTR2a(+)
z-dna	chrX:116512179-116512193	LTR@IAPEz-int(+), LTR@IAPLTR2a(+)
z-dna	chrX:117006236-117006251	LTR@IAPEY3C_LTR(-), LTR@MMERVK9E_I-int(+)
z-dna	chrX:117132905-117132924	LTR@IAPEz-int(-)
z-dna	chrX:117270606-117270630	LTR@ORR1C2-int(-)
z-dna	chrX:119591236-119591251	LTR@IAPLTR2_Mm(-)
z-dna	chrX:121982459-121982474	LTR@IAPEY2_LTR(-)
z-dna	chrX:122245639-122245661	LTR@MMERVK10C-int(-), LTR@RLTR10C(-)
z-dna	chrX:122252512-122252530	LTR@MMERVK10C-int(-), LTR@RLTR10C(-)
z-dna	chrX:122862674-122862687	LINE@L1Md_A(+)
z-dna	chrX:122973682-122973774	LINE@Lx5c(-), LINE@Lx5c(-)
z-dna	chrX:122993367-122993384	LTR@RLTR10(+)
z-dna	chrX:123000873-123000921	LTR@RLTR21(+), LTR@RLTR21(+), LTR@ORR1B2(-)
z-dna	chrX:123024202-123024220	LTR@RLTR10(+)
z-dna	chrX:123103883-123103898	LTR@MMERVK10C-int(-)
z-dna	chrX:123652637-123652673	LINE@Lx7(-), LTR@ORR1A2(-), LINE@Lx5b(+)
z-dna	chrX:123845551-123845568	LTR@RLTR13G(+), LTR@MMETn-int(+), LTR@ERVB7_1-LTR_MM(+)
z-dna	chrX:124191446-124191459	LTR@RLTR13B2(-)
z-dna	chrX:126053301-126053314	LTR@IAPEz-int(+)
z-dna	chrX:126354004-126354021	LTR@IAPEz-int(-)
z-dna	chrX:126593206-126593219	LTR@RLTRETN_Mm(-), LINE@L1M4(-)
z-dna	chrX:126897111-126897128	LTR@IAPEY2_LTR(-)
z-dna	chrX:127792899-127792913	LTR@MERVK26-int(+), LTR@IAPLTR2b(+)
z-dna	chrX:128113307-128113322	LTR@IAPEY3-int(+), LTR@IAPEY2_LTR(+)
z-dna	chrX:129118020-129118108	LINE@L1_Mus2(+)
z-dna	chrX:129308898-129308911	LTR@RLTR10B2(+)
z-dna	chrX:130597824-130597858	LTR@RLTR23(+)
z-dna	chrX:130646545-130646563	LTR@RLTR10(+), LTR@MTC(+)
z-dna	chrX:133224837-133224858	LTR@IAPEz-int(+), LTR@IAPLTR2a2_Mm(+)
z-dna	chrX:133812744-133812757	LINE@L1_Mus3(+), LTR@RLTR10(+)
z-dna	chrX:134424368-134424428	LTR@MTB(-)
z-dna	chrX:134424807-134424838	LTR@MTB(-)
z-dna	chrX:137384343-137384383	LINE@L1_Mus3(-), LINE@L1_Mus3(-), LINE@Lx9(+)
z-dna	chrX:137477489-137477502	LTR@RLTR10A(-), LTR@MLT1A(-)
z-dna	chrX:141171107-141171139	LTR@ORR1A2(+), LTR@ORR1C2(+), LTR@ORR1C2(+)
z-dna	chrX:141354740-141354823	LINE@L1MC5(+)
z-dna	chrX:142167357-142167370	LTR@MTA_Mm-int(+)
z-dna	chrX:143170348-143170363	LTR@IAPLTR2_Mm(-), LTR@IAPEz-int(-)
z-dna	chrX:144039272-144039292	LINE@L1_Mus1(-)
z-dna	chrX:145420610-145420625	LTR@RLTR10(+), LTR@ORR1B1(+)
z-dna	chrX:149815561-149815577	LTR@IAPEz-int(-), LTR@IAPLTR2a2_Mm(-)
z-dna	chrX:150366990-150367006	LTR@MMERVK10C-int(-)
z-dna	chrX:150367043-150367071	LTR@MMERVK10C-int(-)
z-dna	chrX:150367160-150367175	LTR@MMVL30-int(-)
z-dna	chrX:151978488-151978501	LTR@RLTR10A(+), LINE@Lx9(+)
z-dna	chrX:152591022-152591035	LTR@RLTR10A(+)
z-dna	chrX:153960241-153960254	LTR@RLTR10D(+)
z-dna	chrX:154685003-154685018	LTR@IAPEY2_LTR(+)
z-dna	chrX:154688187-154688204	LTR@IAPEY4_I-int(+), LTR@IAPEY2_LTR(+)
z-dna	chrX:154714037-154714055	LTR@MURVY-int(+), LTR@MMVL30-int(+), LTR@MMVL30-int(+)
z-dna	chrX:154923319-154923336	LTR@RLTR10(+)
z-dna	chrX:155507212-155507230	LINE@Lx9(-), LINE@L1Md_F2(-), LTR@RLTR10(-)
z-dna	chrX:155780033-155780046	LTR@IAPEz-int(+)
z-dna	chrX:156152804-156152819	LTR@IAPLTR2_Mm(-), LINE@L1Md_F2(+)
z-dna	chrX:156863246-156863266	LINE@Lx2B(-), LINE@Lx2B(-)
z-dna	chrX:159629761-159629808	LTR@RLTR20C1_MM(-)
z-dna	chrX:159630018-159630044	LTR@RLTR20C1_MM(-)
z-dna	chrX:159630084-159630101	LTR@RLTR20C1_MM(-)
z-dna	chrX:160300795-160300814	LTR@RLTR10(-)
z-dna	chrX:165837577-165837592	LTR@RLTR10C(+), LINE@L1_Mus3(+)
z-dna	chrX:165849924-165849938	LINE@L1_Mus2(+), LTR@IAPLTR2b(+)
z-dna	chrX:166524765-166524785	LTR@RLTR20C1_MM(+)
z-dna	chrX:167544284-167544305	LTR@IAPLTR2a2_Mm(+)
z-dna	chrX:168470199-168470216	LINE@L1Md_F2(-), LTR@RLTR10(-)
z-dna	chrX:170735675-170735694	LINE@Lx3_Mus(-)
z-dna	chrY:692932-692949	LTR@IAPEz-int(-)
z-dna	chrY:694190-694205	LTR@IAPLTR1a_Mm(-), LINE@L1Md_T(-)
z-dna	chrY:704681-704698	LTR@MERVL-int(-), LTR@MT2_Mm(-), LTR@IAPLTR1a_Mm(-)
z-dna	chrY:1049829-1049886	LTR@MT2B1(-), LTR@IAPLTR2a(+)
z-dna	chrY:1049956-1049970	LTR@MT2B1(-), LTR@IAPLTR2a(+)
z-dna	chrY:1732657-1732670	LINE@L1_Mus3(+), LTR@IAPLTR4(+)
z-dna	chrY:1824144-1824159	LTR@IAPEY2_LTR(-), LTR@MMERVK10C-int(-)
z-dna	chrY:1884100-1884114	LTR@IAPLTR3(+), LTR@IAPLTR3-int(+)
z-dna	chrY:2164981-2164996	LTR@IAPEY3-int(+), LTR@IAPEY2_LTR(+)
z-dna	chrY:2225452-2225494	LINE@Lx8(+), LTR@ORR1B1(+)
z-dna	chrY:2231169-2231227	LTR@ORR1A1(-)
z-dna	chrY:2495414-2495442	LINE@Lx5b(+)
z-dna	chrY:2545679-2545697	LTR@ORR1D2(+), LTR@RLTR10C(-)
z-dna	chrY:2545784-2545801	LTR@ORR1D2(+), LTR@RLTR10C(-)
z-dna	chrY:2610113-2610130	LTR@IAPEz-int(+), LTR@IAPEz-int(+)
z-dna	chrY:3817545-3817567	LINE@Lx8(+)
z-dna	chrY:3866251-3866287	LTR@ORR1E(-)
z-dna	chrY:4195990-4196008	LINE@L1_Mus3(+), LTR@IAPLTR3(+)
z-dna	chrY:4202845-4202862	LTR@IAPEY3-int(-), LTR@IAPEY_LTR(-)
z-dna	chrY:4203100-4203146	LINE@L1_Mur1(-)
z-dna	chrY:4207093-4207113	LINE@L1_Mus3(+), LINE@L1Md_A(+), LTR@ORR1B1(+)
h-dna	chr1:3175239-3175255	LINE@L1_Mus4(+), LINE@L1_Mus1(+)
h-dna	chr1:3574485-3574513	LINE@L1Md_F2(+)
h-dna	chr1:3589178-3589229	LINE@Lx6(+), LINE@Lx6(+)
h-dna	chr1:3589252-3589323	LINE@Lx6(+), LINE@Lx6(+)
h-dna	chr1:3994342-3994361	LTR@RMER17C(+)
h-dna	chr1:3994520-3994561	LTR@RMER17C(+)
h-dna	chr1:4637530-4637627	LINE@L1_Mus2(+)
h-dna	chr1:5265961-5265979	LINE@L1_Mus4(+), LTR@MER74B(-)
h-dna	chr1:5378275-5378305	LINE@L1Md_F(-), LTR@RLTR40(+)
h-dna	chr1:5487009-5487094	LTR@MERVL_2A-int(-), LTR@RLTR1C(+), LTR@RLTR1C(+)
h-dna	chr1:5568680-5568701	LINE@Lx2(+), LINE@Lx2(+), LINE@Lx2(+)
h-dna	chr1:5568724-5568751	LINE@Lx2(+), LINE@Lx2(+), LINE@Lx2(+)
h-dna	chr1:5610563-5610616	LINE@Lx5c(-), LINE@Lx5c(-)
h-dna	chr1:5632911-5632927	LINE@L1_Mus1(+)
h-dna	chr1:5755012-5755040	LTR@MTC(-), LINE@Lx8(-), LINE@L1_Mus4(-)
h-dna	chr1:5788252-5788270	LINE@L1Md_F3(+), LTR@RLTR44A(-)
h-dna	chr1:5934429-5934492	LINE@Lx2(-), LINE@L1_Mus4(-)
h-dna	chr1:6332102-6332127	LINE@L1VL2(-)
h-dna	chr1:6383207-6383225	LINE@L1MC3(+)
h-dna	chr1:7278938-7278987	LINE@Lx2(+)
h-dna	chr1:7312334-7312379	LTR@ORR1C2(-), LTR@ERVB7_2B-LTR_MM(-), LTR@ERVB7_2B-LTR_MM(-)
h-dna	chr1:7547632-7547658	LTR@ORR1A3(+)
h-dna	chr1:7668271-7668302	LTR@RMER17A2(-), LTR@RMER17A2(-)
h-dna	chr1:7668386-7668405	LTR@RMER17A2(-), LTR@RMER17A2(-)
h-dna	chr1:7668459-7668489	LTR@RMER17A2(-), LTR@RMER17A2(-)
h-dna	chr1:7668510-7668548	LTR@RMER17A2(-), LTR@RMER17A2(-)
h-dna	chr1:7668559-7668578	LTR@RMER17A2(-), LTR@RMER17A2(-)
h-dna	chr1:7668589-7668619	LTR@RMER17A2(-), LTR@RMER17A2(-)
h-dna	chr1:7685524-7685540	LINE@L1_Mus3(-)
h-dna	chr1:7779874-7779903	LTR@RMER17A-int(-)
h-dna	chr1:7936069-7936091	LINE@L1Md_F2(+)
h-dna	chr1:7980067-7980086	LINE@L1Md_A(+), LTR@MTE-int(-)
h-dna	chr1:8096444-8096472	LTR@RLTR10A(+)
h-dna	chr1:8156156-8156178	LTR@RMER17D2(-), LTR@IAPLTR1a_Mm(+)
h-dna	chr1:8382822-8382846	LTR@RMER17A2(+), LINE@L1_Mus1(+)
h-dna	chr1:8389957-8389978	LTR@RLTR10B(-), LINE@L1_Mus2(-)
h-dna	chr1:8794758-8794785	LINE@L1_Mus1(+), LINE@L1_Mur3(-)
h-dna	chr1:8794824-8794900	LINE@L1_Mus1(+), LINE@L1_Mur3(-), LINE@L1_Mur3(-)
h-dna	chr1:8939157-8939173	LTR@MMERVK9C_I-int(+)
h-dna	chr1:9372206-9372227	LTR@RMER17D2(-)
h-dna	chr1:9413860-9413876	LINE@L1_Mus1(+), LTR@ORR1A3(+), LINE@Lx3_Mus(-)
h-dna	chr1:10444974-10444991	LINE@L1Md_F2(-)
h-dna	chr1:10445055-10445076	LINE@L1Md_F2(-)
h-dna	chr1:10593396-10593412	LTR@RMER15(+)
h-dna	chr1:10857875-10857899	LTR@RMER17A2(+)
h-dna	chr1:11174406-11174473	LINE@L1_Mur3(-), LINE@L1_Mur3(-), LINE@L1_Mur3(-)
h-dna	chr1:11330612-11330638	LTR@RLTR9A3(-), LINE@Lx10(-), LINE@L1_Mus3(-)
h-dna	chr1:11709055-11709084	LTR@RMER17D2(+)
h-dna	chr1:11709557-11709578	LTR@RMER17D2(+), LTR@MYSERV16_I-int(+)
h-dna	chr1:11949916-11949938	LTR@IAPEz-int(-)
h-dna	chr1:12038250-12038277	LTR@RMER17D(+)
h-dna	chr1:12630769-12630785	LINE@L1_Mus2(-)
h-dna	chr1:12774234-12774300	LINE@L1_Mus3(+)
h-dna	chr1:12774369-12774385	LINE@L1_Mus3(+)
h-dna	chr1:13610755-13610772	LTR@MTC(-)
h-dna	chr1:13611928-13611961	LTR@RMER17C(+)
h-dna	chr1:13954890-13954906	LINE@L1_Mus1(+)
h-dna	chr1:14034499-14034547	LINE@L1Md_F2(-)
h-dna	chr1:14095475-14095496	LTR@RLTR45(+)
h-dna	chr1:14133037-14133059	LTR@RMER17B(+)
h-dna	chr1:14216489-14216514	LINE@L1_Mus3(+), LINE@L1M4(+)
h-dna	chr1:14711446-14711487	LTR@RMER17A2(+)
h-dna	chr1:14730704-14730774	LINE@Lx4A(+)
h-dna	chr1:15160175-15160195	LINE@L1_Mus2(+), LTR@MYSERV6-int(+)
h-dna	chr1:15337802-15337836	LTR@BGLII_Mur(-)
h-dna	chr1:15345859-15345881	LINE@L1_Mus2(-)
h-dna	chr1:15501069-15501099	LINE@L1_Mur3(-)
h-dna	chr1:15501122-15501152	LINE@L1_Mur3(-), LINE@L1_Mur3(-)
h-dna	chr1:15501163-15501194	LINE@L1_Mur3(-), LINE@L1_Mur3(-), LINE@L1_Mur3(+)
h-dna	chr1:15501200-15501258	LINE@L1_Mur3(-), LINE@L1_Mur3(+), LINE@L1Md_F2(+)
h-dna	chr1:15501290-15501317	LINE@L1_Mur3(-), LINE@L1_Mur3(+), LINE@L1Md_F2(+)
h-dna	chr1:16010254-16010299	LTR@MTE2a(-), LTR@ORR1D1(-), LTR@ORR1D1(-)
h-dna	chr1:16010303-16010361	LTR@MTE2a(-), LTR@ORR1D1(-), LTR@ORR1D1(-)
h-dna	chr1:16010374-16010420	LTR@ORR1D1(-), LTR@ORR1D1(-), LTR@ORR1D1(-)
h-dna	chr1:16010495-16010541	LTR@ORR1D1(-)
h-dna	chr1:16042470-16042489	LTR@RMER17A(-)
h-dna	chr1:16171941-16171961	LINE@L1_Mus3(+), LTR@MTD(+)
h-dna	chr1:16290002-16290045	LINE@L1_Mus4(+), LINE@MusHAL1(+)
h-dna	chr1:16478383-16478427	LINE@L1Md_F2(+)
h-dna	chr1:16826790-16826807	LTR@RMER17D2(-)
h-dna	chr1:16826821-16826856	LTR@RMER17D2(-)
h-dna	chr1:16882573-16882591	LTR@RMER17A(+)
h-dna	chr1:17317401-17317434	LINE@L1_Mur3(-), LINE@L1_Mur3(-), LINE@L1_Mur3(-), LTR@MTA_Mm(-)
h-dna	chr1:17396131-17396148	LINE@Lx10(-)
h-dna	chr1:17473505-17473529	LINE@L1Md_T(+), LINE@L1Md_A(+)
h-dna	chr1:17634523-17634616	LTR@RMER17A(-)
h-dna	chr1:17634657-17634675	LTR@RMER17A(-)
h-dna	chr1:17738268-17738345	LTR@RMER17A(-)
h-dna	chr1:17793215-17793243	LTR@IAPLTR2a2_Mm(-)
h-dna	chr1:17890499-17890519	LINE@L1_Mus3(-), LINE@L1_Mus3(+)
h-dna	chr1:18471714-18471779	LTR@RMER17C2(-), LTR@RMER17C2(-)
h-dna	chr1:18500726-18500745	LTR@RMER17C(-)
h-dna	chr1:18506480-18506513	LTR@RMER17D2(-)
h-dna	chr1:18506590-18506621	LTR@RMER17D2(-)
h-dna	chr1:18506635-18506656	LTR@RMER17D2(-)
h-dna	chr1:19553340-19553369	LTR@ORR1A1(+), LTR@MLT1J-int(-)
h-dna	chr1:19823863-19823879	LINE@L1_Mus1(+)
h-dna	chr1:20420766-20420803	LINE@L1Md_T(-)
h-dna	chr1:21296149-21296198	LINE@L1_Mus4(+), LINE@Lx7(+), LTR@LTR10_RN(+), LTR@LTR10_RN(+)
h-dna	chr1:21566493-21566518	LINE@L1_Mur3(+), LINE@L1_Mur3(+), LINE@L1_Mus3(-)
h-dna	chr1:21574043-21574112	LTR@RMER17A(+)
h-dna	chr1:21762300-21762323	LINE@L1_Mus2(-)
h-dna	chr1:22280941-22280963	LTR@RMER17C(-), LTR@RMER17C(-)
h-dna	chr1:22280990-22281010	LTR@RMER17C(-), LTR@RMER17C(-)
h-dna	chr1:22281329-22281355	LTR@RMER17C(-), LTR@RMER17C(-)
h-dna	chr1:22281397-22281419	LTR@RMER17C(-), LTR@RMER17C(-)
h-dna	chr1:22281468-22281511	LTR@RMER17C(-), LTR@RMER17C(-)
h-dna	chr1:22281516-22281593	LTR@RMER17C(-), LTR@RMER17C(-)
h-dna	chr1:22562535-22562555	LINE@L1_Mus1(+)
h-dna	chr1:22898606-22898659	LTR@MTA_Mm(+), LTR@MT2B1(+)
h-dna	chr1:23147576-23147600	LINE@Lx5c(-), LINE@Lx9(+)
h-dna	chr1:23147636-23147708	LINE@Lx5c(-), LINE@Lx9(+)
h-dna	chr1:23293722-23293738	LINE@L1_Mus2(+)
h-dna	chr1:23443000-23443029	LTR@RMER17C-int(+), LTR@RMER17C(+)
h-dna	chr1:23530717-23530794	LTR@MTB(+)
h-dna	chr1:23640619-23640675	LINE@L1M2(+)
h-dna	chr1:23640809-23640828	LINE@Lx7(-)
h-dna	chr1:23773238-23773260	LTR@MTD(-), LTR@ORR1B1(+)
h-dna	chr1:23924085-23924118	LTR@ORR1D2(-)
h-dna	chr1:24132646-24132663	LTR@BGLII_Mus(-), LTR@RLTR25B(+)
h-dna	chr1:24631073-24631092	LTR@ORR1C2(-), LTR@ORR1C2(-)
h-dna	chr1:24631095-24631126	LTR@ORR1C2(-), LTR@ORR1C2(-)
h-dna	chr1:24631148-24631165	LTR@ORR1C2(-), LTR@ORR1C2(-)
h-dna	chr1:24631169-24631188	LTR@ORR1C2(-), LTR@ORR1C2(-)
