Gene ID	Gene Name	Gene Type	g4	h-dna	sidd	z-dna	Flipon types
ENSMUSG00000044576.6	Garem2	protein_coding	1.0			1.0	GZ
ENSMUSG00000044617.8	Zbtb39	protein_coding				1.0	Z
ENSMUSG00000044628.5	Rnf208	protein_coding	5.0			4.0	GZ
ENSMUSG00000044641.7	Pard6b	protein_coding	1.0				G
ENSMUSG00000030770.15	Parva	protein_coding	3.0	1.0		3.0	GHZ
ENSMUSG00000044788.10	Fads6	protein_coding		1.0			H
ENSMUSG00000030769.15	Slc5a11	protein_coding		1.0			H
ENSMUSG00000030757.13	Zkscan2	protein_coding	1.0			3.0	GZ
ENSMUSG00000030513.14	Pcsk6	protein_coding	1.0			5.0	GZ
ENSMUSG00000030507.6	Dbx1	protein_coding	1.0	2.0			GH
ENSMUSG00000030499.9	Kctd15	protein_coding	7.0	3.0		9.0	GHZ
ENSMUSG00000030495.12	Slc7a10	protein_coding	6.0			2.0	GZ
ENSMUSG00000030494.13	Rhpn2	protein_coding	3.0			1.0	GZ
ENSMUSG00000030428.16	Ttyh1	protein_coding	2.0			1.0	GZ
ENSMUSG00000030411.16	Nova2	protein_coding	5.0	2.0			GH
ENSMUSG00000030409.16	Dmpk	protein_coding	2.0				G
ENSMUSG00000030402.5	Ppm1n	protein_coding				2.0	Z
ENSMUSG00000044813.15	Shb	protein_coding	1.0			2.0	GZ
ENSMUSG00000030401.16	Rtn2	protein_coding	1.0			1.0	GZ
ENSMUSG00000030376.8	Slc8a2	protein_coding	2.0	2.0			GH
ENSMUSG00000030361.16	Klrb1a	protein_coding				1.0	Z
ENSMUSG00000030353.15	Tead4	protein_coding	1.0			4.0	GZ
ENSMUSG00000030352.15	Tspan9	protein_coding	5.0				G
ENSMUSG00000030351.5	Tspan11	protein_coding	2.0			1.0	GZ
ENSMUSG00000030350.8	Prmt8	protein_coding	3.0	1.0		1.0	GHZ
ENSMUSG00000030516.14	Tjp1	protein_coding	4.0			1.0	GZ
ENSMUSG00000044365.15	Cxxc4	protein_coding	1.0	3.0	1.0	2.0	GHSZ
ENSMUSG00000030518.17	Fam189a1	protein_coding	1.0			8.0	GZ
ENSMUSG00000030525.8	Chrna7	protein_coding	1.0			2.0	GZ
ENSMUSG00000030742.7	Lat	protein_coding				1.0	Z
ENSMUSG00000030732.13	Chrdl2	protein_coding	1.0	1.0			GH
ENSMUSG00000030731.13	Syt3	protein_coding	3.0			1.0	GZ
ENSMUSG00000030729.17	Pgm2l1	protein_coding		1.0			H
ENSMUSG00000030688.15	Stard10	protein_coding	1.0				G
ENSMUSG00000030671.9	Pde3b	protein_coding				2.0	Z
ENSMUSG00000030650.18	Tmc5	protein_coding	1.0				G
ENSMUSG00000030638.13	Sh3gl3	protein_coding	1.0			3.0	GZ
ENSMUSG00000030613.13	Ccdc90b	protein_coding			1.0		S
ENSMUSG00000030607.7	Acan	protein_coding				1.0	Z
ENSMUSG00000030605.15	Mfge8	protein_coding		1.0			H
ENSMUSG00000030600.15	Lrfn1	protein_coding	7.0	1.0		8.0	GHZ
ENSMUSG00000030584.14	Dpf1	protein_coding	3.0			2.0	GZ
ENSMUSG00000030562.17	Nox4	protein_coding	2.0			1.0	GZ
ENSMUSG00000030551.14	Nr2f2	protein_coding	2.0	4.0	1.0	3.0	GHSZ
ENSMUSG00000030544.5	Mesp1	protein_coding	1.0			2.0	GZ
ENSMUSG00000030543.10	Mesp2	protein_coding	1.0			3.0	GZ
ENSMUSG00000030519.14	Apba2	protein_coding	2.0			5.0	GZ
ENSMUSG00000030339.7	Ltbr	protein_coding	2.0				G
ENSMUSG00000044364.5	Tmem74b	protein_coding	3.0			3.0	GZ
ENSMUSG00000044345.9	Marveld1	protein_coding				2.0	Z
ENSMUSG00000031489.15	Adrb3	protein_coding				3.0	Z
ENSMUSG00000044071.9	Tafa2	protein_coding	1.0	1.0	1.0	2.0	GHSZ
ENSMUSG00000031486.15	Adgra2	protein_coding	4.0	1.0		4.0	GHZ
ENSMUSG00000031481.8	Tpte	protein_coding	1.0				G
ENSMUSG00000031458.8	Coprs	protein_coding	1.0			2.0	GZ
ENSMUSG00000031451.6	Gas6	protein_coding	3.0			3.0	GZ
ENSMUSG00000031442.21	Mcf2l	protein_coding	2.0			1.0	GZ
ENSMUSG00000031493.10	Ggn	protein_coding		1.0			H
ENSMUSG00000031438.11	Rnf128	protein_coding				2.0	Z
ENSMUSG00000031431.13	Tsc22d3	protein_coding		1.0			H
ENSMUSG00000031391.18	L1cam	protein_coding	2.0			3.0	GZ
ENSMUSG00000031383.8	Dusp9	protein_coding	1.0			1.0	GZ
ENSMUSG00000031376.15	Atp2b3	protein_coding	1.0	2.0		5.0	GHZ
ENSMUSG00000044072.14	Eml6	protein_coding			1.0		S
ENSMUSG00000031351.15	Zfp185	protein_coding	1.0				G
ENSMUSG00000031344.11	Gabrq	protein_coding	1.0			2.0	GZ
ENSMUSG00000031434.15	Morc4	protein_coding	4.0			2.0	GZ
ENSMUSG00000044042.19	Fmn1	protein_coding		1.0		2.0	HZ
ENSMUSG00000031502.11	Col4a1	protein_coding				3.0	Z
ENSMUSG00000031503.13	Col4a2	protein_coding	1.0			2.0	GZ
ENSMUSG00000031618.13	Nr3c2	protein_coding	3.0	1.0		6.0	GHZ
ENSMUSG00000031616.7	Ednra	protein_coding				2.0	Z
ENSMUSG00000031613.9	Hpgd	protein_coding				1.0	Z
ENSMUSG00000031603.14	Fgf20	protein_coding	2.0			1.0	GZ
ENSMUSG00000031596.15	Slc7a2	protein_coding	2.0	1.0		4.0	GHZ
ENSMUSG00000031586.17	Rbpms	protein_coding	3.0	1.0		5.0	GHZ
ENSMUSG00000031565.18	Fgfr1	protein_coding	3.0			1.0	GZ
ENSMUSG00000031563.8	Wwc2	protein_coding	3.0	2.0		2.0	GHZ
ENSMUSG00000031561.16	Tenm3	protein_coding				7.0	Z
ENSMUSG00000031558.15	Slit2	protein_coding			1.0	3.0	SZ
ENSMUSG00000031548.7	Sfrp1	protein_coding	2.0		1.0	3.0	GSZ
ENSMUSG00000031543.18	Ank1	protein_coding	7.0	1.0		7.0	GHZ
ENSMUSG00000044030.4	Irf2bp1	protein_coding				1.0	Z
ENSMUSG00000031523.16	Dlc1	protein_coding				2.0	Z
ENSMUSG00000031520.6	Vegfc	protein_coding	3.0			2.0	GZ
ENSMUSG00000031511.16	Arhgef7	protein_coding	1.0	1.0		13.0	GHZ
ENSMUSG00000044037.15	Als2cl	protein_coding				1.0	Z
ENSMUSG00000031342.17	Gpm6b	protein_coding				1.0	Z
ENSMUSG00000031340.8	Gabre	protein_coding	1.0				G
ENSMUSG00000031303.8	Map3k15	protein_coding	1.0	1.0		1.0	GHZ
ENSMUSG00000031283.16	Chrdl1	protein_coding				2.0	Z
ENSMUSG00000044177.4	Wfikkn2	protein_coding	1.0				G
ENSMUSG00000030905.5	Crym	protein_coding	1.0				G
ENSMUSG00000030898.15	Cckbr	protein_coding				2.0	Z
ENSMUSG00000030878.11	Cdr2	protein_coding				1.0	Z
ENSMUSG00000030873.9	Scnn1b	protein_coding	2.0			1.0	GZ
ENSMUSG00000030862.13	Cpxm2	protein_coding	3.0			3.0	GZ
ENSMUSG00000044216.7	Kcnj4	protein_coding	7.0	1.0		2.0	GHZ
ENSMUSG00000044217.17	Aqp5	protein_coding	1.0			6.0	GZ
ENSMUSG00000044231.3	Nhlrc1	protein_coding				2.0	Z
ENSMUSG00000044252.18	Osbpl1a	protein_coding	1.0				G
ENSMUSG00000044254.6	Pcsk9	protein_coding				2.0	Z
ENSMUSG00000044265.16	Olfm5	protein_coding				2.0	Z
ENSMUSG00000044279.15	Crb3	protein_coding	2.0				G
ENSMUSG00000044288.6	Cnr1	protein_coding	3.0			6.0	GZ
ENSMUSG00000044303.6	Cdkn2a	protein_coding				1.0	Z
ENSMUSG00000044312.4	Neurog3	protein_coding	3.0			2.0	GZ
ENSMUSG00000044320.14	1700001O22Rik	protein_coding				1.0	Z
ENSMUSG00000030970.16	Ctbp2	protein_coding	8.0	3.0		5.0	GHZ
ENSMUSG00000044361.16	BC024139	protein_coding	1.0				G
ENSMUSG00000030972.6	Acsm5	protein_coding		2.0			H
ENSMUSG00000031027.15	Stk33	protein_coding	1.0			2.0	GZ
ENSMUSG00000031230.3	Fgf16	protein_coding	1.0			1.0	GZ
ENSMUSG00000031217.8	Efnb1	protein_coding			1.0	1.0	SZ
ENSMUSG00000031216.13	Stard8	protein_coding	1.0				G
ENSMUSG00000031214.13	Ophn1	protein_coding	1.0			1.0	GZ
ENSMUSG00000031212.3	Pgr15l	protein_coding		1.0			H
ENSMUSG00000031169.13	Porcn	protein_coding				2.0	Z
ENSMUSG00000031147.8	Magix	protein_coding				1.0	Z
ENSMUSG00000031137.17	Fgf13	protein_coding	3.0	3.0	1.0	8.0	GHSZ
ENSMUSG00000031119.4	Gpc4	protein_coding	5.0	1.0		1.0	GHZ
ENSMUSG00000044164.2	Rnf182	protein_coding	3.0	1.0		2.0	GHZ
ENSMUSG00000031099.16	Smarca1	protein_coding				1.0	Z
ENSMUSG00000031098.18	Syt8	protein_coding	2.0	1.0	1.0		GHS
ENSMUSG00000031097.15	Tnni2	protein_coding	1.0				G
ENSMUSG00000031078.15	Cttn	protein_coding	4.0				G
ENSMUSG00000031074.14	Fgf3	protein_coding	4.0	1.0		3.0	GHZ
ENSMUSG00000031073.6	Fgf15	protein_coding	3.0			5.0	GZ
ENSMUSG00000031028.14	Tub	protein_coding	1.0			1.0	GZ
ENSMUSG00000031012.17	Cask	protein_coding	1.0				G
ENSMUSG00000030329.11	Pianp	protein_coding	5.0				G
ENSMUSG00000030324.8	Rho	protein_coding			1.0		S
ENSMUSG00000030317.8	Timp4	protein_coding		1.0		1.0	HZ
ENSMUSG00000029406.15	Pitpnm2	protein_coding	1.0				G
ENSMUSG00000029381.16	Shroom3	protein_coding	1.0	1.0		6.0	GHZ
ENSMUSG00000029380.11	Cxcl1	protein_coding	1.0				G
ENSMUSG00000029379.10	Cxcl3	protein_coding				1.0	Z
ENSMUSG00000029361.18	Nos1	protein_coding	1.0		1.0	1.0	GSZ
ENSMUSG00000029348.11	Asphd2	protein_coding				1.0	Z
ENSMUSG00000029337.2	Fgf5	protein_coding	2.0	1.0		3.0	GHZ
ENSMUSG00000029408.13	Abcb9	protein_coding	1.0				G
ENSMUSG00000029335.5	Bmp3	protein_coding				3.0	Z
ENSMUSG00000029330.8	Cds1	protein_coding	1.0			2.0	GZ
ENSMUSG00000029320.11	1700016H13Rik	protein_coding				1.0	Z
ENSMUSG00000029306.8	Ibsp	protein_coding	1.0		1.0		GS
ENSMUSG00000029287.14	Tgfbr3	protein_coding	2.0	1.0		3.0	GHZ
ENSMUSG00000029269.11	Sult1b1	protein_coding	1.0		1.0		GS
ENSMUSG00000029245.16	Epha5	protein_coding	1.0	2.0		1.0	GHZ
ENSMUSG00000029236.4	Nmu	protein_coding	1.0			1.0	GZ
ENSMUSG00000029334.14	Prkg2	protein_coding	2.0			6.0	GZ
ENSMUSG00000045174.10	Amer3	protein_coding				1.0	Z
ENSMUSG00000029419.8	Ajm1	protein_coding	1.0			3.0	GZ
ENSMUSG00000029420.14	Rimbp2	protein_coding	1.0	2.0		1.0	GHZ
ENSMUSG00000029608.10	Rph3a	protein_coding		1.0	1.0		HS
ENSMUSG00000029603.15	Dtx1	protein_coding	1.0				G
ENSMUSG00000029595.9	Lhx5	protein_coding	1.0			1.0	GZ
ENSMUSG00000029576.17	Radil	protein_coding	1.0			2.0	GZ
ENSMUSG00000029563.16	Foxp2	protein_coding	1.0		1.0	2.0	GSZ
ENSMUSG00000029556.12	Hnf1a	protein_coding	3.0				G
ENSMUSG00000045094.8	Arhgef37	protein_coding				3.0	Z
ENSMUSG00000029546.12	Uncx	protein_coding	1.0			3.0	GZ
ENSMUSG00000029544.16	Cabp1	protein_coding	3.0			3.0	GZ
ENSMUSG00000029530.16	Ccr9	protein_coding				4.0	Z
ENSMUSG00000029503.16	P2rx2	protein_coding	1.0			1.0	GZ
ENSMUSG00000029490.4	Mfsd7a	protein_coding				1.0	Z
ENSMUSG00000029484.12	Anxa3	protein_coding	2.0	1.0			GH
ENSMUSG00000045095.16	Magi1	protein_coding	1.0	1.0	1.0	3.0	GHSZ
ENSMUSG00000029469.14	Ift81	protein_coding				2.0	Z
ENSMUSG00000029436.9	Mmp17	protein_coding	1.0			7.0	GZ
ENSMUSG00000029423.10	Piwil1	protein_coding				1.0	Z
ENSMUSG00000029231.15	Pdgfra	protein_coding	4.0			4.0	GZ
ENSMUSG00000029228.15	Lnx1	protein_coding			1.0		S
ENSMUSG00000045179.9	Sox3	protein_coding				1.0	Z
ENSMUSG00000029219.10	Slc10a4	protein_coding	2.0			2.0	GZ
ENSMUSG00000045312.12	Lhfpl2	protein_coding	3.0			3.0	GZ
ENSMUSG00000029120.10	Ppp2r2c	protein_coding	5.0		1.0	5.0	GSZ
ENSMUSG00000029112.5	Nkx1-1	protein_coding	1.0		1.0	5.0	GSZ
ENSMUSG00000029108.14	Pcdh7	protein_coding	2.0	4.0	1.0	2.0	GHSZ
ENSMUSG00000029101.16	Rgs12	protein_coding				1.0	Z
ENSMUSG00000029096.15	Htra3	protein_coding	1.0				G
ENSMUSG00000029095.17	Ablim2	protein_coding	1.0			1.0	GZ
ENSMUSG00000029094.12	Afap1	protein_coding	1.0				G
ENSMUSG00000029093.14	Sorcs2	protein_coding	3.0	1.0		2.0	GHZ
ENSMUSG00000029090.12	Adgra3	protein_coding				2.0	Z
ENSMUSG00000029088.16	Kcnip4	protein_coding	1.0	1.0			GH
ENSMUSG00000045314.5	Sowahb	protein_coding	2.0			3.0	GZ
ENSMUSG00000045318.6	Adra2c	protein_coding	2.0			4.0	GZ
ENSMUSG00000029055.17	Plch2	protein_coding				3.0	Z
ENSMUSG00000045333.15	Zfp423	protein_coding	4.0	2.0	2.0	2.0	GHSZ
ENSMUSG00000029054.8	Gabrd	protein_coding	2.0			2.0	GZ
ENSMUSG00000029053.16	Prkcz	protein_coding		1.0	1.0	5.0	HSZ
ENSMUSG00000029121.16	Crmp1	protein_coding	4.0		1.0	5.0	GSZ
ENSMUSG00000029636.11	Wasf3	protein_coding	1.0			3.0	GZ
ENSMUSG00000029122.11	Evc	protein_coding				1.0	Z
ENSMUSG00000029130.12	Rnf32	protein_coding	2.0	1.0		4.0	GHZ
ENSMUSG00000045180.13	Shroom2	protein_coding	4.0	1.0		3.0	GHZ
ENSMUSG00000045201.6	Lrrc3b	protein_coding	1.0			1.0	GZ
ENSMUSG00000045215.17	Asxl3	protein_coding	7.0			9.0	GZ
ENSMUSG00000045275.16	Lca5l	protein_coding			1.0	2.0	SZ
ENSMUSG00000029212.11	Gabrb1	protein_coding				2.0	Z
ENSMUSG00000045281.5	Gpr20	protein_coding	3.0				G
ENSMUSG00000029211.11	Gabra4	protein_coding				3.0	Z
ENSMUSG00000029207.16	Apbb2	protein_coding	1.0			3.0	GZ
ENSMUSG00000029189.10	Sel1l3	protein_coding	3.0			1.0	GZ
ENSMUSG00000045287.6	Rtn4rl1	protein_coding	1.0			2.0	GZ
ENSMUSG00000029168.14	Dpysl5	protein_coding	2.0	1.0			GH
ENSMUSG00000045288.10	Ush1g	protein_coding	1.0				G
ENSMUSG00000029166.14	Mapre3	protein_coding	4.0	1.0		1.0	GHZ
ENSMUSG00000029161.7	Cgref1	protein_coding	1.0				G
ENSMUSG00000029153.11	Ociad2	protein_coding	1.0	1.0		2.0	GHZ
ENSMUSG00000029151.14	Slc30a3	protein_coding	2.0				G
ENSMUSG00000029135.10	Fosl2	protein_coding				3.0	Z
ENSMUSG00000029126.7	Nsg1	protein_coding	2.0			4.0	GZ
ENSMUSG00000029641.8	Rasl11a	protein_coding	1.0			1.0	GZ
ENSMUSG00000029646.3	Cdx2	protein_coding				2.0	Z
ENSMUSG00000029648.13	Flt1	protein_coding	4.0	1.0	1.0	3.0	GHSZ
ENSMUSG00000030134.11	Rasgef1a	protein_coding	3.0	1.0		2.0	GHZ
ENSMUSG00000030123.15	Plxnd1	protein_coding				2.0	Z
ENSMUSG00000044933.3	Sstr3	protein_coding	1.0				G
ENSMUSG00000030110.13	Ret	protein_coding	4.0	1.0		3.0	GHZ
ENSMUSG00000030109.15	Slc6a12	protein_coding	1.0				G
ENSMUSG00000045005.9	Fzd5	protein_coding	1.0			1.0	GZ
ENSMUSG00000030093.7	Wnt7a	protein_coding	1.0			3.0	GZ
ENSMUSG00000030089.15	Slc41a3	protein_coding	1.0			1.0	GZ
ENSMUSG00000030087.11	Klf15	protein_coding	1.0			11.0	GZ
ENSMUSG00000030084.11	Plxna1	protein_coding	3.0			4.0	GZ
ENSMUSG00000030074.9	Gxylt2	protein_coding	2.0	1.0		3.0	GHZ
ENSMUSG00000030069.15	Prok2	protein_coding	1.0			3.0	GZ
ENSMUSG00000030067.17	Foxp1	protein_coding	3.0			5.0	GZ
ENSMUSG00000030064.16	Frmd4b	protein_coding	1.0			4.0	GZ
ENSMUSG00000030029.14	Lrig1	protein_coding	1.0	1.0		7.0	GHZ
ENSMUSG00000030022.14	Adamts9	protein_coding	3.0	1.0			GH
ENSMUSG00000030020.13	Prickle2	protein_coding	2.0			2.0	GZ
ENSMUSG00000030137.8	Tuba8	protein_coding				2.0	Z
ENSMUSG00000045010.14	Gm4779	protein_coding			1.0		S
ENSMUSG00000030147.12	Clec4b1	protein_coding	1.0		1.0		GS
ENSMUSG00000030222.13	Rerg	protein_coding				1.0	Z
ENSMUSG00000030310.10	Slc6a1	protein_coding	2.0			2.0	GZ
ENSMUSG00000030307.8	Slc6a11	protein_coding	1.0			2.0	GZ
ENSMUSG00000044835.15	Ankrd45	protein_coding	1.0		2.0		GS
ENSMUSG00000030306.14	Tmtc1	protein_coding	1.0			4.0	GZ
ENSMUSG00000030302.16	Atp2b2	protein_coding	9.0		2.0	4.0	GSZ
ENSMUSG00000030287.15	Itpr2	protein_coding	1.0				G
ENSMUSG00000030283.7	St8sia1	protein_coding	1.0			2.0	GZ
ENSMUSG00000030281.16	Il17rc	protein_coding	1.0				G
ENSMUSG00000030272.15	Camk1	protein_coding	1.0				G
ENSMUSG00000030270.11	Cpne9	protein_coding	2.0				G
ENSMUSG00000044912.11	Syt16	protein_coding				5.0	Z
ENSMUSG00000030259.12	Rassf8	protein_coding	2.0	1.0		1.0	GHZ
ENSMUSG00000030249.15	Abcc9	protein_coding	1.0				G
ENSMUSG00000030247.9	Kcnj8	protein_coding	1.0			1.0	GZ
ENSMUSG00000030231.11	Plekha5	protein_coding	2.0	1.0			GH
ENSMUSG00000030223.14	Ptpro	protein_coding	1.0				G
ENSMUSG00000044927.6	H1f10	protein_coding	1.0			3.0	GZ
ENSMUSG00000030170.14	Wnt5b	protein_coding	1.0			7.0	GZ
ENSMUSG00000044006.8	Cilp2	protein_coding				1.0	Z
ENSMUSG00000030000.10	Add2	protein_coding		6.0		2.0	HZ
ENSMUSG00000029917.15	Qrfprl	protein_coding				3.0	Z
ENSMUSG00000029757.16	Dync1i1	protein_coding	1.0			1.0	GZ
ENSMUSG00000029755.10	Dlx5	protein_coding	1.0	3.0		3.0	GHZ
ENSMUSG00000029754.13	Dlx6	protein_coding	2.0	2.0	1.0	2.0	GHSZ
ENSMUSG00000029712.14	Actl6b	protein_coding	2.0				G
ENSMUSG00000029711.13	Epo	protein_coding				4.0	Z
ENSMUSG00000029710.15	Ephb4	protein_coding	2.0			3.0	GZ
ENSMUSG00000029705.17	Cux1	protein_coding	1.0			3.0	GZ
ENSMUSG00000045083.14	Lingo2	protein_coding	1.0			2.0	GZ
ENSMUSG00000029697.6	Fezf1	protein_coding		1.0		3.0	HZ
ENSMUSG00000029675.12	Eln	protein_coding	3.0	2.0		1.0	GHZ
ENSMUSG00000029673.17	Auts2	protein_coding	4.0	2.0	1.0	6.0	GHSZ
ENSMUSG00000029671.15	Wnt16	protein_coding	1.0				G
ENSMUSG00000029669.14	Tspan12	protein_coding	1.0	1.0	1.0	1.0	GHSZ
ENSMUSG00000029661.16	Col1a2	protein_coding		1.0			H
ENSMUSG00000029659.16	Medag	protein_coding	1.0			2.0	GZ
ENSMUSG00000029651.16	Mtus2	protein_coding	2.0			2.0	GZ
ENSMUSG00000045087.8	S1pr5	protein_coding	2.0				G
ENSMUSG00000045053.2	Kcng3	protein_coding	4.0	1.0		8.0	GHZ
ENSMUSG00000029999.14	Tgfa	protein_coding				2.0	Z
ENSMUSG00000045052.3	Prlhr	protein_coding				1.0	Z
ENSMUSG00000045045.7	Lrfn4	protein_coding	2.0			4.0	GZ
ENSMUSG00000029913.14	Prdm5	protein_coding	1.0				G
ENSMUSG00000029875.5	Ccdc184	protein_coding	2.0	1.0			GH
ENSMUSG00000029869.7	Ephb6	protein_coding	1.0	1.0		1.0	GHZ
ENSMUSG00000029861.17	Fam131b	protein_coding	4.0			2.0	GZ
ENSMUSG00000029859.6	Epha1	protein_coding	1.0			1.0	GZ
ENSMUSG00000029847.13	Slc23a4	protein_coding				1.0	Z
ENSMUSG00000029832.16	Nfe2l3	protein_coding	1.0	1.0		2.0	GHZ
ENSMUSG00000045034.12	Ankrd34b	protein_coding	2.0			8.0	GZ
ENSMUSG00000029828.4	4921507P07Rik	protein_coding			1.0		S
ENSMUSG00000029822.15	Osbpl3	protein_coding				1.0	Z
ENSMUSG00000029821.15	Gsdme	protein_coding	1.0			2.0	GZ
ENSMUSG00000029819.6	Npy	protein_coding				1.0	Z
ENSMUSG00000029814.10	Igf2bp3	protein_coding	1.0			2.0	GZ
ENSMUSG00000029781.7	Fkbp9	protein_coding	2.0			2.0	GZ
ENSMUSG00000029778.12	Adcyap1r1	protein_coding	2.0			2.0	GZ
ENSMUSG00000029769.16	Ccdc136	protein_coding	1.0	1.0		1.0	GHZ
ENSMUSG00000029765.12	Plxna4	protein_coding	3.0	1.0		3.0	GHZ
ENSMUSG00000029761.16	Cald1	protein_coding			1.0		S
ENSMUSG00000034435.6	Tmem30b	protein_coding	1.0			5.0	GZ
ENSMUSG00000031647.10	Mfap3l	protein_coding	2.0				G
ENSMUSG00000031659.13	Adcy7	protein_coding	1.0			2.0	GZ
ENSMUSG00000033209.17	Ttc28	protein_coding	1.0				G
ENSMUSG00000033192.5	Lpcat2	protein_coding	1.0			2.0	GZ
ENSMUSG00000033174.17	Mgll	protein_coding				6.0	Z
ENSMUSG00000033170.14	Card10	protein_coding	2.0			4.0	GZ
ENSMUSG00000043154.15	Ppp2r3a	protein_coding				1.0	Z
ENSMUSG00000033152.13	Podxl2	protein_coding				6.0	Z
ENSMUSG00000033149.17	Phldb2	protein_coding		1.0			H
ENSMUSG00000033214.10	Slitrk5	protein_coding	2.0	2.0	1.0	1.0	GHSZ
ENSMUSG00000043183.18	Simc1	protein_coding				1.0	Z
ENSMUSG00000033102.15	Cdc14b	protein_coding	1.0			2.0	GZ
ENSMUSG00000033083.16	Tbc1d4	protein_coding	1.0			1.0	GZ
ENSMUSG00000033080.9	Vsx1	protein_coding	1.0			1.0	GZ
ENSMUSG00000033066.16	Gas7	protein_coding	2.0			3.0	GZ
ENSMUSG00000033032.15	Afap1l1	protein_coding	1.0			1.0	GZ
ENSMUSG00000033022.8	Cdo1	protein_coding	1.0			1.0	GZ
ENSMUSG00000033007.15	Asic4	protein_coding	1.0				G
ENSMUSG00000033107.6	Rnf125	protein_coding	1.0			2.0	GZ
ENSMUSG00000033219.8	Gm9758	protein_coding		1.0			H
ENSMUSG00000033227.7	Wnt6	protein_coding	5.0			3.0	GZ
ENSMUSG00000033249.10	Hsf4	protein_coding	3.0			4.0	GZ
ENSMUSG00000033542.13	Arhgef5	protein_coding	2.0				G
ENSMUSG00000033530.8	Ttc7b	protein_coding				1.0	Z
ENSMUSG00000033510.14	Otud7a	protein_coding	2.0			4.0	GZ
ENSMUSG00000033453.8	Adamts15	protein_coding	1.0	1.0		3.0	GHZ
ENSMUSG00000033420.12	Antxr1	protein_coding	1.0			2.0	GZ
ENSMUSG00000033419.16	Snap91	protein_coding	2.0			5.0	GZ
ENSMUSG00000033400.14	Agl	protein_coding				1.0	Z
ENSMUSG00000033389.16	Arhgap44	protein_coding		1.0		2.0	HZ
ENSMUSG00000033361.13	Prrg3	protein_coding	2.0			3.0	GZ
ENSMUSG00000033350.7	Chst2	protein_coding	1.0			2.0	GZ
ENSMUSG00000033342.15	Plppr5	protein_coding	1.0			2.0	GZ
ENSMUSG00000033327.18	Tnxb	protein_coding	2.0			2.0	GZ
ENSMUSG00000033316.14	Galnt9	protein_coding	2.0			1.0	GZ
ENSMUSG00000033308.16	Dpyd	protein_coding	1.0				G
ENSMUSG00000033295.14	Ptprf	protein_coding	3.0			4.0	GZ
ENSMUSG00000033287.16	Kctd17	protein_coding				1.0	Z
ENSMUSG00000033278.10	Ptprm	protein_coding	1.0		1.0	4.0	GSZ
ENSMUSG00000033006.10	Sox10	protein_coding	3.0	2.0	1.0	2.0	GHSZ
ENSMUSG00000032940.16	Rbm11	protein_coding	2.0	1.0		1.0	GHZ
ENSMUSG00000032936.13	Camkv	protein_coding	4.0			1.0	GZ
ENSMUSG00000032908.9	Sgpp2	protein_coding	1.0			3.0	GZ
ENSMUSG00000043219.9	Hoxa6	protein_coding	2.0				G
ENSMUSG00000043259.15	Fam13c	protein_coding	2.0			1.0	GZ
ENSMUSG00000032702.16	Kank1	protein_coding	1.0			2.0	GZ
ENSMUSG00000032671.5	A930018P22Rik	protein_coding				1.0	Z
ENSMUSG00000032666.16	1700025G04Rik	protein_coding	5.0			7.0	GZ
ENSMUSG00000032656.14	Marchf3	protein_coding				2.0	Z
ENSMUSG00000043289.12	Mei4	protein_coding	1.0				G
ENSMUSG00000032649.14	Colgalt2	protein_coding	1.0			3.0	GZ
ENSMUSG00000032625.14	Thsd7a	protein_coding	1.0			1.0	GZ
ENSMUSG00000032589.14	Bsn	protein_coding	1.0				G
ENSMUSG00000032584.12	Mst1r	protein_coding	2.0				G
ENSMUSG00000032564.16	Cpne4	protein_coding	2.0				G
ENSMUSG00000032554.15	Trf	protein_coding			1.0	1.0	SZ
ENSMUSG00000032549.7	Rab6b	protein_coding	1.0	1.0		4.0	GHZ
ENSMUSG00000032548.14	Slco2a1	protein_coding		1.0		2.0	HZ
ENSMUSG00000043300.2	B3galnt1	protein_coding	2.0			4.0	GZ
ENSMUSG00000032547.12	Ryk	protein_coding	2.0	1.0		4.0	GHZ
ENSMUSG00000032717.14	Mdfi	protein_coding	4.0		1.0	1.0	GSZ
ENSMUSG00000033565.18	Rbfox2	protein_coding	2.0			3.0	GZ
ENSMUSG00000032719.4	Sbspon	protein_coding	4.0			1.0	GZ
ENSMUSG00000032735.15	Ablim3	protein_coding	2.0	1.0		2.0	GHZ
ENSMUSG00000032890.17	Rims3	protein_coding	3.0			2.0	GZ
ENSMUSG00000032878.16	Ccdc85a	protein_coding	2.0			3.0	GZ
ENSMUSG00000032875.8	Arhgef17	protein_coding	2.0			3.0	GZ
ENSMUSG00000032860.5	P2ry2	protein_coding			1.0		S
ENSMUSG00000032855.6	Pkd1	protein_coding				1.0	Z
ENSMUSG00000032854.12	Ugt8a	protein_coding	3.0			9.0	GZ
ENSMUSG00000032852.3	Rspo4	protein_coding				4.0	Z
ENSMUSG00000032839.13	Trpc1	protein_coding	1.0				G
ENSMUSG00000032827.15	Ppp1r9a	protein_coding	5.0	1.0	1.0	6.0	GHSZ
ENSMUSG00000032826.19	Ank2	protein_coding	2.0			3.0	GZ
ENSMUSG00000032818.16	Loxhd1	protein_coding	1.0				G
ENSMUSG00000032816.15	Igdcc4	protein_coding	1.0			8.0	GZ
ENSMUSG00000032812.18	Arap1	protein_coding				1.0	Z
ENSMUSG00000032796.8	Lama1	protein_coding	1.0			2.0	GZ
