Gene ID	Transcript ID	Gene Name	Gene Type	Flipon	Flipons per promoter
ENSMUSG00000038738.15	ENSMUST00000107935.7	Shank1	protein_coding	g4	1
ENSMUSG00000038721.8	ENSMUST00000049352.7	Hoxb7	protein_coding	g4	1
ENSMUSG00000038721.8	ENSMUST00000049352.7	Hoxb7	protein_coding	z-dna	1
ENSMUSG00000038718.15	ENSMUST00000113132.8	Pbx3	protein_coding	g4	1
ENSMUSG00000038700.4	ENSMUST00000049272.4	Hoxb5	protein_coding	h-dna	1
ENSMUSG00000038679.16	ENSMUST00000077935.5	Trps1	protein_coding	z-dna	1
ENSMUSG00000038677.14	ENSMUST00000137147.8	Scube3	protein_coding	sidd	1
ENSMUSG00000038677.14	ENSMUST00000137147.8	Scube3	protein_coding	z-dna	1
ENSMUSG00000041351.16	ENSMUST00000097837.10	Rap1gap	protein_coding	g4	1
ENSMUSG00000041351.16	ENSMUST00000097837.10	Rap1gap	protein_coding	z-dna	1
ENSMUSG00000041362.17	ENSMUST00000047511.14	Shtn1	protein_coding	g4	1
ENSMUSG00000045314.5	ENSMUST00000061328.5	Sowahb	protein_coding	g4	1
ENSMUSG00000045312.12	ENSMUST00000121618.1	Lhfpl2	protein_coding	g4	1
ENSMUSG00000045312.12	ENSMUST00000054274.7	Lhfpl2	protein_coding	g4	1
ENSMUSG00000045312.12	ENSMUST00000054274.7	Lhfpl2	protein_coding	z-dna	1
ENSMUSG00000045281.5	ENSMUST00000064166.4	Gpr20	protein_coding	g4	1
ENSMUSG00000045275.16	ENSMUST00000233151.1	Lca5l	protein_coding	sidd	1
ENSMUSG00000045238.9	ENSMUST00000205851.1	A730035I17Rik	antisense	g4	1
ENSMUSG00000045215.17	ENSMUST00000120223.7	Asxl3	protein_coding	z-dna	1
ENSMUSG00000045215.17	ENSMUST00000097655.3	Asxl3	protein_coding	g4	1
ENSMUSG00000045201.6	ENSMUST00000055211.5	Lrrc3b	protein_coding	z-dna	1
ENSMUSG00000045174.10	ENSMUST00000052670.10	Amer3	protein_coding	z-dna	1
ENSMUSG00000045095.16	ENSMUST00000204347.2	Magi1	protein_coding	g4	1
ENSMUSG00000045095.16	ENSMUST00000089317.11	Magi1	protein_coding	sidd	1
ENSMUSG00000045094.8	ENSMUST00000171629.2	Arhgef37	protein_coding	z-dna	1
ENSMUSG00000045087.8	ENSMUST00000122088.1	S1pr5	protein_coding	g4	1
ENSMUSG00000045083.14	ENSMUST00000108122.7	Lingo2	protein_coding	z-dna	1
ENSMUSG00000045053.2	ENSMUST00000234613.1	Kcng3	protein_coding	z-dna	1
ENSMUSG00000045053.2	ENSMUST00000051482.1	Kcng3	protein_coding	g4	1
ENSMUSG00000045053.2	ENSMUST00000051482.1	Kcng3	protein_coding	z-dna	1
ENSMUSG00000045052.3	ENSMUST00000051277.3	Prlhr	protein_coding	z-dna	1
ENSMUSG00000045312.12	ENSMUST00000121618.1	Lhfpl2	protein_coding	z-dna	1
ENSMUSG00000045314.5	ENSMUST00000061328.5	Sowahb	protein_coding	z-dna	1
ENSMUSG00000045045.7	ENSMUST00000053597.2	Lrfn4	protein_coding	g4	1
ENSMUSG00000045318.6	ENSMUST00000049545.6	Adra2c	protein_coding	g4	1
ENSMUSG00000045777.14	ENSMUST00000084412.5	Ifitm10	protein_coding	z-dna	1
ENSMUSG00000045763.8	ENSMUST00000058845.8	Basp1	protein_coding	z-dna	1
ENSMUSG00000045659.18	ENSMUST00000182834.7	Plekha7	protein_coding	g4	1
ENSMUSG00000045659.18	ENSMUST00000181998.7	Plekha7	protein_coding	g4	1
ENSMUSG00000045658.16	ENSMUST00000168574.8	Pid1	protein_coding	g4	1
ENSMUSG00000045639.14	ENSMUST00000151107.7	Zfp629	protein_coding	g4	1
ENSMUSG00000045639.14	ENSMUST00000151107.7	Zfp629	protein_coding	z-dna	1
ENSMUSG00000045629.8	ENSMUST00000235860.1	Sh3tc2	protein_coding	g4	1
ENSMUSG00000045589.7	ENSMUST00000053681.5	Frrs1l	protein_coding	g4	1
ENSMUSG00000045559.6	ENSMUST00000213568.1	Olfr827	protein_coding	h-dna	1
ENSMUSG00000045555.3	ENSMUST00000058747.3	Mettl24	protein_coding	h-dna	1
ENSMUSG00000045555.3	ENSMUST00000058747.3	Mettl24	protein_coding	z-dna	1
ENSMUSG00000045539.3	ENSMUST00000058142.3	Sprr3	protein_coding	g4	1
ENSMUSG00000045532.5	ENSMUST00000057849.5	C1ql1	protein_coding	z-dna	1
ENSMUSG00000045493.4	ENSMUST00000108878.1	Bhlhe23	protein_coding	z-dna	1
ENSMUSG00000045414.7	ENSMUST00000113028.1	Dipk2a	protein_coding	sidd	1
ENSMUSG00000045394.9	ENSMUST00000234623.1	Epcam	protein_coding	z-dna	1
ENSMUSG00000045349.15	ENSMUST00000105824.7	Sh2d5	protein_coding	g4	1
ENSMUSG00000045333.15	ENSMUST00000109655.8	Zfp423	protein_coding	h-dna	1
ENSMUSG00000045045.7	ENSMUST00000053597.2	Lrfn4	protein_coding	z-dna	1
ENSMUSG00000045034.12	ENSMUST00000061594.12	Ankrd34b	protein_coding	z-dna	1
ENSMUSG00000044265.16	ENSMUST00000051137.14	Olfm5	protein_coding	z-dna	1
ENSMUSG00000044576.6	ENSMUST00000058045.4	Garem2	protein_coding	g4	1
ENSMUSG00000044538.10	ENSMUST00000177182.3	Obox3-ps8	processed_pseudogene	sidd	1
ENSMUSG00000044518.3	ENSMUST00000050940.3	Foxe3	protein_coding	z-dna	1
ENSMUSG00000044505.5	ENSMUST00000050975.5	Lingo4	protein_coding	sidd	1
ENSMUSG00000044499.11	ENSMUST00000168572.7	Hs3st5	protein_coding	z-dna	1
ENSMUSG00000044461.6	ENSMUST00000053949.6	Shisa2	protein_coding	g4	1
ENSMUSG00000044461.6	ENSMUST00000053949.6	Shisa2	protein_coding	z-dna	1
ENSMUSG00000044433.16	ENSMUST00000208240.1	Camsap3	protein_coding	g4	1
ENSMUSG00000044433.16	ENSMUST00000208240.1	Camsap3	protein_coding	z-dna	1
ENSMUSG00000044400.1	ENSMUST00000060057.1	Sowahd	protein_coding	g4	1
ENSMUSG00000044400.1	ENSMUST00000060057.1	Sowahd	protein_coding	z-dna	1
ENSMUSG00000044393.15	ENSMUST00000121837.1	Dsg2	protein_coding	z-dna	1
ENSMUSG00000044365.15	ENSMUST00000181904.2	Cxxc4	protein_coding	sidd	1
ENSMUSG00000044365.15	ENSMUST00000181904.2	Cxxc4	protein_coding	z-dna	1
ENSMUSG00000044364.5	ENSMUST00000109872.1	Tmem74b	protein_coding	g4	1
ENSMUSG00000044361.16	ENSMUST00000054022.11	BC024139	protein_coding	g4	1
ENSMUSG00000044345.9	ENSMUST00000061111.9	Marveld1	protein_coding	z-dna	1
ENSMUSG00000044312.4	ENSMUST00000050103.1	Neurog3	protein_coding	g4	1
ENSMUSG00000044279.15	ENSMUST00000071826.9	Crb3	protein_coding	g4	1
ENSMUSG00000044268.4	ENSMUST00000181646.1	Gm4895	processed_pseudogene	sidd	1
ENSMUSG00000044548.11	ENSMUST00000061273.11	Dact1	protein_coding	g4	1
ENSMUSG00000044576.6	ENSMUST00000058045.4	Garem2	protein_coding	z-dna	1
ENSMUSG00000045010.14	ENSMUST00000056225.7	Gm4779	protein_coding	sidd	1
ENSMUSG00000044617.8	ENSMUST00000054287.8	Zbtb39	protein_coding	z-dna	1
ENSMUSG00000045005.9	ENSMUST00000116133.3	Fzd5	protein_coding	g4	1
ENSMUSG00000045005.9	ENSMUST00000116133.3	Fzd5	protein_coding	z-dna	1
ENSMUSG00000044933.3	ENSMUST00000053239.3	Sstr3	protein_coding	g4	1
ENSMUSG00000044927.6	ENSMUST00000056403.6	H1f10	protein_coding	g4	1
ENSMUSG00000044927.6	ENSMUST00000056403.6	H1f10	protein_coding	z-dna	1
ENSMUSG00000044835.15	ENSMUST00000111608.7	Ankrd45	protein_coding	sidd	1
ENSMUSG00000044835.15	ENSMUST00000052245.8	Ankrd45	protein_coding	sidd	1
ENSMUSG00000044788.10	ENSMUST00000056153.7	Fads6	protein_coding	h-dna	1
ENSMUSG00000044716.12	ENSMUST00000101298.8	Dok7	protein_coding	g4	1
ENSMUSG00000044716.12	ENSMUST00000050709.3	Dok7	protein_coding	z-dna	1
ENSMUSG00000044707.7	ENSMUST00000050574.6	Ccnjl	protein_coding	g4	1
ENSMUSG00000044707.7	ENSMUST00000050574.6	Ccnjl	protein_coding	z-dna	1
ENSMUSG00000044681.19	ENSMUST00000117098.1	Cnpy1	protein_coding	sidd	1
ENSMUSG00000044667.12	ENSMUST00000061071.12	Plppr4	protein_coding	g4	1
ENSMUSG00000044646.15	ENSMUST00000058997.14	Zbtb7c	protein_coding	g4	1
ENSMUSG00000044646.15	ENSMUST00000058997.14	Zbtb7c	protein_coding	h-dna	1
ENSMUSG00000044641.7	ENSMUST00000052125.6	Pard6b	protein_coding	g4	1
ENSMUSG00000044628.5	ENSMUST00000114355.1	Rnf208	protein_coding	z-dna	1
ENSMUSG00000044628.5	ENSMUST00000060818.1	Rnf208	protein_coding	g4	1
ENSMUSG00000045815.4	ENSMUST00000186712.1	1700101I19Rik	antisense	g4	1
ENSMUSG00000045815.4	ENSMUST00000186712.1	1700101I19Rik	antisense	z-dna	1
ENSMUSG00000045875.13	ENSMUST00000161339.1	Adra1a	protein_coding	z-dna	1
ENSMUSG00000047409.13	ENSMUST00000073109.11	Ctdspl	protein_coding	g4	1
ENSMUSG00000047384.3	ENSMUST00000195012.1	A730013G03Rik	TEC	g4	1
ENSMUSG00000047384.3	ENSMUST00000195012.1	A730013G03Rik	TEC	z-dna	1
ENSMUSG00000047347.7	ENSMUST00000051363.7	Tdg-ps	processed_pseudogene	z-dna	1
ENSMUSG00000047344.9	ENSMUST00000069763.2	Lancl3	protein_coding	z-dna	1
ENSMUSG00000047298.3	ENSMUST00000056708.3	Kcnv2	protein_coding	z-dna	1
ENSMUSG00000047242.14	ENSMUST00000113495.8	Taf9b	protein_coding	g4	1
ENSMUSG00000047182.6	ENSMUST00000057314.3	Irs3	protein_coding	z-dna	1
ENSMUSG00000047181.12	ENSMUST00000055947.9	Samd14	protein_coding	h-dna	1
ENSMUSG00000047181.12	ENSMUST00000055947.9	Samd14	protein_coding	z-dna	1
ENSMUSG00000047129.11	ENSMUST00000169849.2	1700113H08Rik	protein_coding	g4	1
ENSMUSG00000047129.11	ENSMUST00000169849.2	1700113H08Rik	protein_coding	h-dna	1
ENSMUSG00000047129.11	ENSMUST00000169849.2	1700113H08Rik	protein_coding	z-dna	1
ENSMUSG00000047104.5	ENSMUST00000050471.3	Pbp2	protein_coding	sidd	1
ENSMUSG00000046997.5	ENSMUST00000055433.4	Spsb4	protein_coding	z-dna	1
ENSMUSG00000046961.8	ENSMUST00000061274.8	Gpr156	protein_coding	z-dna	1
ENSMUSG00000046844.6	ENSMUST00000049509.6	Vat1l	protein_coding	z-dna	1
ENSMUSG00000046807.10	ENSMUST00000051129.9	Lrrc75b	protein_coding	z-dna	1
ENSMUSG00000046782.14	ENSMUST00000172939.7	Ttc6	protein_coding	z-dna	1
ENSMUSG00000046743.6	ENSMUST00000061260.7	Fat4	protein_coding	z-dna	1
ENSMUSG00000047388.10	ENSMUST00000109099.3	Atmin	protein_coding	g4	1
ENSMUSG00000047409.13	ENSMUST00000172464.1	Ctdspl	protein_coding	g4	1
ENSMUSG00000045912.9	ENSMUST00000059699.8	C2cd4c	protein_coding	g4	1
ENSMUSG00000047409.13	ENSMUST00000172464.1	Ctdspl	protein_coding	z-dna	1
ENSMUSG00000047751.9	ENSMUST00000168457.2	Utf1	protein_coding	g4	1
ENSMUSG00000047747.10	ENSMUST00000078525.6	Rnf150	protein_coding	g4	1
ENSMUSG00000047747.10	ENSMUST00000078525.6	Rnf150	protein_coding	z-dna	1
ENSMUSG00000047712.8	ENSMUST00000061601.8	Ust	protein_coding	g4	1
ENSMUSG00000047642.15	ENSMUST00000120642.8	D930020B18Rik	protein_coding	g4	1
ENSMUSG00000047604.3	ENSMUST00000059231.3	Frat2	protein_coding	z-dna	1
ENSMUSG00000047586.4	ENSMUST00000057974.3	Nccrp1	protein_coding	g4	1
ENSMUSG00000047507.12	ENSMUST00000182825.7	Baiap3	protein_coding	sidd	1
ENSMUSG00000047507.12	ENSMUST00000182435.7	Baiap3	protein_coding	g4	1
ENSMUSG00000047495.15	ENSMUST00000133298.7	Dlgap2	protein_coding	z-dna	1
ENSMUSG00000047485.6	ENSMUST00000087157.4	Klhl34	protein_coding	g4	1
ENSMUSG00000047466.10	ENSMUST00000237203.1	8030462N17Rik	protein_coding	sidd	1
ENSMUSG00000047428.14	ENSMUST00000166617.7	Dlk2	protein_coding	g4	1
ENSMUSG00000047428.14	ENSMUST00000166617.7	Dlk2	protein_coding	z-dna	1
ENSMUSG00000047428.14	ENSMUST00000166280.7	Dlk2	protein_coding	g4	1
ENSMUSG00000047428.14	ENSMUST00000166280.7	Dlk2	protein_coding	z-dna	1
ENSMUSG00000047415.12	ENSMUST00000053668.9	Gpr68	protein_coding	z-dna	1
ENSMUSG00000047414.6	ENSMUST00000110117.1	Flrt2	protein_coding	g4	1
ENSMUSG00000047414.6	ENSMUST00000110117.1	Flrt2	protein_coding	h-dna	1
ENSMUSG00000046727.13	ENSMUST00000152804.8	Cystm1	protein_coding	g4	1
ENSMUSG00000046719.7	ENSMUST00000058866.7	Nxph3	protein_coding	sidd	1
ENSMUSG00000046714.7	ENSMUST00000054691.7	Foxc2	protein_coding	sidd	1
ENSMUSG00000046699.14	ENSMUST00000114679.1	Slitrk4	protein_coding	z-dna	1
ENSMUSG00000046352.7	ENSMUST00000055698.7	Gjb2	protein_coding	z-dna	1
ENSMUSG00000046341.5	ENSMUST00000120560.1	Gm11223	processed_pseudogene	sidd	1
ENSMUSG00000046321.8	ENSMUST00000084628.4	Hs3st2	protein_coding	g4	1
ENSMUSG00000046314.16	ENSMUST00000120531.7	Stxbp6	protein_coding	z-dna	1
ENSMUSG00000046280.9	ENSMUST00000050401.5	She	protein_coding	z-dna	1
ENSMUSG00000046204.14	ENSMUST00000089236.10	Pnma2	protein_coding	g4	1
ENSMUSG00000046178.3	ENSMUST00000160300.1	Nxph1	protein_coding	g4	1
ENSMUSG00000046178.3	ENSMUST00000160300.1	Nxph1	protein_coding	h-dna	1
ENSMUSG00000046178.3	ENSMUST00000060369.3	Nxph1	protein_coding	g4	1
ENSMUSG00000046167.5	ENSMUST00000056740.5	Gldn	protein_coding	g4	1
ENSMUSG00000046160.6	ENSMUST00000056882.6	Olig1	protein_coding	z-dna	1
ENSMUSG00000046159.16	ENSMUST00000187510.6	Chrm3	protein_coding	z-dna	1
ENSMUSG00000046109.6	ENSMUST00000062902.6	AB041806	antisense	h-dna	1
ENSMUSG00000046109.6	ENSMUST00000062902.6	AB041806	antisense	z-dna	1
ENSMUSG00000046093.9	ENSMUST00000106246.7	Hpcal4	protein_coding	z-dna	1
ENSMUSG00000046016.3	ENSMUST00000057453.1	Olfr1364	protein_coding	sidd	1
ENSMUSG00000045994.17	ENSMUST00000160899.7	B3gat1	protein_coding	z-dna	1
ENSMUSG00000045991.19	ENSMUST00000175965.9	Onecut2	protein_coding	h-dna	1
ENSMUSG00000045991.19	ENSMUST00000175965.9	Onecut2	protein_coding	sidd	1
ENSMUSG00000046378.11	ENSMUST00000052937.11	Asphd1	protein_coding	g4	1
ENSMUSG00000046408.15	ENSMUST00000060357.14	1700067K01Rik	protein_coding	z-dna	1
ENSMUSG00000046411.2	ENSMUST00000059737.2	Rps4l-ps	processed_pseudogene	z-dna	1
ENSMUSG00000046487.6	ENSMUST00000180618.1	Mospd4	processed_pseudogene	z-dna	1
ENSMUSG00000046699.14	ENSMUST00000069926.13	Slitrk4	protein_coding	g4	1
ENSMUSG00000046699.14	ENSMUST00000069926.13	Slitrk4	protein_coding	h-dna	1
ENSMUSG00000046658.16	ENSMUST00000161448.7	Zfp316	protein_coding	g4	1
ENSMUSG00000046613.19	ENSMUST00000159780.1	Vwa5b2	protein_coding	g4	1
ENSMUSG00000046613.19	ENSMUST00000096197.10	Vwa5b2	protein_coding	g4	1
ENSMUSG00000046607.6	ENSMUST00000054836.6	Hrk	protein_coding	z-dna	1
ENSMUSG00000046593.3	ENSMUST00000179526.1	Tmem215	protein_coding	g4	1
ENSMUSG00000046532.8	ENSMUST00000052837.8	Ar	protein_coding	h-dna	1
ENSMUSG00000046486.4	ENSMUST00000063030.3	Olfr231	protein_coding	g4	1
ENSMUSG00000046415.11	ENSMUST00000145081.7	B430212C06Rik	processed_transcript	g4	1
ENSMUSG00000046486.4	ENSMUST00000063030.3	Olfr231	protein_coding	sidd	1
ENSMUSG00000046470.5	ENSMUST00000054491.5	Sox18	protein_coding	g4	1
ENSMUSG00000046447.3	ENSMUST00000050918.3	Camk2n1	protein_coding	h-dna	1
ENSMUSG00000046442.4	ENSMUST00000055438.4	Ppm1e	protein_coding	g4	1
ENSMUSG00000046442.4	ENSMUST00000055438.4	Ppm1e	protein_coding	h-dna	1
ENSMUSG00000046435.7	ENSMUST00000078695.4	Gm13078	protein_coding	sidd	1
ENSMUSG00000046417.14	ENSMUST00000057194.8	Lrrc75a	protein_coding	g4	1
ENSMUSG00000046417.14	ENSMUST00000057194.8	Lrrc75a	protein_coding	z-dna	1
ENSMUSG00000044268.4	ENSMUST00000181646.1	Gm4895	processed_pseudogene	z-dna	1
ENSMUSG00000044254.6	ENSMUST00000049507.5	Pcsk9	protein_coding	z-dna	1
ENSMUSG00000041362.17	ENSMUST00000047511.14	Shtn1	protein_coding	h-dna	1
ENSMUSG00000042331.13	ENSMUST00000202389.3	Specc1	protein_coding	sidd	1
ENSMUSG00000042331.13	ENSMUST00000202179.1	Specc1	protein_coding	g4	1
ENSMUSG00000042331.13	ENSMUST00000201015.3	Specc1	protein_coding	z-dna	1
ENSMUSG00000042258.13	ENSMUST00000036060.12	Isl1	protein_coding	sidd	1
ENSMUSG00000042256.5	ENSMUST00000232968.1	Ptchd4	protein_coding	g4	1
ENSMUSG00000042249.11	ENSMUST00000197888.4	Grk3	protein_coding	h-dna	1
ENSMUSG00000042249.11	ENSMUST00000197776.1	Grk3	protein_coding	g4	1
ENSMUSG00000042182.16	ENSMUST00000115161.7	Bend6	protein_coding	g4	1
ENSMUSG00000042182.16	ENSMUST00000115161.7	Bend6	protein_coding	sidd	1
ENSMUSG00000042182.16	ENSMUST00000115161.7	Bend6	protein_coding	z-dna	1
ENSMUSG00000042156.16	ENSMUST00000047208.11	Dzip1	protein_coding	g4	1
ENSMUSG00000042156.16	ENSMUST00000047208.11	Dzip1	protein_coding	z-dna	1
ENSMUSG00000042155.3	ENSMUST00000053087.3	Klhl23	protein_coding	g4	1
ENSMUSG00000042116.3	ENSMUST00000042196.3	Vwa1	protein_coding	h-dna	1
ENSMUSG00000042116.3	ENSMUST00000042196.3	Vwa1	protein_coding	z-dna	1
ENSMUSG00000042115.4	ENSMUST00000046071.4	Klhdc8a	protein_coding	g4	1
ENSMUSG00000042066.16	ENSMUST00000045473.15	Tmcc2	protein_coding	g4	1
ENSMUSG00000042035.11	ENSMUST00000043983.10	Igsf3	protein_coding	z-dna	1
ENSMUSG00000041986.16	ENSMUST00000048409.13	Elmod1	protein_coding	g4	1
ENSMUSG00000041986.16	ENSMUST00000048409.13	Elmod1	protein_coding	z-dna	1
ENSMUSG00000042331.13	ENSMUST00000202179.1	Specc1	protein_coding	z-dna	1
ENSMUSG00000042359.18	ENSMUST00000077972.10	Osbpl6	protein_coding	z-dna	1
ENSMUSG00000041936.18	ENSMUST00000105575.8	Agrn	protein_coding	g4	1
ENSMUSG00000042359.18	ENSMUST00000111930.8	Osbpl6	protein_coding	g4	1
ENSMUSG00000042581.14	ENSMUST00000040311.13	Thsd7b	protein_coding	h-dna	1
ENSMUSG00000042540.12	ENSMUST00000072505.4	Acot5	protein_coding	z-dna	1
ENSMUSG00000042499.13	ENSMUST00000142312.2	Hoxd11	protein_coding	z-dna	1
ENSMUSG00000042477.7	ENSMUST00000048194.7	Tfap2e	protein_coding	g4	1
ENSMUSG00000042477.7	ENSMUST00000048194.7	Tfap2e	protein_coding	z-dna	1
ENSMUSG00000042453.14	ENSMUST00000161356.7	Reln	protein_coding	g4	1
ENSMUSG00000042453.14	ENSMUST00000161356.7	Reln	protein_coding	z-dna	1
ENSMUSG00000042453.14	ENSMUST00000062372.13	Reln	protein_coding	z-dna	1
ENSMUSG00000042439.13	ENSMUST00000237714.1	Zfp532	protein_coding	z-dna	1
ENSMUSG00000042429.8	ENSMUST00000169927.1	Adora1	protein_coding	g4	1
ENSMUSG00000042429.8	ENSMUST00000038191.7	Adora1	protein_coding	z-dna	1
ENSMUSG00000042417.5	ENSMUST00000038404.5	Ccno	protein_coding	g4	1
ENSMUSG00000042417.5	ENSMUST00000038404.5	Ccno	protein_coding	sidd	1
ENSMUSG00000042401.8	ENSMUST00000048630.7	Crtac1	protein_coding	z-dna	1
ENSMUSG00000042388.14	ENSMUST00000106092.1	Dlgap3	protein_coding	g4	1
ENSMUSG00000042386.7	ENSMUST00000044179.7	Tex13b	protein_coding	g4	1
ENSMUSG00000042372.5	ENSMUST00000048935.5	Dmrt3	protein_coding	h-dna	1
ENSMUSG00000042372.5	ENSMUST00000048935.5	Dmrt3	protein_coding	sidd	1
ENSMUSG00000042359.18	ENSMUST00000111930.8	Osbpl6	protein_coding	z-dna	1
ENSMUSG00000041936.18	ENSMUST00000105575.8	Agrn	protein_coding	h-dna	1
ENSMUSG00000041930.7	ENSMUST00000043650.7	Fam222a	protein_coding	z-dna	1
ENSMUSG00000044231.3	ENSMUST00000052747.3	Nhlrc1	protein_coding	z-dna	1
ENSMUSG00000041730.14	ENSMUST00000068938.6	Prrxl1	protein_coding	g4	1
ENSMUSG00000041708.12	ENSMUST00000172115.7	Mpped1	protein_coding	z-dna	1
ENSMUSG00000041708.12	ENSMUST00000163723.7	Mpped1	protein_coding	g4	1
ENSMUSG00000041708.12	ENSMUST00000046168.11	Mpped1	protein_coding	z-dna	1
ENSMUSG00000041670.17	ENSMUST00000218140.1	Rims1	protein_coding	g4	1
ENSMUSG00000041670.17	ENSMUST00000218140.1	Rims1	protein_coding	z-dna	1
ENSMUSG00000041670.17	ENSMUST00000115273.8	Rims1	protein_coding	g4	1
ENSMUSG00000041624.10	ENSMUST00000115733.2	Gucy1a2	protein_coding	z-dna	1
ENSMUSG00000041608.8	ENSMUST00000047687.8	Entpd3	protein_coding	g4	1
ENSMUSG00000041608.8	ENSMUST00000047687.8	Entpd3	protein_coding	z-dna	1
ENSMUSG00000041596.12	ENSMUST00000044683.11	Nlrp5-ps	transcribed_unprocessed_pseudogene	g4	1
ENSMUSG00000041530.17	ENSMUST00000097888.9	Ago1	protein_coding	g4	1
ENSMUSG00000000031.16	ENSMUST00000136359.7	H19	lincRNA	sidd	1
ENSMUSG00000041488.16	ENSMUST00000069285.5	Stx3	protein_coding	g4	1
ENSMUSG00000041482.17	ENSMUST00000183217.8	Piezo2	protein_coding	g4	1
ENSMUSG00000041482.17	ENSMUST00000047480.12	Piezo2	protein_coding	z-dna	1
ENSMUSG00000041479.14	ENSMUST00000035351.6	Syt15	protein_coding	z-dna	1
ENSMUSG00000041468.7	ENSMUST00000197431.1	Gpr12	protein_coding	g4	1
ENSMUSG00000041372.10	ENSMUST00000212457.1	B4galnt3	protein_coding	g4	1
ENSMUSG00000041372.10	ENSMUST00000057283.7	B4galnt3	protein_coding	z-dna	1
ENSMUSG00000041729.15	ENSMUST00000048043.11	Coro2b	protein_coding	g4	1
ENSMUSG00000041730.14	ENSMUST00000186452.6	Prrxl1	protein_coding	z-dna	1
ENSMUSG00000041923.15	ENSMUST00000164186.7	Nol4	protein_coding	h-dna	1
ENSMUSG00000041730.14	ENSMUST00000228878.1	Prrxl1	protein_coding	z-dna	1
ENSMUSG00000041923.15	ENSMUST00000097651.9	Nol4	protein_coding	g4	1
ENSMUSG00000041912.12	ENSMUST00000166032.7	Tdrkh	protein_coding	z-dna	1
ENSMUSG00000041911.3	ENSMUST00000037119.3	Dlx1	protein_coding	z-dna	1
ENSMUSG00000041852.15	ENSMUST00000109510.9	Tcf20	protein_coding	z-dna	1
ENSMUSG00000041845.11	ENSMUST00000048197.9	Rhod	protein_coding	g4	1
ENSMUSG00000041842.15	ENSMUST00000194027.1	Fhdc1	protein_coding	z-dna	1
ENSMUSG00000041842.15	ENSMUST00000107689.6	Fhdc1	protein_coding	z-dna	1
ENSMUSG00000041836.10	ENSMUST00000211140.1	Ptpre	protein_coding	z-dna	1
ENSMUSG00000041836.10	ENSMUST00000209256.1	Ptpre	protein_coding	z-dna	1
ENSMUSG00000041817.14	ENSMUST00000042517.7	Fam169a	protein_coding	z-dna	1
ENSMUSG00000041794.13	ENSMUST00000048121.12	Myrip	protein_coding	g4	1
ENSMUSG00000041773.8	ENSMUST00000041623.8	Enc1	protein_coding	g4	1
ENSMUSG00000041771.14	ENSMUST00000159329.7	Slc24a4	protein_coding	z-dna	1
ENSMUSG00000041741.10	ENSMUST00000043259.9	Pde3a	protein_coding	h-dna	1
ENSMUSG00000041734.15	ENSMUST00000159976.7	Kirrel	protein_coding	g4	1
ENSMUSG00000041734.15	ENSMUST00000159976.7	Kirrel	protein_coding	h-dna	1
ENSMUSG00000041734.15	ENSMUST00000107618.8	Kirrel	protein_coding	h-dna	1
ENSMUSG00000041734.15	ENSMUST00000041732.8	Kirrel	protein_coding	g4	1
ENSMUSG00000041731.13	ENSMUST00000047666.4	Pgm5	protein_coding	g4	1
ENSMUSG00000042581.14	ENSMUST00000073527.12	Thsd7b	protein_coding	g4	1
ENSMUSG00000042604.5	ENSMUST00000037012.2	Kcna4	protein_coding	g4	1
ENSMUSG00000042631.7	ENSMUST00000037235.6	Xkr7	protein_coding	z-dna	1
ENSMUSG00000043639.15	ENSMUST00000164202.8	Rbm20	protein_coding	z-dna	1
ENSMUSG00000043614.13	ENSMUST00000067935.10	Vps37d	protein_coding	z-dna	1
ENSMUSG00000043587.15	ENSMUST00000112951.8	Pxylp1	protein_coding	g4	1
ENSMUSG00000043587.15	ENSMUST00000112951.8	Pxylp1	protein_coding	z-dna	1
ENSMUSG00000043557.16	ENSMUST00000171691.8	Mdga1	protein_coding	g4	1
ENSMUSG00000043557.16	ENSMUST00000073556.11	Mdga1	protein_coding	z-dna	1
ENSMUSG00000043531.16	ENSMUST00000209413.1	Sorcs1	protein_coding	z-dna	1
ENSMUSG00000043531.16	ENSMUST00000164039.8	Sorcs1	protein_coding	g4	1
ENSMUSG00000043518.7	ENSMUST00000112338.1	Rai2	protein_coding	z-dna	1
ENSMUSG00000043463.6	ENSMUST00000058814.6	Rab9b	protein_coding	z-dna	1
ENSMUSG00000043460.7	ENSMUST00000229441.1	Elfn2	protein_coding	h-dna	1
ENSMUSG00000043460.7	ENSMUST00000229441.1	Elfn2	protein_coding	z-dna	1
ENSMUSG00000043460.7	ENSMUST00000088592.5	Elfn2	protein_coding	z-dna	1
ENSMUSG00000043456.17	ENSMUST00000176205.7	Zfp536	protein_coding	z-dna	1
ENSMUSG00000043456.17	ENSMUST00000176114.7	Zfp536	protein_coding	h-dna	1
ENSMUSG00000043456.17	ENSMUST00000176114.7	Zfp536	protein_coding	z-dna	1
ENSMUSG00000043456.17	ENSMUST00000175941.7	Zfp536	protein_coding	g4	1
ENSMUSG00000043456.17	ENSMUST00000175941.7	Zfp536	protein_coding	h-dna	1
ENSMUSG00000043456.17	ENSMUST00000175941.7	Zfp536	protein_coding	sidd	1
ENSMUSG00000043456.17	ENSMUST00000175941.7	Zfp536	protein_coding	z-dna	1
ENSMUSG00000043629.12	ENSMUST00000050567.10	1700019D03Rik	protein_coding	z-dna	1
